FraNode,MyNode,nDups,Lon,Lat
408969,7392,3,-88.297214,40.753049
408972,7393,3,-88.297061,41.38683
408974,7394,3,-88.296869,39.760878
408977,7395,1,-88.296486,41.360024
408983,7396,3,-88.295338,40.754711
408991,7397,1,-88.294531,42.391106
409012,7398,4,-88.291507,39.79556
409016,7399,3,-88.291231,39.796493
409017,7400,3,-88.291226,39.79846
409019,7401,4,-88.291055,39.79848
409021,7402,1,-88.29085,36.65882
409022,7403,3,-88.290779,39.798512
409039,7404,3,-88.288223,39.798621
409047,7405,4,-88.287232,43.329007
409060,7406,2,-88.283071,33.464276
409061,7407,3,-88.283048,41.207799
409064,7408,1,-88.282187,40.318648
409071,7409,3,-88.280338,41.769449
409076,7410,3,-88.279574,41.388725
409079,7411,3,-88.27875,38.941826
409085,7412,3,-88.278156,38.93438
409088,7413,1,-88.27771,41.381077
409091,7414,3,-88.277109,38.933762
409101,7415,3,-88.275375,43.315921
409104,7416,3,-88.275086,38.947917
409107,7417,3,-88.274825,43.315431
409112,7418,1,-88.274176,44.279569
409119,7419,3,-88.273605,43.314988
409125,7420,3,-88.272445,38.934595
409126,7421,1,-88.272329,35.044448
409134,7422,3,-88.27093,39.024935
409136,7423,2,-88.27057,33.565983
409139,7424,1,-88.270055,41.389019
409145,7425,3,-88.269496,39.019549
409147,7426,3,-88.269427,39.007298
409148,7427,3,-88.268423,41.294478
409158,7428,3,-88.266504,44.288762
409171,7429,3,-88.264368,41.297733
409173,7430,3,-88.264095,39.02148
409182,7431,3,-88.262736,43.310848
409188,7432,3,-88.262439,39.982147
409206,7433,3,-88.26155,43.310389
409211,7434,3,-88.260898,43.310423
409214,7435,1,-88.260648,44.281395
409226,7436,3,-88.259387,39.98434
409261,7437,3,-88.24999,36.04101
409272,7438,3,-88.247054,40.123541
409282,7439,3,-88.245484,40.123544
409285,7440,1,-88.244989,41.774786
409290,7441,3,-88.244495,41.882946
409294,7442,3,-88.243449,41.883029
409306,7443,3,-88.240512,40.122244
409312,7444,3,-88.23975,41.775494
409318,7445,3,-88.239267,40.119371
409331,7446,3,-88.237475,40.123716
409332,7447,3,-88.2373,42.004706
409335,7448,3,-88.23704,41.973217
409340,7449,1,-88.236685,41.896257
409352,7450,1,-88.235933,40.93657
409354,7451,1,-88.23577,34.978283
409357,7452,3,-88.235518,42.001366
409359,7453,3,-88.235207,42.002858
409360,7454,3,-88.235077,41.967553
409380,7455,3,-88.232688,41.767929
409384,7456,3,-88.232045,41.88344
409386,7457,3,-88.231644,41.782551
409388,7458,3,-88.231541,42.002491
409390,7459,3,-88.231283,43.005707
409392,7460,3,-88.231252,41.248864
409401,7461,2,-88.229755,33.886791
409402,7462,3,-88.22972,41.90974
409408,7463,1,-88.228469,41.244247
409417,7464,3,-88.226672,34.826277
409435,7465,3,-88.222526,34.828351
409444,7466,3,-88.221028,43.291445
409458,7467,3,-88.219517,41.898057
409460,7468,3,-88.219057,34.822891
409468,7469,3,-88.218022,41.8962
409470,7470,3,-88.217883,41.883658
409471,7471,3,-88.217694,41.895726
409472,7472,3,-88.217649,43.286701
409473,7473,1,-88.21714,41.878264
409477,7474,3,-88.21668,41.883967
409488,7475,3,-88.214915,41.886852
409495,7476,1,-88.21376,34.9607
409499,7477,1,-88.213346,41.907179
409502,7478,3,-88.213267,41.885975
409512,7479,3,-88.21165,41.883478
409525,7480,3,-88.210091,41.883414
409536,7481,3,-88.208986,41.884169
409563,7482,3,-88.204438,41.61697
409570,7483,1,-88.203331,43.009606
409606,7484,1,-88.198795,41.416639
409631,7485,3,-88.19735,41.36761
409633,7486,1,-88.197183,40.114501
409646,7487,3,-88.195237,43.075911
409665,7488,3,-88.19147,43.073335
409680,7489,3,-88.18748,38.988616
409690,7490,3,-88.185579,41.386017
409729,7491,3,-88.177356,41.405039
409733,7492,3,-88.176999,41.405852
409736,7493,3,-88.176758,41.48333
409746,7494,3,-88.175396,41.40894
409748,7495,3,-88.175052,41.409727
409756,7496,1,-88.174502,41.445403
409782,7497,3,-88.171319,41.41826
409787,7498,3,-88.170143,30.551325
409793,7499,3,-88.168216,41.41048
409794,7500,3,-88.16796,30.554291
409799,7501,3,-88.166827,41.428524
409801,7502,3,-88.166507,44.148933
409803,7503,2,-88.166316,41.407493
409806,7504,3,-88.166241,30.552022
409816,7505,1,-88.164888,43.369234
409856,7506,1,-88.160205,41.378356
409882,7507,2,-88.157436,34.454897
409884,7508,3,-88.157023,40.316398
409887,7509,3,-88.156676,38.989643
409897,7510,3,-88.154649,43.071945
409912,7511,1,-88.151978,44.882819
409915,7512,1,-88.151547,38.977412
409925,7513,2,-88.148533,30.533394
409938,7514,3,-88.145696,30.552022
409955,7515,3,-88.141764,42.155883
409977,7516,3,-88.138431,42.15611
409995,7517,1,-88.136663,34.439734
409998,7518,1,-88.136154,30.51545
410045,7519,3,-88.126946,41.48466
410055,7520,3,-88.123863,30.707039
410073,7521,3,-88.12072,30.704383
410075,7522,3,-88.119529,30.707614
410076,7523,3,-88.119039,41.492421
410086,7524,3,-88.116766,41.937585
410122,7525,1,-88.11357,42.682173
410130,7526,2,-88.111989,34.778524
410154,7527,1,-88.104104,41.90796
410158,7528,1,-88.103782,30.531087
410159,7529,1,-88.103741,41.996017
410171,7530,2,-88.101468,42.495702
410176,7531,1,-88.10049,41.04964
410198,7532,1,-88.096518,44.468153
410213,7533,3,-88.09387,41.479125
410215,7534,3,-88.093603,41.986852
410216,7535,3,-88.093542,41.466581
410223,7536,1,-88.091928,44.531637
410226,7537,3,-88.091474,41.475784
410227,7538,1,-88.091411,42.003893
410233,7539,3,-88.09035,41.480134
410236,7540,3,-88.090058,41.994737
410237,7541,3,-88.089523,41.482703
410256,7542,1,-88.085862,38.708807
410274,7543,3,-88.082528,41.558659
410281,7544,3,-88.081926,38.725603
410287,7545,3,-88.081038,41.507036
410288,7546,3,-88.080851,43.044237
410300,7547,3,-88.079608,41.544786
410301,7548,3,-88.079252,41.523087
410306,7549,3,-88.078919,41.530701
410307,7550,3,-88.078918,41.526748
410309,7551,3,-88.078816,41.527163
410312,7552,3,-88.078557,43.207357
410315,7553,3,-88.078377,43.209674
410328,7554,3,-88.077073,41.524367
410332,7555,3,-88.076766,41.554305
410397,7556,3,-88.069719,43.12108
410415,7557,3,-88.067766,30.748075
410432,7558,3,-88.066951,30.747132
410455,7559,3,-88.065596,41.545829
410457,7560,1,-88.065477,41.640172
410459,7561,3,-88.065388,30.745795
410468,7562,3,-88.064835,44.470678
410485,7563,3,-88.063995,43.115211
410491,7564,3,-88.063876,44.584641
410493,7565,3,-88.063831,41.538772
410498,7566,1,-88.063693,32.787806
410536,7567,3,-88.062105,41.537393
410544,7568,1,-88.061733,30.765074
410552,7569,3,-88.061219,41.540363
410560,7570,1,-88.061033,41.682617
410564,7571,3,-88.060904,40.017747
410592,7572,3,-88.058247,43.120552
410601,7573,1,-88.057932,30.722131
410605,7574,3,-88.057667,40.025134
410623,7575,3,-88.056548,41.528598
410624,7576,3,-88.056027,41.527117
410651,7577,3,-88.052147,41.525879
410673,7578,1,-88.051327,30.724213
410692,7579,3,-88.049654,43.178022
410693,7580,3,-88.049567,30.707767
410695,7581,3,-88.04933,30.666231
410733,7582,3,-88.047519,30.711677
410742,7583,3,-88.047018,44.88462
410745,7584,3,-88.04691,30.710674
410749,7585,1,-88.046708,30.725103
410756,7586,3,-88.046343,30.667205
410758,7587,3,-88.04623,30.709475
410787,7588,3,-88.045219,43.010051
410788,7589,3,-88.045168,43.17757
410801,7590,3,-88.044727,41.976992
410802,7591,3,-88.044683,30.705584
410808,7592,3,-88.044276,30.704704
410820,7593,3,-88.043028,32.797878
410830,7594,1,-88.04202,41.987382
410831,7595,3,-88.041998,43.012509
410839,7596,3,-88.041455,30.665745
410846,7597,3,-88.040567,41.976312
410855,7598,3,-88.039435,30.675466
410856,7599,2,-88.039415,30.664254
410915,7600,3,-88.0344,44.50385
410917,7601,1,-88.034218,30.656021
410920,7602,3,-88.033688,41.975017
410923,7603,1,-88.033208,37.181036
410931,7604,3,-88.031991,41.974588
410956,7605,1,-88.029283,30.991283
410969,7606,3,-88.028455,43.010061
410979,7607,1,-88.027709,41.981806
410988,7608,3,-88.027189,30.930543
410989,7609,3,-88.027169,32.757862
410996,7610,3,-88.026332,32.759996
411002,7611,3,-88.025915,44.512242
411018,7612,3,-88.02468,44.50991
411022,7613,3,-88.024305,42.326654
411037,7614,3,-88.023366,42.325769
411051,7615,3,-88.023033,44.512462
411062,7616,3,-88.022253,44.513671
411064,7617,3,-88.022009,32.761147
411071,7618,2,-88.02139,38.01932
411079,7619,1,-88.020751,44.514259
411082,7620,4,-88.020596,32.755622
411088,7621,3,-88.020212,44.514943
411092,7622,1,-88.019734,44.515461
411118,7623,3,-88.017417,32.764
411149,7624,2,-88.014426,30.944217
411160,7625,3,-88.013392,44.526482
411166,7626,1,-88.01277,30.934623
411271,7627,3,-88.002609,45.230244
411280,7628,3,-88.0015,41.11088
411282,7629,3,-88.001339,45.23502
411290,7630,3,-88.000515,44.521077
411294,7631,3,-87.99999,41.0519
411304,7632,3,-87.998942,40.766599
411308,7633,3,-87.99821,45.2314
411310,7634,3,-87.997777,40.766581
411330,7635,1,-87.995151,44.531577
411333,7636,3,-87.995008,40.764841
411347,7637,3,-87.993909,40.769514
411349,7638,3,-87.993759,40.770151
411354,7639,1,-87.99283,45.6319
411356,7640,1,-87.992242,41.412329
411377,7641,3,-87.988264,41.419993
411380,7642,2,-87.987955,45.636687
411402,7643,4,-87.98499,42.245553
411410,7644,1,-87.983909,41.415238
411430,7645,3,-87.981463,42.24502
411466,7646,1,-87.977612,42.012096
411468,7647,3,-87.977506,42.010704
411470,7648,3,-87.977406,42.007238
411472,7649,3,-87.977313,42.003626
411474,7650,3,-87.977285,42.001798
411475,7651,3,-87.977235,42.000006
411480,7652,3,-87.976878,42.004468
411490,7653,1,-87.975177,32.450522
411519,7654,3,-87.971372,32.447148
411521,7655,3,-87.971031,41.695051
411528,7656,1,-87.969117,42.010963
411534,7657,3,-87.967703,43.036261
411560,7658,1,-87.965324,42.007404
411563,7659,3,-87.964784,43.13227
411564,7660,1,-87.964764,42.004882
411566,7661,1,-87.964714,42.001113
411577,7662,1,-87.963763,42.008762
411580,7663,1,-87.963438,41.995132
411585,7664,1,-87.96233,42.002826
411597,7665,3,-87.960079,41.996871
411608,7666,1,-87.958323,42.005097
411612,7667,3,-87.957423,42.996913
411616,7668,1,-87.956685,42.00923
411618,7669,1,-87.956605,41.970471
411621,7670,1,-87.956273,42.00015
411622,7671,1,-87.956125,42.003089
411623,7672,3,-87.956066,34.752516
411627,7673,1,-87.955184,41.99449
411635,7674,3,-87.954708,43.105382
411642,7675,3,-87.954505,43.031052
411645,7676,1,-87.954198,41.973691
411654,7677,3,-87.953736,34.753947
411688,7678,3,-87.951295,34.751534
411696,7679,3,-87.949937,41.973772
411697,7680,1,-87.949796,41.968772
411699,7681,3,-87.949515,41.973772
411712,7682,3,-87.947908,41.970514
411713,7683,3,-87.947902,41.971971
411714,7684,3,-87.947902,41.972542
411715,7685,3,-87.947899,41.975358
411717,7686,1,-87.9478,41.967839
411746,7687,1,-87.944245,41.986579
411749,7688,3,-87.943653,41.997147
411753,7689,3,-87.942955,41.99716
411761,7690,3,-87.941833,42.004136
411763,7691,3,-87.941774,42.002108
411764,7692,3,-87.941702,41.999285
411777,7693,3,-87.940187,43.028476
411781,7694,3,-87.939304,41.972729
411784,7695,3,-87.939107,41.98913
411798,7696,1,-87.937579,37.901064
411804,7697,1,-87.93662,36.083865
411811,7698,3,-87.933837,41.955784
411814,7699,1,-87.933418,34.814268
411818,7700,3,-87.932956,42.002448
411820,7701,1,-87.93269,33.64842
411860,7702,4,-87.925087,41.897963
411939,7703,3,-87.919099,41.900979
411947,7704,2,-87.917487,42.494246
411950,7705,3,-87.917215,41.897097
411955,7706,3,-87.9162,42.05402
411966,7707,3,-87.91523,41.908094
411971,7708,3,-87.914982,31.491552
412002,7709,3,-87.913729,42.036013
412015,7710,3,-87.912542,46.501037
412021,7711,3,-87.911844,31.489036
412022,7712,3,-87.911753,42.535547
412029,7713,3,-87.910994,42.536228
412039,7714,4,-87.91,31.49366
412042,7715,3,-87.909845,37.940105
412047,7716,3,-87.909603,43.026691
412066,7717,3,-87.909046,42.700709
412069,7718,1,-87.908971,37.943336
412070,7719,3,-87.908955,43.006211
412072,7720,3,-87.90888,43.021741
412080,7721,3,-87.90852,37.940701
412089,7722,3,-87.908131,37.938393
412110,7723,3,-87.9065,37.93889
412123,7724,3,-87.905768,42.698862
412125,7725,3,-87.905707,42.702939
412126,7726,3,-87.905694,42.700625
412128,7727,3,-87.905691,42.700043
412130,7728,3,-87.905605,42.684332
412137,7729,3,-87.904967,42.572118
412144,7730,3,-87.904202,36.054528
412171,7731,3,-87.901047,42.047279
412185,7732,1,-87.89956,46.483514
412190,7733,3,-87.899147,42.277803
412215,7734,3,-87.898371,42.047006
412223,7735,3,-87.898268,42.549975
412224,7736,3,-87.898268,42.550289
412229,7737,2,-87.898186,42.49396
412231,7738,3,-87.898091,42.571855
412238,7739,3,-87.897865,42.547377
412241,7740,3,-87.89783,42.553105
412242,7741,3,-87.897826,42.553734
412244,7742,3,-87.897798,42.558424
412245,7743,1,-87.897767,40.564011
412247,7744,3,-87.897723,42.570916
412250,7745,3,-87.897662,42.581056
412262,7746,3,-87.897065,42.280683
412275,7747,4,-87.896056,42.277098
412277,7748,3,-87.895911,43.005162
412290,7749,3,-87.895255,42.279388
412308,7750,3,-87.89431,42.55627
412312,7751,3,-87.893708,37.109551
412317,7752,3,-87.893223,41.054672
412348,7753,3,-87.889707,41.052571
412356,7754,3,-87.888444,42.982983
412360,7755,3,-87.887966,41.057114
412369,7756,3,-87.886849,42.984887
412405,7757,3,-87.884194,42.98158
412411,7758,3,-87.8833,42.980416
412456,7759,3,-87.878632,42.708548
412463,7760,3,-87.878079,37.941727
412483,7761,1,-87.875794,37.928507
412487,7762,3,-87.875704,41.894802
412503,7763,3,-87.873344,41.894718
412505,7764,3,-87.872853,37.939826
412506,7765,3,-87.872302,41.891338
412512,7766,3,-87.871101,37.942301
412514,7767,3,-87.871041,37.932309
412515,7768,2,-87.871035,37.931915
412537,7769,3,-87.869145,41.897076
412538,7770,3,-87.868964,41.891965
412541,7771,3,-87.868855,41.888399
412544,7772,3,-87.868649,41.127699
412560,7773,3,-87.866467,37.929523
412561,7774,3,-87.866338,41.865437
412570,7775,3,-87.865474,41.936195
412571,7776,4,-87.865397,41.891322
412575,7777,3,-87.864834,37.927006
412580,7778,3,-87.864535,41.821422
412581,7779,3,-87.864406,41.127169
412584,7780,3,-87.864195,41.815723
412623,7781,3,-87.862742,37.929116
412626,7782,3,-87.862563,41.136868
412639,7783,3,-87.861991,41.859369
412641,7784,3,-87.861907,42.25579
412673,7785,3,-87.85948,41.935889
412686,7786,3,-87.858126,41.932329
412692,7787,3,-87.857884,41.93155
412707,7788,3,-87.856147,41.933807
412738,7789,2,-87.853956,38.350906
412770,7790,3,-87.851269,41.76963
412783,7791,4,-87.849906,41.820671
412793,7792,1,-87.848701,34.740788
412811,7793,1,-87.846974,38.350781
412815,7794,3,-87.846737,42.281986
412877,7795,2,-87.83875,37.517778
412892,7796,3,-87.836891,34.727767
412894,7797,4,-87.836612,41.790887
412898,7798,4,-87.836239,41.787428
412900,7799,3,-87.835943,34.727665
412901,7800,3,-87.835788,41.787745
412910,7801,1,-87.834996,37.519951
412920,7802,3,-87.83308,41.791148
412923,7803,3,-87.832652,41.787764
412925,7804,3,-87.832382,32.606285
412926,7805,3,-87.83229,32.605035
412930,7806,1,-87.831881,44.355295
412940,7807,3,-87.831097,32.605724
412953,7808,1,-87.82949,34.726308
412956,7809,3,-87.828994,42.103776
412958,7810,1,-87.828944,45.768263
412964,7811,3,-87.828306,32.515583
412978,7812,3,-87.827683,42.584885
413004,7813,3,-87.82599,42.587155
413005,7814,3,-87.825973,42.583218
413017,7815,4,-87.825309,41.78259
413018,7816,4,-87.825114,41.780396
413019,7817,3,-87.825028,42.379135
413022,7818,3,-87.824638,42.119203
413033,7819,3,-87.822609,41.783129
413035,7820,3,-87.822295,32.512405
413036,7821,3,-87.821865,41.783845
413038,7822,4,-87.821529,41.780367
413043,7823,3,-87.821116,42.382754
413045,7824,3,-87.820942,42.383529
413063,7825,3,-87.818134,32.472709
413067,7826,3,-87.817907,42.45125
413069,7827,1,-87.81677,41.775024
413070,7828,2,-87.816605,42.492781
413079,7829,1,-87.815768,42.384455
413089,7830,3,-87.814503,41.776231
413095,7831,1,-87.812882,42.381248
413103,7832,3,-87.811938,41.774124
413109,7833,3,-87.810176,41.766066
413122,7834,3,-87.808623,39.799048
413135,7835,3,-87.80557,32.300469
413136,7836,3,-87.805475,41.769635
413142,7837,3,-87.804267,41.769232
413144,7838,3,-87.80354,32.299649
413146,7839,1,-87.803372,42.446145
413159,7840,3,-87.801067,41.767197
413161,7841,3,-87.800745,38.394951
413182,7842,3,-87.796389,38.392771
413201,7843,3,-87.793017,37.409062
413205,7844,3,-87.792493,38.399466
413208,7845,3,-87.791546,38.407395
413209,7846,3,-87.79128,38.400143
413224,7847,2,-87.787871,38.367038
413227,7848,2,-87.78669,37.454499
413228,7849,3,-87.786581,40.568087
413229,7850,1,-87.786291,41.762935
413236,7851,3,-87.784506,41.78381
413243,7852,1,-87.781694,32.595562
413249,7853,2,-87.78062,45.67668
413260,7854,3,-87.779239,41.706573
413262,7855,1,-87.779152,37.453391
413292,7856,3,-87.776117,41.706714
413298,7857,1,-87.774939,41.756312
413306,7858,3,-87.772894,38.371463
413309,7859,3,-87.77229,38.409306
413318,7860,3,-87.770368,38.364161
413353,7861,1,-87.763391,43.741555
413367,7862,1,-87.761836,41.864881
413386,7863,3,-87.758333,41.858388
413395,7864,1,-87.756773,41.856676
413420,7865,1,-87.75342,41.455366
413422,7866,2,-87.753113,38.400474
413430,7867,3,-87.752675,43.713235
413437,7868,3,-87.751546,41.84363
413456,7869,3,-87.74864,37.981501
413469,7870,3,-87.746865,41.76556
413470,7871,3,-87.746724,41.962034
413480,7872,1,-87.746072,43.867032
413481,7873,3,-87.746021,41.961637
413485,7874,3,-87.745505,37.978387
413486,7875,3,-87.745372,41.914399
413499,7876,1,-87.744202,43.931117
413508,7877,3,-87.742085,41.795259
413509,7878,3,-87.742021,41.84489
413513,7879,3,-87.741864,37.981359
413515,7880,3,-87.741545,40.775512
413516,7881,4,-87.741508,41.832907
413517,7882,3,-87.741468,38.39508
413519,7883,1,-87.74138,41.915059
413525,7884,1,-87.740983,41.894675
413534,7885,3,-87.740124,41.866555
413539,7886,3,-87.739972,41.860492
413541,7887,3,-87.739902,41.864174
413542,7888,3,-87.739856,41.76864
413554,7889,3,-87.739213,41.836904
413556,7890,3,-87.739188,41.839252
413562,7891,3,-87.738919,41.835604
413563,7892,3,-87.738843,41.834692
413564,7893,3,-87.738843,41.834913
413566,7894,4,-87.738771,41.83063
413568,7895,3,-87.738722,38.390799
413573,7896,3,-87.738533,41.818859
413574,7897,3,-87.738488,41.816783
413580,7898,3,-87.73801,41.798439
413581,7899,3,-87.737926,40.77298
413587,7900,3,-87.737676,41.819923
413589,7901,3,-87.737465,41.845888
413591,7902,3,-87.737219,41.771899
413595,7903,3,-87.736525,41.832983
413596,7904,3,-87.736375,41.818693
413600,7905,3,-87.735942,41.435421
413608,7906,3,-87.735311,41.768541
413629,7907,3,-87.733437,38.39292
413634,7908,3,-87.732972,41.833037
413656,7909,3,-87.730688,40.704037
413658,7910,3,-87.730136,41.887833
413670,7911,3,-87.729199,43.744849
413684,7912,3,-87.72749,37.906485
413685,7913,3,-87.727428,37.907525
413688,7914,3,-87.727378,37.911162
413692,7915,1,-87.726924,39.606167
413693,7916,3,-87.726857,41.452487
413717,7917,1,-87.724907,41.456494
413720,7918,3,-87.724602,41.913635
413731,7919,3,-87.723283,41.459199
413736,7920,3,-87.72291,41.915112
413740,7921,3,-87.721663,41.912706
413741,7922,3,-87.721596,37.91869
413749,7923,2,-87.720926,37.913937
413765,7924,3,-87.718773,41.825909
413778,7925,1,-87.717268,42.012204
413785,7926,4,-87.716131,41.75873
413790,7927,3,-87.715665,41.803407
413812,7928,4,-87.714294,41.82423
413813,7929,3,-87.714283,41.823954
413816,7930,1,-87.71426,43.717999
413822,7931,1,-87.713931,37.904649
413825,7932,4,-87.713815,41.806087
413831,7933,3,-87.713636,41.801209
413832,7934,3,-87.713583,41.757488
413835,7935,3,-87.713403,41.827609
413839,7936,3,-87.712802,41.029111
413842,7937,1,-87.712764,41.817583
413845,7938,3,-87.712446,41.760796
413846,7939,3,-87.712405,41.825966
413847,7940,3,-87.712309,41.756019
413854,7941,3,-87.711776,41.024052
413864,7942,3,-87.709989,41.80418
413865,7943,1,-87.70979,44.53831
413867,7944,3,-87.709612,41.804156
413868,7945,3,-87.709586,41.48447
413891,7946,3,-87.706503,39.611235
413905,7947,3,-87.704517,39.613646
413906,7948,3,-87.704509,39.612899
413920,7949,3,-87.703017,41.497056
413925,7950,3,-87.702201,39.612281
413929,7951,3,-87.701789,41.499298
413930,7952,3,-87.701696,41.494751
413934,7953,3,-87.701371,41.494683
413938,7954,3,-87.70114,41.88829
413949,7955,3,-87.700516,41.497604
413968,7956,3,-87.699873,41.497255
413988,7957,3,-87.698012,41.637995
413989,7958,1,-87.697929,44.166853
413991,7959,3,-87.697713,34.758408
413992,7960,1,-87.69766,39.588695
413996,7961,3,-87.696961,41.88831
414004,7962,3,-87.695174,41.494964
414011,7963,3,-87.692902,41.655636
414021,7964,1,-87.691793,40.128747
414024,7965,3,-87.691615,41.885444
414026,7966,3,-87.691575,41.85611
414031,7967,3,-87.691058,41.866976
414042,7968,3,-87.689939,41.864678
414043,7969,3,-87.689926,41.856429
414056,7970,3,-87.688145,41.858897
414057,7971,3,-87.688107,41.861476
414059,7972,3,-87.688082,41.859517
414060,7973,3,-87.687906,41.851582
414062,7974,3,-87.687851,41.85307
414063,7975,4,-87.687825,41.853769
414066,7976,3,-87.687455,41.651377
414069,7977,3,-87.687365,41.830592
414072,7978,3,-87.687137,41.888461
414075,7979,3,-87.68696,41.888607
414078,7980,3,-87.686596,41.863428
414080,7981,3,-87.686368,41.649463
414081,7982,3,-87.686327,41.650072
414089,7983,3,-87.685609,41.85746
414090,7984,3,-87.685518,41.824389
414092,7985,3,-87.685465,39.799989
414097,7986,3,-87.685341,34.752295
414099,7987,3,-87.685064,41.648648
414102,7988,3,-87.684791,41.648782
414105,7989,3,-87.684637,41.647933
414114,7990,1,-87.683647,41.858282
414119,7991,3,-87.68352,39.798151
414120,7992,3,-87.683464,44.086133
414127,7993,3,-87.68337,44.072681
414132,7994,3,-87.68324,39.7987
414136,7995,3,-87.682752,34.749845
414140,7996,3,-87.682293,34.752255
414142,7997,3,-87.68221,34.74906
414147,7998,3,-87.681835,41.757582
414154,7999,3,-87.680699,39.800028
414165,8000,3,-87.679943,41.81602
414171,8001,3,-87.679656,41.802033
414174,8002,3,-87.679421,41.815155
414193,8003,3,-87.678663,41.762794
414195,8004,3,-87.678618,41.760843
414205,8005,3,-87.677507,41.646934
414215,8006,1,-87.676189,41.655761
414217,8007,3,-87.676005,41.656151
414238,8008,3,-87.67469,41.65725
414247,8009,3,-87.674269,41.645274
414249,8010,3,-87.674198,41.757699
414254,8011,3,-87.673827,41.860366
414258,8012,1,-87.67335,34.76064
414270,8013,3,-87.671973,41.640628
414288,8014,4,-87.670448,41.647719
414292,8015,3,-87.67014,41.639325
414303,8016,3,-87.668902,41.859766
414328,8017,3,-87.66706,41.915295
414349,8018,3,-87.664898,41.839719
414353,8019,3,-87.664077,41.91068
414370,8020,3,-87.662101,41.82089
414372,8021,3,-87.662019,39.932734
414375,8022,1,-87.661196,41.932114
414378,8023,3,-87.66095,34.72028
414388,8024,3,-87.659965,41.757837
414390,8025,3,-87.659847,39.935418
414401,8026,3,-87.658852,41.916294
414404,8027,3,-87.658611,41.757858
414411,8028,1,-87.658093,34.806811
414412,8029,3,-87.657857,34.714193
414419,8030,3,-87.657545,39.932882
414450,8031,1,-87.655495,44.083578
414456,8032,3,-87.655222,41.898636
414458,8033,1,-87.655109,37.81419
414473,8034,2,-87.653793,37.809871
414480,8035,3,-87.653173,41.1688
414498,8036,3,-87.651939,41.860399
414503,8037,3,-87.651126,41.169912
414509,8038,3,-87.650368,41.617789
414518,8039,3,-87.64912,34.715499
414521,8040,1,-87.64895,41.899451
414529,8041,3,-87.648548,41.860553
414538,8042,3,-87.647949,41.727744
414539,8043,3,-87.647925,40.127207
414543,8044,4,-87.647134,41.86046
414553,8045,3,-87.646214,41.732349
414560,8046,3,-87.645686,41.734044
414564,8047,3,-87.645394,41.860594
414567,8048,3,-87.645197,40.126424
414587,8049,4,-87.644095,41.607255
414589,8050,3,-87.64394,40.1292
414592,8051,3,-87.643749,41.729855
414597,8052,1,-87.643446,39.974032
414600,8053,1,-87.643343,41.891522
414606,8054,3,-87.643079,41.613106
414613,8055,3,-87.641799,41.889496
414626,8056,1,-87.640479,41.882755
414638,8057,3,-87.639469,41.755075
414639,8058,3,-87.639468,41.754634
414641,8059,1,-87.639392,46.433999
414644,8060,3,-87.639358,41.764848
414645,8061,3,-87.63933,41.851394
414648,8062,3,-87.639252,41.616228
414649,8063,3,-87.639157,41.860259
414652,8064,4,-87.639043,41.748957
414653,8065,3,-87.63903,41.821778
414655,8066,3,-87.638888,41.610277
414657,8067,3,-87.638626,41.878621
414664,8068,3,-87.638135,41.74711
414686,8069,3,-87.637037,41.859032
414688,8070,3,-87.637018,41.855078
414689,8071,3,-87.637002,41.853781
414695,8072,3,-87.636884,41.850016
414705,8073,3,-87.636557,45.099321
414709,8074,4,-87.636406,41.824855
414711,8075,3,-87.636133,41.819141
414712,8076,3,-87.636114,41.818313
414714,8077,3,-87.636101,41.817725
414732,8078,3,-87.635181,41.494586
414733,8079,3,-87.63511,41.49219
414758,8080,3,-87.633742,41.495948
414759,8081,1,-87.633571,36.393688
414760,8082,3,-87.633468,41.606608
414763,8083,3,-87.63291,41.86083
414764,8084,3,-87.632769,41.606151
414769,8085,1,-87.632471,41.875177
414772,8086,3,-87.632083,41.871537
414773,8087,1,-87.631956,41.875167
414775,8088,3,-87.631828,41.50865
414784,8089,3,-87.631351,41.509652
414790,8090,3,-87.630854,41.859438
414795,8091,2,-87.63008,45.10562
414798,8092,3,-87.629913,41.860518
414802,8093,1,-87.629684,41.655798
414833,8094,3,-87.627174,41.638757
414843,8095,3,-87.625649,41.491234
414860,8096,3,-87.624398,41.500804
414861,8097,3,-87.624376,41.559086
414862,8098,3,-87.624353,41.555713
414865,8099,1,-87.624196,41.547852
414871,8100,1,-87.623122,41.884022
414892,8101,3,-87.622145,41.558293
414898,8102,1,-87.621403,34.769396
414903,8103,4,-87.620642,41.647801
414905,8104,3,-87.620584,41.514533
414910,8105,3,-87.619606,41.500824
414919,8106,3,-87.618515,41.529097
414920,8107,3,-87.61848,41.645744
414924,8108,3,-87.618337,41.657665
414937,8109,3,-87.61758,41.640632
414941,8110,3,-87.616843,41.531633
414942,8111,3,-87.616807,40.13766
414946,8112,3,-87.616053,41.640615
414956,8113,3,-87.615525,40.13962
414965,8114,1,-87.615085,41.563564
414967,8115,3,-87.614957,40.140943
414974,8116,3,-87.614191,41.676309
414978,8117,3,-87.613836,41.641373
414988,8118,3,-87.612692,41.682989
414993,8119,3,-87.612473,41.640695
414997,8120,3,-87.61238,41.684686
414999,8121,4,-87.612335,41.68385
415001,8122,4,-87.612326,41.638221
415002,8123,3,-87.612318,41.638941
415004,8124,3,-87.612292,41.64263
415006,8125,1,-87.612272,38.047346
415008,8126,3,-87.612245,41.684578
