FraNode,MyNode,nDups,Lon,Lat
300535,1,3,-124.20388,43.35779
300539,2,1,-124.197486,43.357039
300542,3,1,-124.18547,43.17077
300545,4,3,-124.180833,43.576216
300549,5,3,-124.168526,43.579137
300597,6,3,-124.037068,43.928053
300598,7,3,-124.033676,43.927221
300599,8,3,-124.033289,43.991399
300600,9,3,-124.02015,43.99899
300604,10,1,-123.944005,44.623507
300613,11,1,-123.917206,46.981637
300629,12,1,-123.882672,47.002171
300630,13,3,-123.882623,46.972741
300638,14,3,-123.861867,44.018597
300641,15,3,-123.859962,44.031342
300645,16,3,-123.857364,46.97151
300686,17,3,-123.83334,46.966878
300696,18,1,-123.821202,46.189863
300733,19,1,-123.800841,45.424906
300736,20,1,-123.774425,46.970328
300740,21,3,-123.763511,46.976627
300741,22,3,-123.76334,46.97881
300745,23,3,-123.75885,46.97675
300785,24,1,-123.55297,45.063111
300886,25,3,-123.403748,47.00781
300893,26,3,-123.39869,47.0068
300898,27,3,-123.396148,47.00877
301030,28,1,-123.316377,44.915422
301083,29,1,-123.283259,47.240726
301110,30,3,-123.268666,44.560943
301112,31,1,-123.268347,44.557008
301113,32,3,-123.268016,44.557649
301125,33,3,-123.266031,44.561475
301129,34,3,-123.258229,44.577183
301131,35,3,-123.254198,44.586056
301134,36,3,-123.25074,44.58464
301154,37,3,-123.213717,44.921753
301155,38,3,-123.213426,44.92114
301159,39,3,-123.211963,44.918089
301160,40,3,-123.210079,44.920045
301192,41,1,-123.203289,44.920706
301218,42,3,-123.200047,45.155669
301220,43,3,-123.199802,45.152502
301225,44,3,-123.197923,45.15189
301253,45,1,-123.187557,45.467842
301324,46,3,-123.166255,44.374713
301468,47,1,-123.134779,46.59042
301480,48,3,-123.132789,44.061855
301551,49,3,-123.125809,44.060338
301589,50,3,-123.121316,44.060289
301599,51,3,-123.119581,44.064034
301602,52,1,-123.11922,44.054294
301628,53,1,-123.110532,44.058605
301629,54,3,-123.109389,45.616455
301654,55,3,-123.108231,44.368286
301686,56,3,-123.103648,45.610318
301696,57,3,-123.102775,45.609059
301697,58,1,-123.102669,45.52221
301725,59,3,-123.09916,47.2085
301739,60,3,-123.098055,47.207189
301752,61,3,-123.096705,44.633584
301758,62,3,-123.096335,44.633711
301765,63,3,-123.095479,44.635843
301771,64,3,-123.092698,44.634967
301774,65,3,-123.091176,44.635471
301780,66,1,-123.086544,47.209623
301793,67,3,-123.075106,44.641145
301899,68,3,-123.044409,44.039932
301916,69,3,-123.034285,44.040159
301917,70,3,-123.03427,44.037185
301971,71,3,-123.01917,44.966317
302041,72,1,-123.007097,46.145364
302049,73,3,-123.005489,44.974891
302094,74,3,-122.993755,45.514728
302105,75,3,-122.991673,45.515969
302110,76,3,-122.991399,45.518035
302111,77,3,-122.9913,45.522362
302114,78,1,-122.991027,45.522457
302124,79,3,-122.989478,45.516477
302132,80,3,-122.988883,44.041028
302156,81,3,-122.985586,45.516065
302246,82,3,-122.97825,42.42898
302275,83,3,-122.973506,46.734206
302276,84,3,-122.97341,46.733444
302290,85,3,-122.971873,46.127985
302295,86,3,-122.97145,46.127489
302296,87,3,-122.971415,46.660992
302302,88,1,-122.970557,44.067633
302338,89,1,-122.964331,46.985153
302346,90,3,-122.96378,42.42088
302349,91,3,-122.963706,42.422181
302435,92,1,-122.956221,46.11712
302462,93,1,-122.954233,46.111328
302474,94,3,-122.951417,46.719913
302477,95,3,-122.951275,46.11456
302481,96,3,-122.951223,46.72764
302503,97,1,-122.948421,46.728418
302511,98,3,-122.947784,46.117253
302553,99,3,-122.93821,46.746787
302584,100,1,-122.932602,46.109393
302650,101,1,-122.919555,46.629046
302733,102,3,-122.909556,46.171846
302738,103,3,-122.908817,46.17554
302749,104,1,-122.907068,46.111338
302759,105,3,-122.90485,44.53554
302768,106,3,-122.904092,46.109656
302770,107,1,-122.903773,47.055783
302771,108,3,-122.903744,46.109456
302806,109,3,-122.897786,46.106233
302830,110,3,-122.89551,47.042128
302861,111,3,-122.889083,46.106364
302951,112,1,-122.870181,46.755375
302991,113,3,-122.865105,45.135408
303036,114,3,-122.856258,45.140382
303060,115,3,-122.853119,42.438808
303061,116,1,-122.853031,42.443497
303062,117,3,-122.8529,45.145261
303066,118,1,-122.852547,42.440629
303076,119,3,-122.848701,46.951763
303105,120,3,-122.838181,46.966882
303114,121,3,-122.837056,46.964431
303124,122,3,-122.835125,46.966534
303135,123,3,-122.832133,46.96947
303172,124,3,-122.821142,45.62877
303197,125,1,-122.807162,44.800553
303206,126,2,-122.800918,45.490938
303221,127,3,-122.796434,45.483328
303291,128,1,-122.785473,38.511347
303323,129,1,-122.78237,47.035206
303338,130,1,-122.780433,45.624439
303372,131,3,-122.778341,45.61708
303374,132,1,-122.778173,45.631825
303429,133,1,-122.77537,45.626177
303431,134,3,-122.775308,45.432665
303441,135,3,-122.775158,45.629683
303443,136,3,-122.77515,45.62171
303444,137,3,-122.775147,45.621318
303468,138,1,-122.774269,45.632854
303498,139,3,-122.772168,45.61653
303508,140,1,-122.771779,45.636546
303534,141,3,-122.769801,45.616255
303560,142,3,-122.768459,45.598014
303563,143,3,-122.768355,45.429124
303573,144,3,-122.767492,45.428283
303587,145,3,-122.766525,45.606354
303599,146,3,-122.765444,45.615579
303632,147,3,-122.76433,45.619469
303646,148,3,-122.762787,45.614826
303666,149,1,-122.759193,45.63855
303667,150,3,-122.759166,45.575268
303674,151,1,-122.757522,49.002123
303690,152,3,-122.756182,45.419649
303722,153,3,-122.752512,45.60603
303730,154,3,-122.751848,45.406354
303742,155,3,-122.750463,45.574247
303769,156,3,-122.747192,45.56498
303784,157,3,-122.744155,47.525706
303815,158,3,-122.741413,45.401802
303843,159,3,-122.739586,45.398649
303869,160,1,-122.739038,48.888272
303922,161,3,-122.734695,45.402244
303975,162,3,-122.729253,45.597982
303985,163,1,-122.728282,48.884398
304000,164,3,-122.726836,48.877738
304007,165,3,-122.726132,45.594294
304016,166,3,-122.725608,45.622137
304043,167,3,-122.723283,47.024345
304047,168,1,-122.723052,45.648136
304132,169,3,-122.715896,45.59394
304135,170,1,-122.715569,45.616269
304139,171,3,-122.715174,45.593754
304191,172,3,-122.712323,45.590535
304194,173,3,-122.712311,45.590264
304196,174,3,-122.712283,45.595431
304197,175,3,-122.712279,45.595739
304229,176,3,-122.711107,45.610668
304231,177,3,-122.711018,45.606758
304245,178,4,-122.710228,45.607409
304254,179,1,-122.709798,47.696265
304259,180,3,-122.709613,48.884499
304281,181,3,-122.70922,45.592271
304284,182,1,-122.709159,48.841604
304302,183,3,-122.708586,45.592072
304311,184,3,-122.708032,45.568047
304333,185,3,-122.706384,45.610573
304404,186,3,-122.701568,45.610231
304425,187,3,-122.6996,45.260147
304508,188,3,-122.692947,47.07377
304518,189,3,-122.692741,45.677945
304525,190,1,-122.692314,45.607422
304539,191,2,-122.691136,45.62473
304598,192,3,-122.687791,45.627856
304653,193,3,-122.686743,45.634024
304747,194,3,-122.685022,45.630576
304801,195,3,-122.681098,45.627358
304831,196,1,-122.676812,46.348235
304871,197,3,-122.668031,45.528059
304873,198,1,-122.667849,45.529347
304876,199,1,-122.666901,44.407958
304881,200,4,-122.665779,45.527465
304885,201,3,-122.664784,45.510782
304888,202,3,-122.663618,45.508892
304897,203,3,-122.661972,48.931323
304906,204,3,-122.659571,45.506579
304927,205,3,-122.654846,48.922723
304947,206,1,-122.648138,48.922042
304973,207,2,-122.64529,42.00483
304983,208,1,-122.645008,45.458613
305065,209,3,-122.636052,45.459051
305079,210,1,-122.633358,41.708578
305103,211,1,-122.626378,47.562278
305121,212,1,-122.606844,46.94242
305156,213,1,-122.584359,45.183004
305172,214,1,-122.570062,48.474385
305303,215,3,-122.525767,41.729303
305341,216,1,-122.50898,48.761441
305403,217,3,-122.494196,47.16174
305408,218,1,-122.493904,44.748682
305463,219,3,-122.48566,48.753058
305489,220,1,-122.479855,38.517058
305532,221,1,-122.455925,47.232781
305543,222,1,-122.44416,48.947776
305588,223,4,-122.43411,47.243181
305611,224,3,-122.428875,47.241692
305619,225,3,-122.42838,47.241794
305777,226,1,-122.417171,37.962587
305792,227,3,-122.416064,47.243117
305804,228,3,-122.415212,47.243165
305810,229,3,-122.414433,47.243247
305816,230,3,-122.413734,47.243361
305851,231,3,-122.411394,47.24344
305875,232,3,-122.409532,47.24096
305879,233,3,-122.409238,47.242648
305903,234,3,-122.407463,47.242026
305910,235,1,-122.407027,47.268636
305918,236,3,-122.406566,47.24173
305935,237,3,-122.405671,47.257317
305946,238,3,-122.405255,47.241237
305950,239,3,-122.405175,47.246096
305952,240,3,-122.405109,47.247588
305954,241,3,-122.405086,47.247997
305956,242,3,-122.405069,47.247063
305958,243,3,-122.405061,47.247287
305960,244,3,-122.40491,47.2483
305961,245,3,-122.404903,47.250961
305963,246,3,-122.404836,47.24108
305973,247,3,-122.404402,47.67939
305981,248,3,-122.404036,47.254587
305998,249,3,-122.402796,47.249564
306011,250,3,-122.402007,47.240204
306049,251,1,-122.400694,47.274685
306051,252,4,-122.400626,47.239929
306060,253,1,-122.399861,47.274118
306061,254,3,-122.399777,47.249402
306095,255,1,-122.397329,47.261602
306128,256,1,-122.395121,37.776658
306190,257,3,-122.391896,47.239534
306232,258,3,-122.390629,45.541376
306235,259,3,-122.390602,47.268299
306279,260,3,-122.389098,47.238714
306293,261,3,-122.388542,47.266903
306294,262,3,-122.388513,47.268249
306361,263,3,-122.385915,47.270164
306734,264,3,-122.37488,47.24777
306824,265,1,-122.372812,45.925184
306993,266,1,-122.368791,47.2695
307118,267,1,-122.363724,47.656724
307136,268,3,-122.362464,37.923194
307140,269,3,-122.362288,37.951884
307146,270,3,-122.361951,37.920539
307148,271,3,-122.361939,37.921585
307159,272,1,-122.361681,47.572147
307166,273,3,-122.361055,47.257885
307169,274,3,-122.360933,47.256129
307179,275,3,-122.360179,37.954402
307180,276,3,-122.360148,37.950448
307184,277,3,-122.36007,41.39905
307185,278,3,-122.359985,37.955941
307200,279,3,-122.359156,41.396476
307202,280,1,-122.358958,47.091121
307205,281,3,-122.358818,47.257911
307211,282,3,-122.358121,47.093875
307227,283,1,-122.357458,41.400311
307239,284,3,-122.355815,47.570539
307297,285,3,-122.35296,47.08942
307354,286,2,-122.34975,47.570788
307360,287,1,-122.349271,47.572536
307361,288,3,-122.349066,47.570792
307387,289,3,-122.346885,47.570832
307407,290,3,-122.34554,37.918335
307413,291,1,-122.345096,47.548386
307427,292,3,-122.344025,47.570835
307437,293,3,-122.343342,47.570795
307464,294,3,-122.340535,47.570834
307484,295,3,-122.339234,47.570828
307515,296,3,-122.33792,37.924627
307527,297,1,-122.33773,47.567754
307555,299,1,-122.337354,48.423679
307557,300,1,-122.337327,47.566558
307591,301,3,-122.3369,47.572749
307592,302,3,-122.3369,47.568841
307593,303,1,-122.336899,47.573188
307594,304,3,-122.336894,48.42862
307595,305,3,-122.336893,47.569371
307599,306,1,-122.336839,47.574629
307602,307,3,-122.336823,47.568381
307610,308,1,-122.33657,47.566993
307624,310,1,-122.336234,47.59222
307628,311,3,-122.336119,37.918334
307675,313,3,-122.333301,37.921142
307729,314,3,-122.331746,47.566163
307779,315,3,-122.330502,37.919082
307824,316,3,-122.328602,48.471617
307838,317,3,-122.328121,48.469693
307855,318,3,-122.327342,37.916591
307897,319,1,-122.324715,47.583223
307968,320,3,-122.320238,37.908312
307969,321,3,-122.319933,37.908046
307974,322,3,-122.319416,47.553137
307986,323,1,-122.317641,41.31685
307988,324,3,-122.317245,37.904716
307995,325,3,-122.315586,41.315164
307996,326,3,-122.315545,47.549417
307999,327,3,-122.314772,47.548875
308010,328,1,-122.311923,37.822994
308171,329,1,-122.301239,37.815038
308230,331,3,-122.2958,37.823216
308254,332,3,-122.294661,37.821239
308272,333,3,-122.293365,37.819654
308273,334,1,-122.293208,37.822315
308282,335,1,-122.292829,37.816797
308304,336,3,-122.292016,37.823824
308327,337,3,-122.291276,37.825724
308333,338,3,-122.291157,37.823285
308340,339,1,-122.291042,37.826591
308371,340,3,-122.289552,47.51737
308376,341,3,-122.289264,47.516646
308387,342,3,-122.288358,37.799272
308400,343,1,-122.287204,37.819515
308406,344,3,-122.28683,47.512425
308410,345,3,-122.28622,47.511488
308414,346,3,-122.285716,47.510727
308416,347,1,-122.285531,37.82666
308543,348,1,-122.273131,46.563179
308565,349,3,-122.270264,47.188232
308588,350,1,-122.267835,48.675587
308600,351,1,-122.26695,49.002389
308601,352,1,-122.266887,49.002389
308604,353,3,-122.266568,48.988969
308607,354,3,-122.266294,48.997619
308714,355,3,-122.257639,38.190275
308776,356,3,-122.252907,38.188679
308794,357,3,-122.252447,47.476434
308803,358,3,-122.252214,47.476652
308831,359,3,-122.250686,38.186435
308841,360,3,-122.250019,38.190486
308890,361,3,-122.246596,47.470569
308912,362,1,-122.245128,38.081302
308926,363,3,-122.243451,47.46753
308995,364,1,-122.240667,47.134366
309058,365,3,-122.23901,47.298006
309121,366,1,-122.23776,47.281247
309214,367,3,-122.232276,47.305218
309216,368,3,-122.23222,47.291661
309217,369,3,-122.232136,47.302592
309220,370,3,-122.231937,47.299076
309221,371,3,-122.231904,47.301251
309223,372,3,-122.231889,47.298257
309302,373,3,-122.227268,47.972029
309306,374,3,-122.226876,47.303528
309397,375,3,-122.220927,37.479194
309404,376,3,-122.219661,37.769628
309407,377,3,-122.21934,37.478324
309487,378,1,-122.212151,37.47372
309498,379,3,-122.210649,37.476445
309503,380,3,-122.210338,48.646238
309528,381,1,-122.207235,47.495848
309540,382,1,-122.205581,37.018896
309552,383,1,-122.203119,37.516243
309565,384,3,-122.19983,47.50352
309582,385,3,-122.196437,47.973562
309613,386,3,-122.193221,39.767191
309620,387,3,-122.192755,47.948255
309633,388,3,-122.191405,48.014033
309647,389,3,-122.18943,48.015203
309653,390,3,-122.18897,48.013315
309674,391,3,-122.186501,47.97786
309787,392,3,-122.180406,37.736737
309820,393,3,-122.176478,48.102402
309858,394,1,-122.166257,47.75506
309860,395,3,-122.16574,47.7552
309875,396,1,-122.160213,37.479834
309913,397,3,-122.145838,38.019929
309942,398,1,-122.139742,38.043575
309978,399,3,-122.135515,40.030575
309988,400,3,-122.134033,38.020351
309993,401,3,-122.131829,38.021617
309998,402,3,-122.131261,38.021985
310007,403,3,-122.128929,38.05145
310039,404,1,-122.12739,48.19277
310069,405,3,-122.124428,38.064728
310133,406,3,-122.11692,38.025532
310158,407,3,-122.112953,47.911038
310179,408,3,-122.104235,38.092478
310191,409,3,-122.098798,47.901571
310223,410,3,-122.092974,47.905721
310244,411,1,-122.087473,37.318354
310252,412,1,-122.081858,37.513493
310302,413,3,-122.065474,38.235125
310345,414,1,-122.051112,37.075771
310352,415,3,-122.047349,38.232627
310371,416,3,-122.043391,38.240131
310446,417,1,-122.039143,38.055518
310460,418,1,-122.038013,38.048413
310477,419,1,-122.036762,38.048174
310483,420,3,-122.036177,37.526788
310484,421,3,-122.035891,37.526649
310488,422,3,-122.035739,38.048177
310515,423,3,-122.034315,38.044318
310527,424,3,-122.033813,38.05101
310530,425,3,-122.033705,38.050644
310531,426,3,-122.033636,38.049264
310532,427,3,-122.033634,38.05081
310535,428,3,-122.033545,38.04926
310536,429,3,-122.033495,38.04976
310537,430,3,-122.033468,38.049956
310540,431,3,-122.033399,38.049789
310549,432,3,-122.033012,38.050912
310551,433,3,-122.032846,38.049918
310552,434,1,-122.032778,38.031739
310556,435,3,-122.032669,38.035765
310570,436,3,-122.031984,37.528199
310572,437,3,-122.031965,37.524792
310574,438,3,-122.031891,38.037289
310591,439,3,-122.031214,38.047962
310600,440,3,-122.030987,38.047644
310606,441,3,-122.030803,38.038416
310613,442,3,-122.030411,38.046861
310615,443,3,-122.030388,38.049781
310628,444,3,-122.029744,38.05616
310636,445,3,-122.029404,38.0508
310640,446,3,-122.02928,38.057086
310642,447,3,-122.02925,38.055591
310644,448,3,-122.029247,38.055848
310647,449,3,-122.029176,38.041585
310649,450,3,-122.029054,38.057802
310656,451,3,-122.028691,38.056808
310658,452,3,-122.028626,38.045909
310664,453,3,-122.028418,38.056962
310673,454,3,-122.027983,38.056252
310681,455,3,-122.027667,36.962293
310682,456,3,-122.02757,36.964899
310685,457,3,-122.02737,38.057553
310686,458,1,-122.02737,38.046302
310696,459,3,-122.026869,38.057315
310717,460,3,-122.025536,38.058525
310722,461,3,-122.025303,36.963092
310752,462,3,-122.022862,38.04682
310755,463,3,-122.022848,38.046943
310756,464,1,-122.022739,38.047601
310765,465,3,-122.022189,38.057339
310779,466,3,-122.021511,38.057353
310783,467,3,-122.021432,38.047342
310799,468,3,-122.021203,38.052292
310803,469,3,-122.021199,38.054999
310808,470,3,-122.021002,38.046943
310815,471,3,-122.020289,38.058078
310822,472,3,-122.018379,38.056682
310860,473,3,-122.011866,38.055539
310862,474,1,-122.011272,38.011086
310864,475,3,-122.011135,38.055443
310870,476,1,-122.01017,39.741408
310880,477,3,-122.006851,38.047373
311017,478,3,-121.972847,37.569487
311029,479,3,-121.970541,37.572465
311034,480,3,-121.970004,37.571468
311035,481,3,-121.969637,37.571684
311036,482,3,-121.969392,37.573392
311040,483,3,-121.968131,37.574441
311041,484,3,-121.967644,37.569935
311057,485,3,-121.961734,38.038083
311066,486,3,-121.957187,38.037369
311080,487,3,-121.94977,38.300666
311161,488,4,-121.939547,37.354915
311213,489,1,-121.933928,38.02998
311225,490,1,-121.932133,37.488205
311238,491,3,-121.926061,38.029738
311246,492,1,-121.922211,37.389248
311285,493,3,-121.914288,37.342221
311289,494,3,-121.912081,37.341236
311299,495,3,-121.909363,37.443328
311303,496,3,-121.908589,37.441824
311324,497,3,-121.904596,37.334477
311344,498,3,-121.903525,37.338025
311362,499,3,-121.902805,37.325635
311430,500,3,-121.896591,37.364152
311462,501,3,-121.891659,38.024793
311470,502,3,-121.891183,38.024782
311471,503,2,-121.891075,42.003321
311489,504,3,-121.88927,38.024459
311533,505,3,-121.878063,37.304556
311548,506,1,-121.876474,38.110451
311552,507,3,-121.875662,37.30164
311553,508,3,-121.875413,37.301271
311563,509,1,-121.873863,37.321479
311598,510,1,-121.869978,38.024029
311661,511,1,-121.863523,37.340692
311728,512,3,-121.85423,38.020272
311829,513,1,-121.82965,42.17092
311861,514,3,-121.812055,43.359869
311863,515,3,-121.811845,43.359643
311869,516,3,-121.809059,43.354695
311919,517,3,-121.779739,43.213594
311943,518,3,-121.7754,42.18405
311953,519,3,-121.77204,42.18784
311955,520,3,-121.77162,42.18426
311962,521,3,-121.770933,42.197848
311966,522,3,-121.770814,42.196195
311999,523,3,-121.765519,38.683975
312010,524,1,-121.764115,38.677614
312021,525,1,-121.75914,38.71667
312055,526,3,-121.746812,36.891196
312093,527,3,-121.740524,38.540416
312095,528,3,-121.740086,37.692884
312109,529,3,-121.738246,38.545481
312120,530,3,-121.734272,38.544454
312197,531,1,-121.698739,37.711136
312206,532,1,-121.694945,43.476447
312346,533,1,-121.596564,45.520367
312351,534,3,-121.592891,39.158858
312354,535,3,-121.592735,39.155168
312355,536,3,-121.592248,39.155686
312366,537,4,-121.588984,39.155565
312369,538,3,-121.587918,39.160264
312385,539,1,-121.581726,38.559364
312395,540,1,-121.57889,39.062033
312423,541,3,-121.568637,37.008977
312439,542,1,-121.565091,37.000873
312453,543,3,-121.56049,39.105725
312459,544,1,-121.55774,37.714537
312527,545,3,-121.544667,36.977049
312554,546,1,-121.528877,38.560526
312557,547,3,-121.527232,38.563602
312579,548,2,-121.519922,41.998036
312588,549,3,-121.517196,38.582933
312596,550,1,-121.51611,45.672628
312601,551,3,-121.514759,38.587632
312604,552,3,-121.513953,45.673835
312605,553,3,-121.513283,45.71043
312608,554,3,-121.51222,45.71022
312609,555,3,-121.511905,45.710009
312640,556,1,-121.502289,38.585087
312651,557,3,-121.498228,38.575436
312652,558,3,-121.498001,38.58011
312655,559,3,-121.496798,38.579674
312656,560,3,-121.496793,38.583662
312657,561,3,-121.496548,38.580262
312658,562,1,-121.496499,38.571828
312660,563,4,-121.496133,38.579777
312661,564,3,-121.494765,38.571361
312663,565,3,-121.494251,38.571664
312664,566,3,-121.494186,38.571206
312680,567,4,-121.486924,38.569252
312692,568,3,-121.484739,38.56788
312710,569,3,-121.478777,38.586152
312720,570,3,-121.475024,38.588274
312722,571,3,-121.473977,38.591819
312741,572,3,-121.470639,39.040395
312743,573,3,-121.47038,38.583905
312753,574,1,-121.46654,38.481672
312788,575,3,-121.4534,38.582583
312791,576,3,-121.450497,38.587161
312796,577,3,-121.445298,38.582046
312808,578,3,-121.427788,37.732896
312823,579,3,-121.421918,38.55132
312831,580,3,-121.419892,37.735937
312832,581,1,-121.419723,38.650753
312840,582,1,-121.418123,39.112519
312841,583,1,-121.418089,39.110693
312843,584,3,-121.417968,39.110594
312844,585,1,-121.417923,39.112146
312845,586,3,-121.417832,39.103288
312850,587,2,-121.417778,41.99715
312884,588,3,-121.413522,37.734246
312892,589,1,-121.410354,37.739477
312903,590,3,-121.408742,38.635495
312915,591,3,-121.408285,38.526899
312972,592,1,-121.40314,38.646799
312988,593,3,-121.40118,38.643084
313000,594,3,-121.400192,38.644177
313007,595,3,-121.399671,38.64465
313022,596,3,-121.39798,38.645991
313024,597,1,-121.397744,38.646214
313029,598,1,-121.397051,36.848478
313113,599,4,-121.381572,37.71604
313117,600,1,-121.381073,38.645363
313142,601,1,-121.367989,37.961531
313143,602,3,-121.367942,37.956308
313170,603,1,-121.356986,38.494675
313204,604,3,-121.345439,37.948834
313272,605,3,-121.325785,37.948639
313296,606,3,-121.323893,37.948599
313301,607,3,-121.322894,37.948542
313307,608,3,-121.322244,37.948848
313324,609,3,-121.320849,37.947218
313343,610,3,-121.319804,37.948799
313351,611,1,-121.318946,37.949395
313370,612,1,-121.316467,37.948957
313390,613,1,-121.315224,37.948822
313485,614,3,-121.305369,38.249338
313491,615,3,-121.304923,38.737265
313497,616,3,-121.304186,37.942002
313499,617,1,-121.303558,38.152584
313556,618,3,-121.296308,37.943281
313657,619,3,-121.28581,38.754917
313662,620,3,-121.285035,38.750277
313664,621,3,-121.28478,38.750456
313670,622,3,-121.282557,37.97119
313685,623,3,-121.280747,38.753017
313691,624,3,-121.280261,37.962688
313709,625,3,-121.27739,37.946496
313714,626,3,-121.276788,37.949973
313721,627,3,-121.275523,37.945311
313723,628,3,-121.275241,37.944273
313729,629,3,-121.275045,37.815457
313735,630,3,-121.274936,37.826005
313746,631,3,-121.274289,37.912118
313757,632,3,-121.273915,37.947077
313763,633,3,-121.273728,37.907344
313773,634,1,-121.273456,37.907036
313795,635,3,-121.273128,37.940948
313815,636,3,-121.272946,37.905775
313829,637,3,-121.272818,37.947262
313885,638,3,-121.271395,38.136223
313886,639,3,-121.271337,37.901406
313902,640,3,-121.269484,37.82268
313911,641,3,-121.268621,37.966616
313919,642,3,-121.268137,37.968874
313974,643,3,-121.265425,37.948905
313985,644,3,-121.264574,37.822115
314028,645,3,-121.262763,37.824666
314034,646,3,-121.262514,37.820164
314039,647,3,-121.26236,37.951268
314069,648,3,-121.259702,37.950351
314089,649,1,-121.256688,38.130713
314092,650,3,-121.256455,37.818586
314223,651,1,-121.243162,38.17271
314226,652,3,-121.24304,38.128479
314256,653,3,-121.239559,38.788516
314323,654,3,-121.210323,38.630998
314366,655,1,-121.18259,38.66823
314420,656,3,-121.165147,44.314223
314427,657,3,-121.164525,44.311874
314435,658,3,-121.162915,44.313509
314472,659,3,-121.13255,38.875728
314474,660,3,-121.131655,38.875728
314519,661,1,-121.095816,38.02109
314570,662,3,-121.04437,38.943361
314571,663,3,-121.043542,38.943808
314589,664,3,-121.017863,45.659246
314602,665,3,-121.00827,45.65951
314615,666,1,-121.003663,37.700766
314620,667,3,-121.000475,37.638077
314639,668,3,-120.995097,37.632205
314641,669,3,-120.994561,37.630633
314647,670,3,-120.990118,45.654997
314656,671,3,-120.988574,45.645015
314666,672,3,-120.985858,37.616374
314700,673,3,-120.982447,45.650999
314702,674,1,-120.982078,38.371308
314707,675,2,-120.981612,45.648739
314730,676,3,-120.97844,45.643755
314733,677,3,-120.975779,45.654443
314744,678,3,-120.969086,39.074875
314773,679,3,-120.959928,40.016063
314776,680,3,-120.959194,40.020246
314798,681,3,-120.956152,37.491021
314809,682,3,-120.954813,40.018554
314849,683,3,-120.951005,37.637988
314869,684,3,-120.949739,37.636636
314885,685,3,-120.947827,37.63798
314923,686,3,-120.939673,37.734879
314939,687,3,-120.936362,39.113756
314957,688,3,-120.933939,37.63797
314964,689,3,-120.932337,37.636772
314981,690,3,-120.9312,37.62764
314983,691,3,-120.930915,37.637981
314986,692,3,-120.930688,39.11664
315041,693,1,-120.921014,37.463969
315144,694,1,-120.906696,39.937519
315145,695,3,-120.906655,37.63809
315171,696,3,-120.903657,37.637948
315175,697,3,-120.90327,37.636393
315176,698,3,-120.903228,37.637012
315202,699,3,-120.899028,39.964219
315249,700,1,-120.85303,37.065208
315252,701,1,-120.850191,37.772388
315268,702,3,-120.84529,37.765018
315277,703,1,-120.844224,37.754813
315279,704,1,-120.843855,37.491574
315301,705,3,-120.84011,37.761696
315322,706,1,-120.827191,44.301737
315379,707,1,-120.749599,46.382241
315500,708,3,-120.613574,34.749486
315506,709,3,-120.611951,34.752671
315510,710,3,-120.610394,34.750666
315532,711,1,-120.604757,34.683517
315535,712,3,-120.603683,34.685677
315542,713,3,-120.601159,34.690006
315543,714,3,-120.600848,34.690583
315546,715,3,-120.59924,34.687518
315571,716,3,-120.57361,34.956421
315635,717,1,-120.549415,36.911791
315639,718,1,-120.548182,46.616311
315649,719,3,-120.544886,41.476613
315651,720,3,-120.544219,39.30173
315657,721,1,-120.537123,41.329702
315669,722,3,-120.5353,41.47479
315670,723,3,-120.53523,41.47844
315673,724,3,-120.534209,34.927357
315677,725,3,-120.532194,39.299645
315687,726,1,-120.529845,34.731856
315722,727,3,-120.518225,46.616022
315729,728,1,-120.515731,46.617531
315734,729,1,-120.514957,34.917643
315761,730,3,-120.510801,46.607465
315763,731,3,-120.510626,46.607105
316004,732,1,-120.454427,34.600456
316018,733,3,-120.447151,34.946031
316020,734,3,-120.446086,34.643726
316022,735,1,-120.445274,34.91172
316025,736,3,-120.444843,34.944035
316028,737,3,-120.443597,34.945997
316031,738,1,-120.44038,34.64366
316050,739,1,-120.431796,34.945869
316091,740,1,-120.389304,46.556954
316105,741,3,-120.376372,39.812954
316119,742,1,-120.357573,42.20743
316133,743,3,-120.352267,46.405014
316135,744,3,-120.34969,46.403256
316143,745,3,-120.333025,47.454381
316151,746,2,-120.326491,41.993155
316163,747,1,-120.31885,37.96432
316205,748,3,-120.303883,46.373039
316236,749,1,-120.272289,45.610322
316243,750,3,-120.256124,36.72118
316247,751,1,-120.254033,46.397427
316273,752,1,-120.23295,40.34836
316274,753,1,-120.230714,39.662055
316300,754,3,-120.198547,45.725811
316349,755,1,-120.16581,40.22076
316354,756,1,-120.15459,36.183624
316365,757,3,-120.14073,40.22044
316368,758,3,-120.13838,40.2188
316369,759,3,-120.137907,40.187112
316371,760,3,-120.13697,40.22039
316372,761,3,-120.136677,40.16227
316381,762,3,-120.128839,40.139546
316393,763,3,-120.120796,40.220208
316394,764,3,-120.120136,40.164719
316395,765,3,-120.120076,40.167696
316396,766,3,-120.118967,40.218516
316397,767,3,-120.11891,40.22134
316402,768,3,-120.118111,40.166142
316406,769,3,-120.116558,40.271518
316408,770,3,-120.11483,40.27025
316456,771,1,-120.102037,36.932636
316463,772,3,-120.097785,40.145784
316469,773,3,-120.095792,40.262437
316471,774,3,-120.095731,40.147128
316476,775,3,-120.094643,40.14545
316478,776,3,-120.093842,40.145204
316500,777,3,-120.06566,36.967177
316533,778,3,-120.025207,46.327578
316561,779,1,-120.013813,46.28358
316571,780,1,-120.00721,39.6777
