yNum,Yard,nLinks,State,OneNode,Lon,Lat,include
750,WEST CHICAGO,6,IL,409290,-88.244495,41.882946,TRUE
751,WEST COLTON YARD,3,CA,325052,-117.354703,34.066345,TRUE
752,WEST DAVENPORT,1,IA,391434,-90.823546,41.458769,TRUE
753,WEST QUINCY,1,MO,388813,-91.46069,39.891011,TRUE
754,West Sitcum Terminal,3,WA,305935,-122.405671,47.250961,TRUE
755,West Terminal,1,FL,426546,-85.729662,30.182828,TRUE
756,WEST YARD,1,KS,374421,-94.632146,39.090826,TRUE
757,WEST YARD - OGDEN,2,UT,333209,-111.987035,41.229289,TRUE
758,WESTERN AVE,1,IL,414089,-87.685609,41.85746,TRUE
759,WIGGINS #2,1,IL,395940,-90.164581,38.662558,TRUE
760,WILLARD,3,OH,443400,-82.729608,41.060258,TRUE
761,WILLIAMSON,2,WV,446099,-82.275802,37.628021,TRUE
762,"Wilmington, CA - TraPac Intermodal Container Transfer Facility",3,CA,320790,-118.277919,33.72642,TRUE
763,WILSMERE,1,DE,482450,-75.620214,39.730191,TRUE
764,"Winter Haven, FL - Central Florida Intermodal Logistics Center (CFILC)",3,FL,450129,-81.646247,27.88596,TRUE
765,"Worcester, MA",3,MA,493459,-71.811839,42.247836,TRUE
766,WYLIE,1,TX,363320,-96.547026,33.010173,TRUE
767,"Wylie, TX",2,TX,361823,-96.748611,32.915895,TRUE
768,YARD CENTER,1,IL,415013,-87.612197,41.597202,TRUE
769,YEOMAN,2,FL,445641,-82.384023,27.955503,TRUE
770,YOLO PORT YARD,1,CA,312385,-121.581726,38.559364,TRUE
771,YSIDRO YARD,1,CA,326094,-117.098431,32.637383,TRUE
772,YUMA YARD,1,AZ,329180,-114.615434,32.725979,TRUE
773,Yusen Terminals (Berths 212-225),2,CA,321043,-118.249181,33.756278,TRUE
