,energy_system_scenario,oil_prices,renewables_prices,hydrogen_subsidies,region,year,energy_price,technology,energy_price_unit,upstream_CO2_emission_factor,CO2_emission_factor_unit
10669,100% CO2 reduction by 2050,Mid,Conservative,No,north_central,2050,0.056360865,Battery,$/kWh,0.0,kg of CO2/kWh of electricity
10670,Reference/business as usual,Mid,Conservative,No,north_central,2050,0.072424325,Battery,$/kWh,0.2474,kg of CO2/kWh of electricity
10671,50% CO2 reduction by 2050,Mid,Conservative,Yes,north_central,2050,0.065766039,Battery,$/kWh,0.0365,kg of CO2/kWh of electricity
10672,100% CO2 reduction by 2050,Mid,Conservative,Yes,north_central,2050,0.056960919,Battery,$/kWh,0.0006,kg of CO2/kWh of electricity
10673,Reference/business as usual,Mid,Conservative,Yes,north_central,2050,0.073536203,Battery,$/kWh,0.2644,kg of CO2/kWh of electricity
10674,50% CO2 reduction by 2050,High,Moderate,No,north_central,2050,0.062265684,Battery,$/kWh,0.0,kg of CO2/kWh of electricity
10675,100% CO2 reduction by 2050,High,Moderate,No,north_central,2050,0.057993024,Battery,$/kWh,0.0,kg of CO2/kWh of electricity
10676,Reference/business as usual,High,Moderate,No,north_central,2050,0.082308446,Battery,$/kWh,0.173,kg of CO2/kWh of electricity
10677,50% CO2 reduction by 2050,High,Moderate,Yes,north_central,2050,0.066977446,Battery,$/kWh,0.0328,kg of CO2/kWh of electricity
10678,100% CO2 reduction by 2050,High,Moderate,Yes,north_central,2050,0.056669741,Battery,$/kWh,0.0,kg of CO2/kWh of electricity
10679,Reference/business as usual,High,Moderate,Yes,north_central,2050,0.09341448,Battery,$/kWh,0.1925,kg of CO2/kWh of electricity
10680,50% CO2 reduction by 2050,Low,Moderate,No,north_central,2050,0.071992049,Battery,$/kWh,0.0,kg of CO2/kWh of electricity
10681,100% CO2 reduction by 2050,Low,Moderate,No,north_central,2050,0.054987599,Battery,$/kWh,0.0,kg of CO2/kWh of electricity
10682,Reference/business as usual,Low,Moderate,No,north_central,2050,0.072242539,Battery,$/kWh,0.185,kg of CO2/kWh of electricity
10683,50% CO2 reduction by 2050,Low,Moderate,Yes,north_central,2050,0.102487962,Battery,$/kWh,0.0,kg of CO2/kWh of electricity
10684,100% CO2 reduction by 2050,Low,Moderate,Yes,north_central,2050,0.054987599,Battery,$/kWh,0.0,kg of CO2/kWh of electricity
10685,Reference/business as usual,Low,Moderate,Yes,north_central,2050,0.072123467,Battery,$/kWh,0.2109,kg of CO2/kWh of electricity
10686,50% CO2 reduction by 2050,Mid,Moderate,No,north_central,2050,0.074486652,Battery,$/kWh,0.0,kg of CO2/kWh of electricity
10687,100% CO2 reduction by 2050,Mid,Moderate,No,north_central,2050,0.054987599,Battery,$/kWh,0.0,kg of CO2/kWh of electricity
10688,Reference/business as usual,Mid,Moderate,No,north_central,2050,0.074552356,Battery,$/kWh,0.1823,kg of CO2/kWh of electricity
10689,50% CO2 reduction by 2050,Mid,Moderate,Yes,north_central,2050,0.065377344,Battery,$/kWh,0.0051,kg of CO2/kWh of electricity
10690,100% CO2 reduction by 2050,Mid,Moderate,Yes,north_central,2050,0.056134403,Battery,$/kWh,0.0,kg of CO2/kWh of electricity
10691,Reference/business as usual,Mid,Moderate,Yes,north_central,2050,0.10428141,Battery,$/kWh,0.2094,kg of CO2/kWh of electricity
10692,50% CO2 reduction by 2050,High,Advanced,No,south_east,2025,0.061856578,Battery,$/kWh,0.3066,kg of CO2/kWh of electricity
10693,100% CO2 reduction by 2050,High,Advanced,No,south_east,2025,0.081020667,Battery,$/kWh,0.2439,kg of CO2/kWh of electricity
10694,Reference/business as usual,High,Advanced,No,south_east,2025,0.081020667,Battery,$/kWh,0.3056,kg of CO2/kWh of electricity
10695,50% CO2 reduction by 2050,High,Advanced,Yes,south_east,2025,0.071043373,Battery,$/kWh,0.2428,kg of CO2/kWh of electricity
10696,100% CO2 reduction by 2050,High,Advanced,Yes,south_east,2025,0.071404234,Battery,$/kWh,0.2454,kg of CO2/kWh of electricity
10697,Reference/business as usual,High,Advanced,Yes,south_east,2025,0.071456743,Battery,$/kWh,0.2652,kg of CO2/kWh of electricity
10698,50% CO2 reduction by 2050,Low,Advanced,No,south_east,2025,0.08571061,Battery,$/kWh,0.3098,kg of CO2/kWh of electricity
10699,100% CO2 reduction by 2050,Low,Advanced,No,south_east,2025,0.068938614,Battery,$/kWh,0.2252,kg of CO2/kWh of electricity
10700,Reference/business as usual,Low,Advanced,No,south_east,2025,0.064611398,Battery,$/kWh,0.3097,kg of CO2/kWh of electricity
10701,50% CO2 reduction by 2050,Low,Advanced,Yes,south_east,2025,0.064867085,Battery,$/kWh,0.2661,kg of CO2/kWh of electricity
10702,100% CO2 reduction by 2050,Low,Advanced,Yes,south_east,2025,0.069333669,Battery,$/kWh,0.2394,kg of CO2/kWh of electricity
10703,Reference/business as usual,Low,Advanced,Yes,south_east,2025,0.07366079,Battery,$/kWh,0.2655,kg of CO2/kWh of electricity
10704,50% CO2 reduction by 2050,Mid,Advanced,No,south_east,2025,0.063035878,Battery,$/kWh,0.3054,kg of CO2/kWh of electricity
10705,100% CO2 reduction by 2050,Mid,Advanced,No,south_east,2025,0.066303217,Battery,$/kWh,0.2388,kg of CO2/kWh of electricity
10706,Reference/business as usual,Mid,Advanced,No,south_east,2025,0.063035878,Battery,$/kWh,0.3083,kg of CO2/kWh of electricity
10707,50% CO2 reduction by 2050,Mid,Advanced,Yes,south_east,2025,0.069933972,Battery,$/kWh,0.2593,kg of CO2/kWh of electricity
10708,100% CO2 reduction by 2050,Mid,Advanced,Yes,south_east,2025,0.070821144,Battery,$/kWh,0.2422,kg of CO2/kWh of electricity
10709,Reference/business as usual,Mid,Advanced,Yes,south_east,2025,0.07210735,Battery,$/kWh,0.2712,kg of CO2/kWh of electricity
10710,50% CO2 reduction by 2050,High,Conservative,No,south_east,2025,0.081020667,Battery,$/kWh,0.3063,kg of CO2/kWh of electricity
10711,100% CO2 reduction by 2050,High,Conservative,No,south_east,2025,0.061856578,Battery,$/kWh,0.2428,kg of CO2/kWh of electricity
10712,Reference/business as usual,High,Conservative,No,south_east,2025,0.061856578,Battery,$/kWh,0.305,kg of CO2/kWh of electricity
10713,50% CO2 reduction by 2050,High,Conservative,Yes,south_east,2025,0.081020667,Battery,$/kWh,0.2423,kg of CO2/kWh of electricity
10714,100% CO2 reduction by 2050,High,Conservative,Yes,south_east,2025,0.071113512,Battery,$/kWh,0.2406,kg of CO2/kWh of electricity
10715,Reference/business as usual,High,Conservative,Yes,south_east,2025,0.07095097,Battery,$/kWh,0.2677,kg of CO2/kWh of electricity
10716,50% CO2 reduction by 2050,Low,Conservative,No,south_east,2025,0.064611398,Battery,$/kWh,0.303,kg of CO2/kWh of electricity
10717,100% CO2 reduction by 2050,Low,Conservative,No,south_east,2025,0.071756544,Battery,$/kWh,0.1948,kg of CO2/kWh of electricity
10718,Reference/business as usual,Low,Conservative,No,south_east,2025,0.064611398,Battery,$/kWh,0.3156,kg of CO2/kWh of electricity
10719,50% CO2 reduction by 2050,Low,Conservative,Yes,south_east,2025,0.08571061,Battery,$/kWh,0.2486,kg of CO2/kWh of electricity
10720,100% CO2 reduction by 2050,Low,Conservative,Yes,south_east,2025,0.08571061,Battery,$/kWh,0.2144,kg of CO2/kWh of electricity
10721,Reference/business as usual,Low,Conservative,Yes,south_east,2025,0.067798371,Battery,$/kWh,0.2567,kg of CO2/kWh of electricity
10722,50% CO2 reduction by 2050,Mid,Conservative,No,south_east,2025,0.063035878,Battery,$/kWh,0.3092,kg of CO2/kWh of electricity
10723,100% CO2 reduction by 2050,Mid,Conservative,No,south_east,2025,0.063446271,Battery,$/kWh,0.2115,kg of CO2/kWh of electricity
10724,Reference/business as usual,Mid,Conservative,No,south_east,2025,0.063035878,Battery,$/kWh,0.3137,kg of CO2/kWh of electricity
10725,50% CO2 reduction by 2050,Mid,Conservative,Yes,south_east,2025,0.064699415,Battery,$/kWh,0.265,kg of CO2/kWh of electricity
10726,100% CO2 reduction by 2050,Mid,Conservative,Yes,south_east,2025,0.070680167,Battery,$/kWh,0.2294,kg of CO2/kWh of electricity
10727,Reference/business as usual,Mid,Conservative,Yes,south_east,2025,0.070303882,Battery,$/kWh,0.2631,kg of CO2/kWh of electricity
10728,50% CO2 reduction by 2050,High,Moderate,No,south_east,2025,0.061856578,Battery,$/kWh,0.3066,kg of CO2/kWh of electricity
10729,100% CO2 reduction by 2050,High,Moderate,No,south_east,2025,0.068647669,Battery,$/kWh,0.2434,kg of CO2/kWh of electricity
10730,Reference/business as usual,High,Moderate,No,south_east,2025,0.070537914,Battery,$/kWh,0.3048,kg of CO2/kWh of electricity
10731,50% CO2 reduction by 2050,High,Moderate,Yes,south_east,2025,0.070920846,Battery,$/kWh,0.2422,kg of CO2/kWh of electricity
10732,100% CO2 reduction by 2050,High,Moderate,Yes,south_east,2025,0.072278163,Battery,$/kWh,0.245,kg of CO2/kWh of electricity
10733,Reference/business as usual,High,Moderate,Yes,south_east,2025,0.081020667,Battery,$/kWh,0.262,kg of CO2/kWh of electricity
10734,50% CO2 reduction by 2050,Low,Moderate,No,south_east,2025,0.064918101,Battery,$/kWh,0.3044,kg of CO2/kWh of electricity
10735,100% CO2 reduction by 2050,Low,Moderate,No,south_east,2025,0.069324923,Battery,$/kWh,0.2151,kg of CO2/kWh of electricity
10736,Reference/business as usual,Low,Moderate,No,south_east,2025,0.064611398,Battery,$/kWh,0.3156,kg of CO2/kWh of electricity
10737,50% CO2 reduction by 2050,Low,Moderate,Yes,south_east,2025,0.08571061,Battery,$/kWh,0.2482,kg of CO2/kWh of electricity
10738,100% CO2 reduction by 2050,Low,Moderate,Yes,south_east,2025,0.067042679,Battery,$/kWh,0.2324,kg of CO2/kWh of electricity
10739,Reference/business as usual,Low,Moderate,Yes,south_east,2025,0.068018538,Battery,$/kWh,0.2582,kg of CO2/kWh of electricity
10740,50% CO2 reduction by 2050,Mid,Moderate,No,south_east,2025,0.063416565,Battery,$/kWh,0.3054,kg of CO2/kWh of electricity
10741,100% CO2 reduction by 2050,Mid,Moderate,No,south_east,2025,0.063269779,Battery,$/kWh,0.233,kg of CO2/kWh of electricity
10742,Reference/business as usual,Mid,Moderate,No,south_east,2025,0.063035878,Battery,$/kWh,0.3086,kg of CO2/kWh of electricity
10743,50% CO2 reduction by 2050,Mid,Moderate,Yes,south_east,2025,0.069938344,Battery,$/kWh,0.2655,kg of CO2/kWh of electricity
10744,100% CO2 reduction by 2050,Mid,Moderate,Yes,south_east,2025,0.070855693,Battery,$/kWh,0.2324,kg of CO2/kWh of electricity
10745,Reference/business as usual,Mid,Moderate,Yes,south_east,2025,0.083028367,Battery,$/kWh,0.261,kg of CO2/kWh of electricity
10746,50% CO2 reduction by 2050,High,Advanced,No,south_east,2030,0.067044548,Battery,$/kWh,0.231,kg of CO2/kWh of electricity
10747,100% CO2 reduction by 2050,High,Advanced,No,south_east,2030,0.089636114,Battery,$/kWh,0.2099,kg of CO2/kWh of electricity
10748,Reference/business as usual,High,Advanced,No,south_east,2030,0.089636114,Battery,$/kWh,0.2316,kg of CO2/kWh of electricity
10749,50% CO2 reduction by 2050,High,Advanced,Yes,south_east,2030,0.0730232,Battery,$/kWh,0.1877,kg of CO2/kWh of electricity
10750,100% CO2 reduction by 2050,High,Advanced,Yes,south_east,2030,0.073874567,Battery,$/kWh,0.1746,kg of CO2/kWh of electricity
10751,Reference/business as usual,High,Advanced,Yes,south_east,2030,0.073207166,Battery,$/kWh,0.2289,kg of CO2/kWh of electricity
10752,50% CO2 reduction by 2050,Low,Advanced,No,south_east,2030,0.089331562,Battery,$/kWh,0.2329,kg of CO2/kWh of electricity
10753,100% CO2 reduction by 2050,Low,Advanced,No,south_east,2030,0.06994257,Battery,$/kWh,0.0913,kg of CO2/kWh of electricity
10754,Reference/business as usual,Low,Advanced,No,south_east,2030,0.066783627,Battery,$/kWh,0.2327,kg of CO2/kWh of electricity
10755,50% CO2 reduction by 2050,Low,Advanced,Yes,south_east,2030,0.069032674,Battery,$/kWh,0.2199,kg of CO2/kWh of electricity
10756,100% CO2 reduction by 2050,Low,Advanced,Yes,south_east,2030,0.071030677,Battery,$/kWh,0.1945,kg of CO2/kWh of electricity
10757,Reference/business as usual,Low,Advanced,Yes,south_east,2030,0.071464927,Battery,$/kWh,0.2057,kg of CO2/kWh of electricity
10758,50% CO2 reduction by 2050,Mid,Advanced,No,south_east,2030,0.067050055,Battery,$/kWh,0.2316,kg of CO2/kWh of electricity
10759,100% CO2 reduction by 2050,Mid,Advanced,No,south_east,2030,0.069688322,Battery,$/kWh,0.1223,kg of CO2/kWh of electricity
10760,Reference/business as usual,Mid,Advanced,No,south_east,2030,0.067049778,Battery,$/kWh,0.2318,kg of CO2/kWh of electricity
10761,50% CO2 reduction by 2050,Mid,Advanced,Yes,south_east,2030,0.071998163,Battery,$/kWh,0.1892,kg of CO2/kWh of electricity
10762,100% CO2 reduction by 2050,Mid,Advanced,Yes,south_east,2030,0.07919073,Battery,$/kWh,0.174,kg of CO2/kWh of electricity
10763,Reference/business as usual,Mid,Advanced,Yes,south_east,2030,0.072471326,Battery,$/kWh,0.1959,kg of CO2/kWh of electricity
10764,50% CO2 reduction by 2050,High,Conservative,No,south_east,2030,0.089636114,Battery,$/kWh,0.3013,kg of CO2/kWh of electricity
10765,100% CO2 reduction by 2050,High,Conservative,No,south_east,2030,0.067945205,Battery,$/kWh,0.2714,kg of CO2/kWh of electricity
10766,Reference/business as usual,High,Conservative,No,south_east,2030,0.067945205,Battery,$/kWh,0.3019,kg of CO2/kWh of electricity
10767,50% CO2 reduction by 2050,High,Conservative,Yes,south_east,2030,0.089636114,Battery,$/kWh,0.2738,kg of CO2/kWh of electricity
10768,100% CO2 reduction by 2050,High,Conservative,Yes,south_east,2030,0.073008033,Battery,$/kWh,0.2179,kg of CO2/kWh of electricity
10769,Reference/business as usual,High,Conservative,Yes,south_east,2030,0.073176496,Battery,$/kWh,0.2748,kg of CO2/kWh of electricity
10770,50% CO2 reduction by 2050,Low,Conservative,No,south_east,2030,0.067766315,Battery,$/kWh,0.294,kg of CO2/kWh of electricity
10771,100% CO2 reduction by 2050,Low,Conservative,No,south_east,2030,0.080026812,Battery,$/kWh,0.0638,kg of CO2/kWh of electricity
10772,Reference/business as usual,Low,Conservative,No,south_east,2030,0.067766315,Battery,$/kWh,0.294,kg of CO2/kWh of electricity
10773,50% CO2 reduction by 2050,Low,Conservative,Yes,south_east,2030,0.089331562,Battery,$/kWh,0.2691,kg of CO2/kWh of electricity
10774,100% CO2 reduction by 2050,Low,Conservative,Yes,south_east,2030,0.089331562,Battery,$/kWh,0.2505,kg of CO2/kWh of electricity
10775,Reference/business as usual,Low,Conservative,Yes,south_east,2030,0.067766315,Battery,$/kWh,0.252,kg of CO2/kWh of electricity
10776,50% CO2 reduction by 2050,Mid,Conservative,No,south_east,2030,0.068022046,Battery,$/kWh,0.2943,kg of CO2/kWh of electricity
10777,100% CO2 reduction by 2050,Mid,Conservative,No,south_east,2030,0.069915627,Battery,$/kWh,0.1078,kg of CO2/kWh of electricity
10778,Reference/business as usual,Mid,Conservative,No,south_east,2030,0.068022046,Battery,$/kWh,0.2941,kg of CO2/kWh of electricity
10779,50% CO2 reduction by 2050,Mid,Conservative,Yes,south_east,2030,0.069461007,Battery,$/kWh,0.2853,kg of CO2/kWh of electricity
10780,100% CO2 reduction by 2050,Mid,Conservative,Yes,south_east,2030,0.073095374,Battery,$/kWh,0.2216,kg of CO2/kWh of electricity
10781,Reference/business as usual,Mid,Conservative,Yes,south_east,2030,0.070262612,Battery,$/kWh,0.278,kg of CO2/kWh of electricity
10782,50% CO2 reduction by 2050,High,Moderate,No,south_east,2030,0.067081801,Battery,$/kWh,0.2508,kg of CO2/kWh of electricity
10783,100% CO2 reduction by 2050,High,Moderate,No,south_east,2030,0.07936602,Battery,$/kWh,0.2241,kg of CO2/kWh of electricity
10784,Reference/business as usual,High,Moderate,No,south_east,2030,0.07213877,Battery,$/kWh,0.2515,kg of CO2/kWh of electricity
10785,50% CO2 reduction by 2050,High,Moderate,Yes,south_east,2030,0.072599822,Battery,$/kWh,0.2333,kg of CO2/kWh of electricity
10786,100% CO2 reduction by 2050,High,Moderate,Yes,south_east,2030,0.080114494,Battery,$/kWh,0.1862,kg of CO2/kWh of electricity
10787,Reference/business as usual,High,Moderate,Yes,south_east,2030,0.089636114,Battery,$/kWh,0.2492,kg of CO2/kWh of electricity
10788,50% CO2 reduction by 2050,Low,Moderate,No,south_east,2030,0.069320734,Battery,$/kWh,0.2498,kg of CO2/kWh of electricity
10789,100% CO2 reduction by 2050,Low,Moderate,No,south_east,2030,0.068724267,Battery,$/kWh,0.0708,kg of CO2/kWh of electricity
10790,Reference/business as usual,Low,Moderate,No,south_east,2030,0.066834606,Battery,$/kWh,0.2493,kg of CO2/kWh of electricity
10791,50% CO2 reduction by 2050,Low,Moderate,Yes,south_east,2030,0.089331562,Battery,$/kWh,0.2223,kg of CO2/kWh of electricity
10792,100% CO2 reduction by 2050,Low,Moderate,Yes,south_east,2030,0.069908582,Battery,$/kWh,0.2259,kg of CO2/kWh of electricity
10793,Reference/business as usual,Low,Moderate,Yes,south_east,2030,0.068109825,Battery,$/kWh,0.2279,kg of CO2/kWh of electricity
10794,50% CO2 reduction by 2050,Mid,Moderate,No,south_east,2030,0.070311156,Battery,$/kWh,0.2494,kg of CO2/kWh of electricity
10795,100% CO2 reduction by 2050,Mid,Moderate,No,south_east,2030,0.065691556,Battery,$/kWh,0.1279,kg of CO2/kWh of electricity
10796,Reference/business as usual,Mid,Moderate,No,south_east,2030,0.067108248,Battery,$/kWh,0.2489,kg of CO2/kWh of electricity
10797,50% CO2 reduction by 2050,Mid,Moderate,Yes,south_east,2030,0.07173781,Battery,$/kWh,0.2418,kg of CO2/kWh of electricity
10798,100% CO2 reduction by 2050,Mid,Moderate,Yes,south_east,2030,0.080370053,Battery,$/kWh,0.207,kg of CO2/kWh of electricity
10799,Reference/business as usual,Mid,Moderate,Yes,south_east,2030,0.089766931,Battery,$/kWh,0.2359,kg of CO2/kWh of electricity
10800,50% CO2 reduction by 2050,High,Advanced,No,south_east,2035,0.06859461,Battery,$/kWh,0.2238,kg of CO2/kWh of electricity
10801,100% CO2 reduction by 2050,High,Advanced,No,south_east,2035,0.090886041,Battery,$/kWh,0.0294,kg of CO2/kWh of electricity
10802,Reference/business as usual,High,Advanced,No,south_east,2035,0.090886041,Battery,$/kWh,0.2233,kg of CO2/kWh of electricity
10803,50% CO2 reduction by 2050,High,Advanced,Yes,south_east,2035,0.076766776,Battery,$/kWh,0.1682,kg of CO2/kWh of electricity
10804,100% CO2 reduction by 2050,High,Advanced,Yes,south_east,2035,0.077379228,Battery,$/kWh,0.0815,kg of CO2/kWh of electricity
10805,Reference/business as usual,High,Advanced,Yes,south_east,2035,0.079310338,Battery,$/kWh,0.221,kg of CO2/kWh of electricity
10806,50% CO2 reduction by 2050,Low,Advanced,No,south_east,2035,0.09202833,Battery,$/kWh,0.2163,kg of CO2/kWh of electricity
10807,100% CO2 reduction by 2050,Low,Advanced,No,south_east,2035,0.060897943,Battery,$/kWh,0.0108,kg of CO2/kWh of electricity
10808,Reference/business as usual,Low,Advanced,No,south_east,2035,0.069126323,Battery,$/kWh,0.2222,kg of CO2/kWh of electricity
10809,50% CO2 reduction by 2050,Low,Advanced,Yes,south_east,2035,0.073556281,Battery,$/kWh,0.1997,kg of CO2/kWh of electricity
10810,100% CO2 reduction by 2050,Low,Advanced,Yes,south_east,2035,0.07239479,Battery,$/kWh,0.0315,kg of CO2/kWh of electricity
10811,Reference/business as usual,Low,Advanced,Yes,south_east,2035,0.079712846,Battery,$/kWh,0.1908,kg of CO2/kWh of electricity
10812,50% CO2 reduction by 2050,Mid,Advanced,No,south_east,2035,0.069184961,Battery,$/kWh,0.2152,kg of CO2/kWh of electricity
10813,100% CO2 reduction by 2050,Mid,Advanced,No,south_east,2035,0.060495097,Battery,$/kWh,0.0124,kg of CO2/kWh of electricity
10814,Reference/business as usual,Mid,Advanced,No,south_east,2035,0.069191305,Battery,$/kWh,0.2149,kg of CO2/kWh of electricity
10815,50% CO2 reduction by 2050,Mid,Advanced,Yes,south_east,2035,0.075009878,Battery,$/kWh,0.1791,kg of CO2/kWh of electricity
10816,100% CO2 reduction by 2050,Mid,Advanced,Yes,south_east,2035,0.075509263,Battery,$/kWh,0.0596,kg of CO2/kWh of electricity
10817,Reference/business as usual,Mid,Advanced,Yes,south_east,2035,0.082914857,Battery,$/kWh,0.1928,kg of CO2/kWh of electricity
10818,50% CO2 reduction by 2050,High,Conservative,No,south_east,2035,0.090886041,Battery,$/kWh,0.2943,kg of CO2/kWh of electricity
10819,100% CO2 reduction by 2050,High,Conservative,No,south_east,2035,0.062448268,Battery,$/kWh,0.0419,kg of CO2/kWh of electricity
10820,Reference/business as usual,High,Conservative,No,south_east,2035,0.069488148,Battery,$/kWh,0.2947,kg of CO2/kWh of electricity
10821,50% CO2 reduction by 2050,High,Conservative,Yes,south_east,2035,0.090886041,Battery,$/kWh,0.2278,kg of CO2/kWh of electricity
10822,100% CO2 reduction by 2050,High,Conservative,Yes,south_east,2035,0.075408946,Battery,$/kWh,0.0947,kg of CO2/kWh of electricity
10823,Reference/business as usual,High,Conservative,Yes,south_east,2035,0.074710827,Battery,$/kWh,0.2599,kg of CO2/kWh of electricity
10824,50% CO2 reduction by 2050,Low,Conservative,No,south_east,2035,0.070159116,Battery,$/kWh,0.245,kg of CO2/kWh of electricity
10825,100% CO2 reduction by 2050,Low,Conservative,No,south_east,2035,0.072890183,Battery,$/kWh,0.0146,kg of CO2/kWh of electricity
10826,Reference/business as usual,Low,Conservative,No,south_east,2035,0.070159116,Battery,$/kWh,0.2923,kg of CO2/kWh of electricity
10827,50% CO2 reduction by 2050,Low,Conservative,Yes,south_east,2035,0.09202833,Battery,$/kWh,0.2281,kg of CO2/kWh of electricity
10828,100% CO2 reduction by 2050,Low,Conservative,Yes,south_east,2035,0.09202833,Battery,$/kWh,0.0347,kg of CO2/kWh of electricity
10829,Reference/business as usual,Low,Conservative,Yes,south_east,2035,0.076888606,Battery,$/kWh,0.2449,kg of CO2/kWh of electricity
10830,50% CO2 reduction by 2050,Mid,Conservative,No,south_east,2035,0.070209717,Battery,$/kWh,0.2642,kg of CO2/kWh of electricity
10831,100% CO2 reduction by 2050,Mid,Conservative,No,south_east,2035,0.060622539,Battery,$/kWh,0.0224,kg of CO2/kWh of electricity
10832,Reference/business as usual,Mid,Conservative,No,south_east,2035,0.070209717,Battery,$/kWh,0.2949,kg of CO2/kWh of electricity
10833,50% CO2 reduction by 2050,Mid,Conservative,Yes,south_east,2035,0.072583879,Battery,$/kWh,0.2401,kg of CO2/kWh of electricity
10834,100% CO2 reduction by 2050,Mid,Conservative,Yes,south_east,2035,0.073418749,Battery,$/kWh,0.0493,kg of CO2/kWh of electricity
10835,Reference/business as usual,Mid,Conservative,Yes,south_east,2035,0.079428147,Battery,$/kWh,0.2644,kg of CO2/kWh of electricity
10836,50% CO2 reduction by 2050,High,Moderate,No,south_east,2035,0.068654538,Battery,$/kWh,0.2433,kg of CO2/kWh of electricity
10837,100% CO2 reduction by 2050,High,Moderate,No,south_east,2035,0.074678682,Battery,$/kWh,0.0345,kg of CO2/kWh of electricity
10838,Reference/business as usual,High,Moderate,No,south_east,2035,0.073824254,Battery,$/kWh,0.2433,kg of CO2/kWh of electricity
10839,50% CO2 reduction by 2050,High,Moderate,Yes,south_east,2035,0.074182814,Battery,$/kWh,0.1996,kg of CO2/kWh of electricity
10840,100% CO2 reduction by 2050,High,Moderate,Yes,south_east,2035,0.077135977,Battery,$/kWh,0.0817,kg of CO2/kWh of electricity
10841,Reference/business as usual,High,Moderate,Yes,south_east,2035,0.090886041,Battery,$/kWh,0.244,kg of CO2/kWh of electricity
10842,50% CO2 reduction by 2050,Low,Moderate,No,south_east,2035,0.07230734,Battery,$/kWh,0.2298,kg of CO2/kWh of electricity
10843,100% CO2 reduction by 2050,Low,Moderate,No,south_east,2035,0.067057967,Battery,$/kWh,0.0104,kg of CO2/kWh of electricity
10844,Reference/business as usual,Low,Moderate,No,south_east,2035,0.06916901,Battery,$/kWh,0.2429,kg of CO2/kWh of electricity
10845,50% CO2 reduction by 2050,Low,Moderate,Yes,south_east,2035,0.09202833,Battery,$/kWh,0.205,kg of CO2/kWh of electricity
10846,100% CO2 reduction by 2050,Low,Moderate,Yes,south_east,2035,0.066964729,Battery,$/kWh,0.0408,kg of CO2/kWh of electricity
10847,Reference/business as usual,Low,Moderate,Yes,south_east,2035,0.074886455,Battery,$/kWh,0.2238,kg of CO2/kWh of electricity
10848,50% CO2 reduction by 2050,Mid,Moderate,No,south_east,2035,0.072448032,Battery,$/kWh,0.2352,kg of CO2/kWh of electricity
10849,100% CO2 reduction by 2050,Mid,Moderate,No,south_east,2035,0.057042522,Battery,$/kWh,0.0143,kg of CO2/kWh of electricity
10850,Reference/business as usual,Mid,Moderate,No,south_east,2035,0.069250191,Battery,$/kWh,0.2448,kg of CO2/kWh of electricity
10851,50% CO2 reduction by 2050,Mid,Moderate,Yes,south_east,2035,0.077084171,Battery,$/kWh,0.2183,kg of CO2/kWh of electricity
10852,100% CO2 reduction by 2050,Mid,Moderate,Yes,south_east,2035,0.079736274,Battery,$/kWh,0.0599,kg of CO2/kWh of electricity
10853,Reference/business as usual,Mid,Moderate,Yes,south_east,2035,0.092114475,Battery,$/kWh,0.2336,kg of CO2/kWh of electricity
10854,50% CO2 reduction by 2050,High,Advanced,No,south_east,2040,0.069865832,Battery,$/kWh,0.1733,kg of CO2/kWh of electricity
10855,100% CO2 reduction by 2050,High,Advanced,No,south_east,2040,0.093338231,Battery,$/kWh,0.0126,kg of CO2/kWh of electricity
10856,Reference/business as usual,High,Advanced,No,south_east,2040,0.093338231,Battery,$/kWh,0.1999,kg of CO2/kWh of electricity
10857,50% CO2 reduction by 2050,High,Advanced,Yes,south_east,2040,0.078174729,Battery,$/kWh,0.0938,kg of CO2/kWh of electricity
10858,100% CO2 reduction by 2050,High,Advanced,Yes,south_east,2040,0.075118745,Battery,$/kWh,0.0052,kg of CO2/kWh of electricity
10859,Reference/business as usual,High,Advanced,Yes,south_east,2040,0.075341022,Battery,$/kWh,0.1259,kg of CO2/kWh of electricity
10860,50% CO2 reduction by 2050,Low,Advanced,No,south_east,2040,0.092177419,Battery,$/kWh,0.1302,kg of CO2/kWh of electricity
10861,100% CO2 reduction by 2050,Low,Advanced,No,south_east,2040,0.061532511,Battery,$/kWh,0.0026,kg of CO2/kWh of electricity
10862,Reference/business as usual,Low,Advanced,No,south_east,2040,0.068853703,Battery,$/kWh,0.2042,kg of CO2/kWh of electricity
10863,50% CO2 reduction by 2050,Low,Advanced,Yes,south_east,2040,0.066699853,Battery,$/kWh,0.1285,kg of CO2/kWh of electricity
10864,100% CO2 reduction by 2050,Low,Advanced,Yes,south_east,2040,0.066695659,Battery,$/kWh,0.0089,kg of CO2/kWh of electricity
10865,Reference/business as usual,Low,Advanced,Yes,south_east,2040,0.072585262,Battery,$/kWh,0.1341,kg of CO2/kWh of electricity
10866,50% CO2 reduction by 2050,Mid,Advanced,No,south_east,2040,0.066032575,Battery,$/kWh,0.1288,kg of CO2/kWh of electricity
10867,100% CO2 reduction by 2050,Mid,Advanced,No,south_east,2040,0.056171061,Battery,$/kWh,0.0048,kg of CO2/kWh of electricity
10868,Reference/business as usual,Mid,Advanced,No,south_east,2040,0.069926753,Battery,$/kWh,0.2003,kg of CO2/kWh of electricity
10869,50% CO2 reduction by 2050,Mid,Advanced,Yes,south_east,2040,0.070029698,Battery,$/kWh,0.0599,kg of CO2/kWh of electricity
