,energy_system_scenario,oil_prices,renewables_prices,hydrogen_subsidies,region,year,energy_price,technology,energy_price_unit,upstream_CO2_emission_factor,CO2_emission_factor_unit
4716,100% CO2 reduction by 2050,Mid,Conservative,Yes,north_east,2025,0.534363175,Hydrogen,$/kg,5.6152,kg_of_CO2/kg_of_H2
4717,100% CO2 reduction by 2050,Mid,Conservative,Yes,north_east,2030,1.000035659,Hydrogen,$/kg,-4.8152,kg_of_CO2/kg_of_H2
4718,100% CO2 reduction by 2050,Mid,Conservative,Yes,north_east,2035,1.900666673,Hydrogen,$/kg,-4.717,kg_of_CO2/kg_of_H2
4719,100% CO2 reduction by 2050,Mid,Conservative,Yes,north_east,2040,3.4336083,Hydrogen,$/kg,-10.2225,kg_of_CO2/kg_of_H2
4720,100% CO2 reduction by 2050,Mid,Conservative,Yes,north_east,2045,3.87285362,Hydrogen,$/kg,-12.0031,kg_of_CO2/kg_of_H2
4721,100% CO2 reduction by 2050,Mid,Conservative,Yes,north_east,2050,3.031184587,Hydrogen,$/kg,-8.4928,kg_of_CO2/kg_of_H2
4722,100% CO2 reduction by 2050,Mid,Conservative,Yes,north_west,2025,-0.152440352,Hydrogen,$/kg,2.8602,kg_of_CO2/kg_of_H2
4723,100% CO2 reduction by 2050,Mid,Conservative,Yes,north_west,2030,-0.738311297,Hydrogen,$/kg,-2.0365,kg_of_CO2/kg_of_H2
4724,100% CO2 reduction by 2050,Mid,Conservative,Yes,north_west,2035,0.896941741,Hydrogen,$/kg,-5.5313,kg_of_CO2/kg_of_H2
4725,100% CO2 reduction by 2050,Mid,Conservative,Yes,north_west,2040,2.328109802,Hydrogen,$/kg,-12.0085,kg_of_CO2/kg_of_H2
4726,100% CO2 reduction by 2050,Mid,Conservative,Yes,north_west,2045,3.06943814,Hydrogen,$/kg,-7.5249,kg_of_CO2/kg_of_H2
4727,100% CO2 reduction by 2050,Mid,Conservative,Yes,north_west,2050,2.494299825,Hydrogen,$/kg,-7.5248,kg_of_CO2/kg_of_H2
4728,100% CO2 reduction by 2050,Mid,Conservative,Yes,north_central,2025,-0.234688465,Hydrogen,$/kg,3.4422,kg_of_CO2/kg_of_H2
4729,100% CO2 reduction by 2050,Mid,Conservative,Yes,north_central,2030,0.309114401,Hydrogen,$/kg,-7.0164,kg_of_CO2/kg_of_H2
4730,100% CO2 reduction by 2050,Mid,Conservative,Yes,north_central,2035,0.984451821,Hydrogen,$/kg,-8.4819,kg_of_CO2/kg_of_H2
4731,100% CO2 reduction by 2050,Mid,Conservative,Yes,north_central,2040,2.192117804,Hydrogen,$/kg,-11.696,kg_of_CO2/kg_of_H2
4732,100% CO2 reduction by 2050,Mid,Conservative,Yes,north_central,2045,3.398708193,Hydrogen,$/kg,-10.8734,kg_of_CO2/kg_of_H2
4733,100% CO2 reduction by 2050,Mid,Conservative,Yes,north_central,2050,2.695469488,Hydrogen,$/kg,-11.0831,kg_of_CO2/kg_of_H2
4734,100% CO2 reduction by 2050,Mid,Conservative,Yes,south_east,2025,-0.272741992,Hydrogen,$/kg,11.7079,kg_of_CO2/kg_of_H2
4735,100% CO2 reduction by 2050,Mid,Conservative,Yes,south_east,2030,-0.285177638,Hydrogen,$/kg,-5.2614,kg_of_CO2/kg_of_H2
4736,100% CO2 reduction by 2050,Mid,Conservative,Yes,south_east,2035,1.017253272,Hydrogen,$/kg,-7.7725,kg_of_CO2/kg_of_H2
4737,100% CO2 reduction by 2050,Mid,Conservative,Yes,south_east,2040,2.438778459,Hydrogen,$/kg,-11.6911,kg_of_CO2/kg_of_H2
4738,100% CO2 reduction by 2050,Mid,Conservative,Yes,south_east,2045,3.036988102,Hydrogen,$/kg,-6.2025,kg_of_CO2/kg_of_H2
4739,100% CO2 reduction by 2050,Mid,Conservative,Yes,south_east,2050,2.469577375,Hydrogen,$/kg,-5.3244,kg_of_CO2/kg_of_H2
4740,100% CO2 reduction by 2050,Mid,Conservative,Yes,south_west,2025,0.140158512,Hydrogen,$/kg,4.3173,kg_of_CO2/kg_of_H2
4741,100% CO2 reduction by 2050,Mid,Conservative,Yes,south_west,2030,-0.390744506,Hydrogen,$/kg,-3.1208,kg_of_CO2/kg_of_H2
4742,100% CO2 reduction by 2050,Mid,Conservative,Yes,south_west,2035,0.741456967,Hydrogen,$/kg,-4.5375,kg_of_CO2/kg_of_H2
4743,100% CO2 reduction by 2050,Mid,Conservative,Yes,south_west,2040,2.207437629,Hydrogen,$/kg,-7.8933,kg_of_CO2/kg_of_H2
4744,100% CO2 reduction by 2050,Mid,Conservative,Yes,south_west,2045,3.325218092,Hydrogen,$/kg,-7.1624,kg_of_CO2/kg_of_H2
4745,100% CO2 reduction by 2050,Mid,Conservative,Yes,south_west,2050,2.576391434,Hydrogen,$/kg,-5.4445,kg_of_CO2/kg_of_H2
4746,100% CO2 reduction by 2050,Mid,Conservative,Yes,texas,2025,-0.451250592,Hydrogen,$/kg,8.5214,kg_of_CO2/kg_of_H2
4747,100% CO2 reduction by 2050,Mid,Conservative,Yes,texas,2030,-0.322433349,Hydrogen,$/kg,-2.5152,kg_of_CO2/kg_of_H2
4748,100% CO2 reduction by 2050,Mid,Conservative,Yes,texas,2035,0.409701029,Hydrogen,$/kg,-3.2524,kg_of_CO2/kg_of_H2
4749,100% CO2 reduction by 2050,Mid,Conservative,Yes,texas,2040,2.265123997,Hydrogen,$/kg,-9.9074,kg_of_CO2/kg_of_H2
4750,100% CO2 reduction by 2050,Mid,Conservative,Yes,texas,2045,2.802361407,Hydrogen,$/kg,-4.4848,kg_of_CO2/kg_of_H2
4751,100% CO2 reduction by 2050,Mid,Conservative,Yes,texas,2050,2.357154103,Hydrogen,$/kg,-4.2682,kg_of_CO2/kg_of_H2
4752,100% CO2 reduction by 2050,Mid,Moderate,No,california,2025,6.066275579,Hydrogen,$/kg,6.0475,kg_of_CO2/kg_of_H2
4753,100% CO2 reduction by 2050,Mid,Moderate,No,california,2030,3.147931865,Hydrogen,$/kg,-12.0086,kg_of_CO2/kg_of_H2
4754,100% CO2 reduction by 2050,Mid,Moderate,No,california,2035,2.876106802,Hydrogen,$/kg,-12.0086,kg_of_CO2/kg_of_H2
4755,100% CO2 reduction by 2050,Mid,Moderate,No,california,2040,2.67532452,Hydrogen,$/kg,-12.0086,kg_of_CO2/kg_of_H2
4756,100% CO2 reduction by 2050,Mid,Moderate,No,california,2045,3.368272931,Hydrogen,$/kg,-3.8828,kg_of_CO2/kg_of_H2
4757,100% CO2 reduction by 2050,Mid,Moderate,No,california,2050,2.625840256,Hydrogen,$/kg,-3.4881,kg_of_CO2/kg_of_H2
4758,100% CO2 reduction by 2050,Mid,Moderate,No,central,2025,5.785375778,Hydrogen,$/kg,6.0475,kg_of_CO2/kg_of_H2
4759,100% CO2 reduction by 2050,Mid,Moderate,No,central,2030,3.121916957,Hydrogen,$/kg,6.0372,kg_of_CO2/kg_of_H2
4760,100% CO2 reduction by 2050,Mid,Moderate,No,central,2035,2.441288545,Hydrogen,$/kg,-12.0086,kg_of_CO2/kg_of_H2
4761,100% CO2 reduction by 2050,Mid,Moderate,No,central,2040,1.690530877,Hydrogen,$/kg,-12.0086,kg_of_CO2/kg_of_H2
4762,100% CO2 reduction by 2050,Mid,Moderate,No,central,2045,2.507348176,Hydrogen,$/kg,-12.0086,kg_of_CO2/kg_of_H2
4763,100% CO2 reduction by 2050,Mid,Moderate,No,central,2050,2.426641991,Hydrogen,$/kg,-11.9952,kg_of_CO2/kg_of_H2
4764,100% CO2 reduction by 2050,Mid,Moderate,No,middle_atlantic,2025,5.890264755,Hydrogen,$/kg,6.0475,kg_of_CO2/kg_of_H2
4765,100% CO2 reduction by 2050,Mid,Moderate,No,middle_atlantic,2030,3.237256762,Hydrogen,$/kg,6.0418,kg_of_CO2/kg_of_H2
4766,100% CO2 reduction by 2050,Mid,Moderate,No,middle_atlantic,2035,3.507368302,Hydrogen,$/kg,-11.9146,kg_of_CO2/kg_of_H2
4767,100% CO2 reduction by 2050,Mid,Moderate,No,middle_atlantic,2040,2.361522608,Hydrogen,$/kg,-12.0086,kg_of_CO2/kg_of_H2
4768,100% CO2 reduction by 2050,Mid,Moderate,No,middle_atlantic,2045,3.494510037,Hydrogen,$/kg,-12.0086,kg_of_CO2/kg_of_H2
4769,100% CO2 reduction by 2050,Mid,Moderate,No,middle_atlantic,2050,2.771516075,Hydrogen,$/kg,-12.0086,kg_of_CO2/kg_of_H2
4770,100% CO2 reduction by 2050,Mid,Moderate,No,north_east,2025,6.291905348,Hydrogen,$/kg,6.0475,kg_of_CO2/kg_of_H2
4771,100% CO2 reduction by 2050,Mid,Moderate,No,north_east,2030,3.525014374,Hydrogen,$/kg,5.5533,kg_of_CO2/kg_of_H2
4772,100% CO2 reduction by 2050,Mid,Moderate,No,north_east,2035,4.003580384,Hydrogen,$/kg,-12.0071,kg_of_CO2/kg_of_H2
4773,100% CO2 reduction by 2050,Mid,Moderate,No,north_east,2040,3.055093433,Hydrogen,$/kg,-12.0086,kg_of_CO2/kg_of_H2
4774,100% CO2 reduction by 2050,Mid,Moderate,No,north_east,2045,3.926120419,Hydrogen,$/kg,-12.0085,kg_of_CO2/kg_of_H2
4775,100% CO2 reduction by 2050,Mid,Moderate,No,north_east,2050,3.09225711,Hydrogen,$/kg,-12.0084,kg_of_CO2/kg_of_H2
4776,100% CO2 reduction by 2050,Mid,Moderate,No,north_west,2025,5.832049174,Hydrogen,$/kg,6.0475,kg_of_CO2/kg_of_H2
4777,100% CO2 reduction by 2050,Mid,Moderate,No,north_west,2030,3.146764648,Hydrogen,$/kg,6.0374,kg_of_CO2/kg_of_H2
4778,100% CO2 reduction by 2050,Mid,Moderate,No,north_west,2035,2.59383309,Hydrogen,$/kg,-12.0086,kg_of_CO2/kg_of_H2
4779,100% CO2 reduction by 2050,Mid,Moderate,No,north_west,2040,1.755879789,Hydrogen,$/kg,-12.0086,kg_of_CO2/kg_of_H2
4780,100% CO2 reduction by 2050,Mid,Moderate,No,north_west,2045,3.091514145,Hydrogen,$/kg,-12.0086,kg_of_CO2/kg_of_H2
4781,100% CO2 reduction by 2050,Mid,Moderate,No,north_west,2050,2.468923542,Hydrogen,$/kg,-9.7505,kg_of_CO2/kg_of_H2
4782,100% CO2 reduction by 2050,Mid,Moderate,No,north_central,2025,5.797987951,Hydrogen,$/kg,6.0475,kg_of_CO2/kg_of_H2
4783,100% CO2 reduction by 2050,Mid,Moderate,No,north_central,2030,3.1305066,Hydrogen,$/kg,6.0373,kg_of_CO2/kg_of_H2
4784,100% CO2 reduction by 2050,Mid,Moderate,No,north_central,2035,2.800003843,Hydrogen,$/kg,-12.0086,kg_of_CO2/kg_of_H2
4785,100% CO2 reduction by 2050,Mid,Moderate,No,north_central,2040,1.843324825,Hydrogen,$/kg,-12.0086,kg_of_CO2/kg_of_H2
4786,100% CO2 reduction by 2050,Mid,Moderate,No,north_central,2045,2.846701654,Hydrogen,$/kg,-12.0086,kg_of_CO2/kg_of_H2
4787,100% CO2 reduction by 2050,Mid,Moderate,No,north_central,2050,2.72435981,Hydrogen,$/kg,-12.0086,kg_of_CO2/kg_of_H2
4788,100% CO2 reduction by 2050,Mid,Moderate,No,south_east,2025,5.796373787,Hydrogen,$/kg,6.0475,kg_of_CO2/kg_of_H2
4789,100% CO2 reduction by 2050,Mid,Moderate,No,south_east,2030,3.144758915,Hydrogen,$/kg,6.0385,kg_of_CO2/kg_of_H2
4790,100% CO2 reduction by 2050,Mid,Moderate,No,south_east,2035,2.821634231,Hydrogen,$/kg,-12.0086,kg_of_CO2/kg_of_H2
4791,100% CO2 reduction by 2050,Mid,Moderate,No,south_east,2040,1.856929289,Hydrogen,$/kg,-12.0086,kg_of_CO2/kg_of_H2
4792,100% CO2 reduction by 2050,Mid,Moderate,No,south_east,2045,3.044061227,Hydrogen,$/kg,-11.3351,kg_of_CO2/kg_of_H2
4793,100% CO2 reduction by 2050,Mid,Moderate,No,south_east,2050,2.431440886,Hydrogen,$/kg,-6.361,kg_of_CO2/kg_of_H2
4794,100% CO2 reduction by 2050,Mid,Moderate,No,south_west,2025,5.842947031,Hydrogen,$/kg,6.0475,kg_of_CO2/kg_of_H2
4795,100% CO2 reduction by 2050,Mid,Moderate,No,south_west,2030,3.152632114,Hydrogen,$/kg,6.0375,kg_of_CO2/kg_of_H2
4796,100% CO2 reduction by 2050,Mid,Moderate,No,south_west,2035,2.584643148,Hydrogen,$/kg,-12.0086,kg_of_CO2/kg_of_H2
4797,100% CO2 reduction by 2050,Mid,Moderate,No,south_west,2040,1.755881849,Hydrogen,$/kg,-12.0086,kg_of_CO2/kg_of_H2
4798,100% CO2 reduction by 2050,Mid,Moderate,No,south_west,2045,3.151760991,Hydrogen,$/kg,-12.0086,kg_of_CO2/kg_of_H2
4799,100% CO2 reduction by 2050,Mid,Moderate,No,south_west,2050,2.53601464,Hydrogen,$/kg,-4.4249,kg_of_CO2/kg_of_H2
4800,100% CO2 reduction by 2050,Mid,Moderate,No,texas,2025,5.757545066,Hydrogen,$/kg,6.0473,kg_of_CO2/kg_of_H2
4801,100% CO2 reduction by 2050,Mid,Moderate,No,texas,2030,3.13147424,Hydrogen,$/kg,6.0381,kg_of_CO2/kg_of_H2
4802,100% CO2 reduction by 2050,Mid,Moderate,No,texas,2035,2.228640634,Hydrogen,$/kg,-12.0086,kg_of_CO2/kg_of_H2
4803,100% CO2 reduction by 2050,Mid,Moderate,No,texas,2040,1.671952995,Hydrogen,$/kg,-12.0086,kg_of_CO2/kg_of_H2
4804,100% CO2 reduction by 2050,Mid,Moderate,No,texas,2045,2.849350758,Hydrogen,$/kg,-4.524,kg_of_CO2/kg_of_H2
4805,100% CO2 reduction by 2050,Mid,Moderate,No,texas,2050,2.345415346,Hydrogen,$/kg,-3.1703,kg_of_CO2/kg_of_H2
4806,100% CO2 reduction by 2050,Mid,Moderate,Yes,california,2025,1.312677122,Hydrogen,$/kg,7.3456,kg_of_CO2/kg_of_H2
4807,100% CO2 reduction by 2050,Mid,Moderate,Yes,california,2030,0.912466142,Hydrogen,$/kg,-10.0767,kg_of_CO2/kg_of_H2
4808,100% CO2 reduction by 2050,Mid,Moderate,Yes,california,2035,1.666625511,Hydrogen,$/kg,-9.9532,kg_of_CO2/kg_of_H2
4809,100% CO2 reduction by 2050,Mid,Moderate,Yes,california,2040,2.48367239,Hydrogen,$/kg,-12.0086,kg_of_CO2/kg_of_H2
4810,100% CO2 reduction by 2050,Mid,Moderate,Yes,california,2045,3.276081765,Hydrogen,$/kg,-4.3123,kg_of_CO2/kg_of_H2
4811,100% CO2 reduction by 2050,Mid,Moderate,Yes,california,2050,2.558988594,Hydrogen,$/kg,-4.3123,kg_of_CO2/kg_of_H2
4812,100% CO2 reduction by 2050,Mid,Moderate,Yes,central,2025,-0.389122769,Hydrogen,$/kg,4.8063,kg_of_CO2/kg_of_H2
4813,100% CO2 reduction by 2050,Mid,Moderate,Yes,central,2030,-0.588964317,Hydrogen,$/kg,-5.9218,kg_of_CO2/kg_of_H2
4814,100% CO2 reduction by 2050,Mid,Moderate,Yes,central,2035,0.23883363,Hydrogen,$/kg,-6.9372,kg_of_CO2/kg_of_H2
4815,100% CO2 reduction by 2050,Mid,Moderate,Yes,central,2040,1.793265795,Hydrogen,$/kg,-11.993,kg_of_CO2/kg_of_H2
4816,100% CO2 reduction by 2050,Mid,Moderate,Yes,central,2045,2.909484711,Hydrogen,$/kg,-7.2062,kg_of_CO2/kg_of_H2
4817,100% CO2 reduction by 2050,Mid,Moderate,Yes,central,2050,2.343524754,Hydrogen,$/kg,-7.2011,kg_of_CO2/kg_of_H2
4818,100% CO2 reduction by 2050,Mid,Moderate,Yes,middle_atlantic,2025,-0.130963961,Hydrogen,$/kg,10.4769,kg_of_CO2/kg_of_H2
4819,100% CO2 reduction by 2050,Mid,Moderate,Yes,middle_atlantic,2030,0.362110498,Hydrogen,$/kg,0.5799,kg_of_CO2/kg_of_H2
4820,100% CO2 reduction by 2050,Mid,Moderate,Yes,middle_atlantic,2035,1.347044926,Hydrogen,$/kg,-1.8051,kg_of_CO2/kg_of_H2
4821,100% CO2 reduction by 2050,Mid,Moderate,Yes,middle_atlantic,2040,2.351331347,Hydrogen,$/kg,-12.0055,kg_of_CO2/kg_of_H2
4822,100% CO2 reduction by 2050,Mid,Moderate,Yes,middle_atlantic,2045,3.343289022,Hydrogen,$/kg,-12.0086,kg_of_CO2/kg_of_H2
4823,100% CO2 reduction by 2050,Mid,Moderate,Yes,middle_atlantic,2050,2.776339778,Hydrogen,$/kg,-12.0074,kg_of_CO2/kg_of_H2
4824,100% CO2 reduction by 2050,Mid,Moderate,Yes,north_east,2025,1.061164605,Hydrogen,$/kg,5.2724,kg_of_CO2/kg_of_H2
4825,100% CO2 reduction by 2050,Mid,Moderate,Yes,north_east,2030,0.609817917,Hydrogen,$/kg,-4.5254,kg_of_CO2/kg_of_H2
4826,100% CO2 reduction by 2050,Mid,Moderate,Yes,north_east,2035,1.425309439,Hydrogen,$/kg,-4.4616,kg_of_CO2/kg_of_H2
4827,100% CO2 reduction by 2050,Mid,Moderate,Yes,north_east,2040,2.867425438,Hydrogen,$/kg,-11.9785,kg_of_CO2/kg_of_H2
4828,100% CO2 reduction by 2050,Mid,Moderate,Yes,north_east,2045,3.823109477,Hydrogen,$/kg,-12.0077,kg_of_CO2/kg_of_H2
4829,100% CO2 reduction by 2050,Mid,Moderate,Yes,north_east,2050,3.036687966,Hydrogen,$/kg,-12.0067,kg_of_CO2/kg_of_H2
4830,100% CO2 reduction by 2050,Mid,Moderate,Yes,north_west,2025,0.108292695,Hydrogen,$/kg,3.0278,kg_of_CO2/kg_of_H2
4831,100% CO2 reduction by 2050,Mid,Moderate,Yes,north_west,2030,-0.682280707,Hydrogen,$/kg,-2.602,kg_of_CO2/kg_of_H2
4832,100% CO2 reduction by 2050,Mid,Moderate,Yes,north_west,2035,0.899463355,Hydrogen,$/kg,-5.5826,kg_of_CO2/kg_of_H2
4833,100% CO2 reduction by 2050,Mid,Moderate,Yes,north_west,2040,1.893017443,Hydrogen,$/kg,-12.0086,kg_of_CO2/kg_of_H2
4834,100% CO2 reduction by 2050,Mid,Moderate,Yes,north_west,2045,3.061861807,Hydrogen,$/kg,-7.3975,kg_of_CO2/kg_of_H2
4835,100% CO2 reduction by 2050,Mid,Moderate,Yes,north_west,2050,2.351926872,Hydrogen,$/kg,-7.3975,kg_of_CO2/kg_of_H2
4836,100% CO2 reduction by 2050,Mid,Moderate,Yes,north_central,2025,-0.153186672,Hydrogen,$/kg,3.2387,kg_of_CO2/kg_of_H2
4837,100% CO2 reduction by 2050,Mid,Moderate,Yes,north_central,2030,0.18250595,Hydrogen,$/kg,-6.6852,kg_of_CO2/kg_of_H2
4838,100% CO2 reduction by 2050,Mid,Moderate,Yes,north_central,2035,0.807799476,Hydrogen,$/kg,-8.3664,kg_of_CO2/kg_of_H2
4839,100% CO2 reduction by 2050,Mid,Moderate,Yes,north_central,2040,1.703152541,Hydrogen,$/kg,-10.1123,kg_of_CO2/kg_of_H2
4840,100% CO2 reduction by 2050,Mid,Moderate,Yes,north_central,2045,3.314290446,Hydrogen,$/kg,-10.4429,kg_of_CO2/kg_of_H2
4841,100% CO2 reduction by 2050,Mid,Moderate,Yes,north_central,2050,2.651334887,Hydrogen,$/kg,-10.2958,kg_of_CO2/kg_of_H2
4842,100% CO2 reduction by 2050,Mid,Moderate,Yes,south_east,2025,-0.17485323,Hydrogen,$/kg,11.8613,kg_of_CO2/kg_of_H2
4843,100% CO2 reduction by 2050,Mid,Moderate,Yes,south_east,2030,-0.38891451,Hydrogen,$/kg,-3.8031,kg_of_CO2/kg_of_H2
4844,100% CO2 reduction by 2050,Mid,Moderate,Yes,south_east,2035,1.026881363,Hydrogen,$/kg,-6.4896,kg_of_CO2/kg_of_H2
4845,100% CO2 reduction by 2050,Mid,Moderate,Yes,south_east,2040,1.823595044,Hydrogen,$/kg,-12.0086,kg_of_CO2/kg_of_H2
4846,100% CO2 reduction by 2050,Mid,Moderate,Yes,south_east,2045,2.989327251,Hydrogen,$/kg,-6.1114,kg_of_CO2/kg_of_H2
4847,100% CO2 reduction by 2050,Mid,Moderate,Yes,south_east,2050,2.374720466,Hydrogen,$/kg,-5.0916,kg_of_CO2/kg_of_H2
4848,100% CO2 reduction by 2050,Mid,Moderate,Yes,south_west,2025,0.349102592,Hydrogen,$/kg,4.9243,kg_of_CO2/kg_of_H2
4849,100% CO2 reduction by 2050,Mid,Moderate,Yes,south_west,2030,-0.63220882,Hydrogen,$/kg,-2.9005,kg_of_CO2/kg_of_H2
4850,100% CO2 reduction by 2050,Mid,Moderate,Yes,south_west,2035,0.7284682,Hydrogen,$/kg,-4.6405,kg_of_CO2/kg_of_H2
4851,100% CO2 reduction by 2050,Mid,Moderate,Yes,south_west,2040,2.40329267,Hydrogen,$/kg,-9.8977,kg_of_CO2/kg_of_H2
4852,100% CO2 reduction by 2050,Mid,Moderate,Yes,south_west,2045,3.31039849,Hydrogen,$/kg,-4.1827,kg_of_CO2/kg_of_H2
4853,100% CO2 reduction by 2050,Mid,Moderate,Yes,south_west,2050,2.454009161,Hydrogen,$/kg,-3.4518,kg_of_CO2/kg_of_H2
4854,100% CO2 reduction by 2050,Mid,Moderate,Yes,texas,2025,-0.290131841,Hydrogen,$/kg,8.8528,kg_of_CO2/kg_of_H2
4855,100% CO2 reduction by 2050,Mid,Moderate,Yes,texas,2030,-0.448163481,Hydrogen,$/kg,-2.041,kg_of_CO2/kg_of_H2
4856,100% CO2 reduction by 2050,Mid,Moderate,Yes,texas,2035,0.233189396,Hydrogen,$/kg,-3.152,kg_of_CO2/kg_of_H2
4857,100% CO2 reduction by 2050,Mid,Moderate,Yes,texas,2040,1.871620838,Hydrogen,$/kg,-11.0912,kg_of_CO2/kg_of_H2
4858,100% CO2 reduction by 2050,Mid,Moderate,Yes,texas,2045,2.764858959,Hydrogen,$/kg,-5.6239,kg_of_CO2/kg_of_H2
4859,100% CO2 reduction by 2050,Mid,Moderate,Yes,texas,2050,2.265661737,Hydrogen,$/kg,-4.8189,kg_of_CO2/kg_of_H2
4860,Reference/business as usual,High,Advanced,No,california,2025,5.861876502,Hydrogen,$/kg,4.7382,kg_of_CO2/kg_of_H2
4861,Reference/business as usual,High,Advanced,No,california,2030,3.375413926,Hydrogen,$/kg,-12.0084,kg_of_CO2/kg_of_H2
4862,Reference/business as usual,High,Advanced,No,california,2035,3.127511586,Hydrogen,$/kg,-12.0076,kg_of_CO2/kg_of_H2
4863,Reference/business as usual,High,Advanced,No,california,2040,2.502798327,Hydrogen,$/kg,-12.0073,kg_of_CO2/kg_of_H2
4864,Reference/business as usual,High,Advanced,No,california,2045,2.042865358,Hydrogen,$/kg,-12.0071,kg_of_CO2/kg_of_H2
4865,Reference/business as usual,High,Advanced,No,california,2050,1.403777853,Hydrogen,$/kg,-12.0067,kg_of_CO2/kg_of_H2
4866,Reference/business as usual,High,Advanced,No,central,2025,3.455956341,Hydrogen,$/kg,5.4424,kg_of_CO2/kg_of_H2
4867,Reference/business as usual,High,Advanced,No,central,2030,3.020484229,Hydrogen,$/kg,-3.8163,kg_of_CO2/kg_of_H2
4868,Reference/business as usual,High,Advanced,No,central,2035,2.328808766,Hydrogen,$/kg,-3.5543,kg_of_CO2/kg_of_H2
4869,Reference/business as usual,High,Advanced,No,central,2040,1.895663598,Hydrogen,$/kg,5.702,kg_of_CO2/kg_of_H2
4870,Reference/business as usual,High,Advanced,No,central,2045,1.442647225,Hydrogen,$/kg,-0.5608,kg_of_CO2/kg_of_H2
4871,Reference/business as usual,High,Advanced,No,central,2050,1.156086568,Hydrogen,$/kg,-0.3371,kg_of_CO2/kg_of_H2
4872,Reference/business as usual,High,Advanced,No,middle_atlantic,2025,3.70911818,Hydrogen,$/kg,5.5447,kg_of_CO2/kg_of_H2
4873,Reference/business as usual,High,Advanced,No,middle_atlantic,2030,3.220421026,Hydrogen,$/kg,-2.7662,kg_of_CO2/kg_of_H2
4874,Reference/business as usual,High,Advanced,No,middle_atlantic,2035,2.516797681,Hydrogen,$/kg,5.8422,kg_of_CO2/kg_of_H2
4875,Reference/business as usual,High,Advanced,No,middle_atlantic,2040,2.164123447,Hydrogen,$/kg,5.9585,kg_of_CO2/kg_of_H2
4876,Reference/business as usual,High,Advanced,No,middle_atlantic,2045,1.480008861,Hydrogen,$/kg,-1.2622,kg_of_CO2/kg_of_H2
4877,Reference/business as usual,High,Advanced,No,middle_atlantic,2050,1.082002459,Hydrogen,$/kg,-1.2153,kg_of_CO2/kg_of_H2
4878,Reference/business as usual,High,Advanced,No,north_east,2025,4.454536221,Hydrogen,$/kg,5.4361,kg_of_CO2/kg_of_H2
4879,Reference/business as usual,High,Advanced,No,north_east,2030,3.765481722,Hydrogen,$/kg,-5.6165,kg_of_CO2/kg_of_H2
4880,Reference/business as usual,High,Advanced,No,north_east,2035,3.157219158,Hydrogen,$/kg,5.9723,kg_of_CO2/kg_of_H2
4881,Reference/business as usual,High,Advanced,No,north_east,2040,2.689521051,Hydrogen,$/kg,5.9597,kg_of_CO2/kg_of_H2
4882,Reference/business as usual,High,Advanced,No,north_east,2045,1.873090342,Hydrogen,$/kg,-9.7319,kg_of_CO2/kg_of_H2
4883,Reference/business as usual,High,Advanced,No,north_east,2050,1.394083444,Hydrogen,$/kg,-10.1421,kg_of_CO2/kg_of_H2
4884,Reference/business as usual,High,Advanced,No,north_west,2025,3.619286115,Hydrogen,$/kg,5.4386,kg_of_CO2/kg_of_H2
4885,Reference/business as usual,High,Advanced,No,north_west,2030,3.131972739,Hydrogen,$/kg,-1.351,kg_of_CO2/kg_of_H2
4886,Reference/business as usual,High,Advanced,No,north_west,2035,2.373432908,Hydrogen,$/kg,-0.7348,kg_of_CO2/kg_of_H2
4887,Reference/business as usual,High,Advanced,No,north_west,2040,1.952019903,Hydrogen,$/kg,5.5366,kg_of_CO2/kg_of_H2
4888,Reference/business as usual,High,Advanced,No,north_west,2045,1.523980006,Hydrogen,$/kg,-1.8498,kg_of_CO2/kg_of_H2
4889,Reference/business as usual,High,Advanced,No,north_west,2050,1.207785161,Hydrogen,$/kg,-1.3468,kg_of_CO2/kg_of_H2
4890,Reference/business as usual,High,Advanced,No,north_central,2025,3.446972748,Hydrogen,$/kg,5.4967,kg_of_CO2/kg_of_H2
4891,Reference/business as usual,High,Advanced,No,north_central,2030,2.992540697,Hydrogen,$/kg,-2.8369,kg_of_CO2/kg_of_H2
4892,Reference/business as usual,High,Advanced,No,north_central,2035,2.354343851,Hydrogen,$/kg,5.7169,kg_of_CO2/kg_of_H2
4893,Reference/business as usual,High,Advanced,No,north_central,2040,1.987812326,Hydrogen,$/kg,5.9071,kg_of_CO2/kg_of_H2
4894,Reference/business as usual,High,Advanced,No,north_central,2045,1.350492454,Hydrogen,$/kg,-1.0062,kg_of_CO2/kg_of_H2
4895,Reference/business as usual,High,Advanced,No,north_central,2050,1.156086191,Hydrogen,$/kg,-0.8304,kg_of_CO2/kg_of_H2
4896,Reference/business as usual,High,Advanced,No,south_east,2025,3.517771926,Hydrogen,$/kg,6.0458,kg_of_CO2/kg_of_H2
4897,Reference/business as usual,High,Advanced,No,south_east,2030,3.05469244,Hydrogen,$/kg,5.8513,kg_of_CO2/kg_of_H2
4898,Reference/business as usual,High,Advanced,No,south_east,2035,2.406324803,Hydrogen,$/kg,5.9801,kg_of_CO2/kg_of_H2
4899,Reference/business as usual,High,Advanced,No,south_east,2040,2.251004311,Hydrogen,$/kg,5.9953,kg_of_CO2/kg_of_H2
4900,Reference/business as usual,High,Advanced,No,south_east,2045,1.274205792,Hydrogen,$/kg,-0.4852,kg_of_CO2/kg_of_H2
