energy_system_scenario,freight_demand_scenario,year,region,technology,energy_price,energy_price_unit
Reference/business as usual,Population Shift,2030,north_east,hydrogen,3.14516693,$/kgH2
Reference/business as usual,Population Shift,2030,north_east,biodiesel,7.877387587,$/gallon
Reference/business as usual,Population Shift,2030,north_east,catenary,0.099281338,$/kWh
Reference/business as usual,Population Shift,2030,north_east,battery,0.099281338,$/kWh
Reference/business as usual,Population Shift,2030,north_west,diesel,1.946197618,$/gallon
Reference/business as usual,Population Shift,2030,north_west,hydrogen,2.760900104,$/kgH2
Reference/business as usual,Population Shift,2030,north_west,biodiesel,3.965150035,$/gallon
Reference/business as usual,Population Shift,2030,north_west,catenary,0.084799109,$/kWh
Reference/business as usual,Population Shift,2030,north_west,battery,0.084799109,$/kWh
Reference/business as usual,Population Shift,2030,south_east,diesel,2.085527769,$/gallon
Reference/business as usual,Population Shift,2030,south_east,hydrogen,2.702334588,$/kgH2
Reference/business as usual,Population Shift,2030,south_east,biodiesel,7.576058972,$/gallon
Reference/business as usual,Population Shift,2030,south_east,catenary,0.092192512,$/kWh
Reference/business as usual,Population Shift,2030,south_east,battery,0.092192512,$/kWh
Reference/business as usual,Population Shift,2030,south_west,diesel,1.946197618,$/gallon
Reference/business as usual,Population Shift,2030,south_west,hydrogen,2.780228767,$/kgH2
Reference/business as usual,Population Shift,2030,south_west,biodiesel,3.971938547,$/gallon
Reference/business as usual,Population Shift,2030,south_west,catenary,0.101203198,$/kWh
Reference/business as usual,Population Shift,2030,south_west,battery,0.101203198,$/kWh
Reference/business as usual,Population Shift,2030,texas,diesel,2.028782664,$/gallon
Reference/business as usual,Population Shift,2030,texas,hydrogen,2.816173667,$/kgH2
Reference/business as usual,Population Shift,2030,texas,biodiesel,7.208407417,$/gallon
Reference/business as usual,Population Shift,2030,texas,catenary,0.085790372,$/kWh
Reference/business as usual,Population Shift,2030,texas,battery,0.085790372,$/kWh
Reference/business as usual,Population Shift,2035,california,diesel,3.338011613,$/gallon
Reference/business as usual,Population Shift,2035,california,hydrogen,2.430266373,$/kgH2
Reference/business as usual,Population Shift,2035,california,biodiesel,3.338673046,$/gallon
Reference/business as usual,Population Shift,2035,california,catenary,0.080445976,$/kWh
Reference/business as usual,Population Shift,2035,california,battery,0.080445976,$/kWh
Reference/business as usual,Population Shift,2035,central,diesel,1.998952677,$/gallon
Reference/business as usual,Population Shift,2035,central,hydrogen,1.985379787,$/kgH2
Reference/business as usual,Population Shift,2035,central,biodiesel,4.253843275,$/gallon
Reference/business as usual,Population Shift,2035,central,catenary,0.061371415,$/kWh
Reference/business as usual,Population Shift,2035,central,battery,0.061371415,$/kWh
Reference/business as usual,Population Shift,2035,middle_atlantic,diesel,2.397499609,$/gallon
Reference/business as usual,Population Shift,2035,middle_atlantic,hydrogen,2.113323555,$/kgH2
Reference/business as usual,Population Shift,2035,middle_atlantic,biodiesel,6.600923276,$/gallon
Reference/business as usual,Population Shift,2035,middle_atlantic,catenary,0.063648688,$/kWh
Reference/business as usual,Population Shift,2035,middle_atlantic,battery,0.063648688,$/kWh
Reference/business as usual,Population Shift,2035,north_central,diesel,1.998952677,$/gallon
Reference/business as usual,Population Shift,2035,north_central,hydrogen,1.974797118,$/kgH2
Reference/business as usual,Population Shift,2035,north_central,biodiesel,4.296490988,$/gallon
Reference/business as usual,Population Shift,2035,north_central,catenary,0.062405856,$/kWh
Reference/business as usual,Population Shift,2035,north_central,battery,0.062405856,$/kWh
Reference/business as usual,Population Shift,2035,north_east,diesel,2.240947909,$/gallon
Reference/business as usual,Population Shift,2035,north_east,hydrogen,2.303993543,$/kgH2
Reference/business as usual,Population Shift,2035,north_east,biodiesel,6.295702207,$/gallon
Reference/business as usual,Population Shift,2035,north_east,catenary,0.078053117,$/kWh
Reference/business as usual,Population Shift,2035,north_east,battery,0.078053117,$/kWh
Reference/business as usual,Population Shift,2035,north_west,diesel,1.975539103,$/gallon
Reference/business as usual,Population Shift,2035,north_west,hydrogen,2.091180293,$/kgH2
Reference/business as usual,Population Shift,2035,north_west,biodiesel,3.109100712,$/gallon
Reference/business as usual,Population Shift,2035,north_west,catenary,0.066268511,$/kWh
Reference/business as usual,Population Shift,2035,north_west,battery,0.066268511,$/kWh
Reference/business as usual,Population Shift,2035,south_east,diesel,2.114986426,$/gallon
Reference/business as usual,Population Shift,2035,south_east,hydrogen,1.985603705,$/kgH2
Reference/business as usual,Population Shift,2035,south_east,biodiesel,6.047677915,$/gallon
Reference/business as usual,Population Shift,2035,south_east,catenary,0.07180969,$/kWh
Reference/business as usual,Population Shift,2035,south_east,battery,0.07180969,$/kWh
Reference/business as usual,Population Shift,2035,south_west,diesel,1.975539103,$/gallon
Reference/business as usual,Population Shift,2035,south_west,hydrogen,2.163559087,$/kgH2
Reference/business as usual,Population Shift,2035,south_west,biodiesel,3.109752192,$/gallon
Reference/business as usual,Population Shift,2035,south_west,catenary,0.078901121,$/kWh
Reference/business as usual,Population Shift,2035,south_west,battery,0.078901121,$/kWh
Reference/business as usual,Population Shift,2035,texas,diesel,2.058130796,$/gallon
Reference/business as usual,Population Shift,2035,texas,hydrogen,2.013341468,$/kgH2
Reference/business as usual,Population Shift,2035,texas,biodiesel,5.781702458,$/gallon
Reference/business as usual,Population Shift,2035,texas,catenary,0.064086297,$/kWh
Reference/business as usual,Population Shift,2035,texas,battery,0.064086297,$/kWh
Reference/business as usual,Population Shift,2040,california,diesel,3.30070589,$/gallon
Reference/business as usual,Population Shift,2040,california,hydrogen,2.524436099,$/kgH2
Reference/business as usual,Population Shift,2040,california,biodiesel,2.549076579,$/gallon
Reference/business as usual,Population Shift,2040,california,catenary,0.071845813,$/kWh
Reference/business as usual,Population Shift,2040,california,battery,0.071845813,$/kWh
Reference/business as usual,Population Shift,2040,central,diesel,1.95955854,$/gallon
Reference/business as usual,Population Shift,2040,central,hydrogen,1.814631491,$/kgH2
Reference/business as usual,Population Shift,2040,central,biodiesel,3.332491424,$/gallon
Reference/business as usual,Population Shift,2040,central,catenary,0.045677505,$/kWh
Reference/business as usual,Population Shift,2040,central,battery,0.045677505,$/kWh
Reference/business as usual,Population Shift,2040,middle_atlantic,diesel,2.357568426,$/gallon
Reference/business as usual,Population Shift,2040,middle_atlantic,hydrogen,1.939716065,$/kgH2
Reference/business as usual,Population Shift,2040,middle_atlantic,biodiesel,5.340971141,$/gallon
Reference/business as usual,Population Shift,2040,middle_atlantic,catenary,0.050157567,$/kWh
Reference/business as usual,Population Shift,2040,middle_atlantic,battery,0.050157567,$/kWh
Reference/business as usual,Population Shift,2040,north_central,diesel,1.95955854,$/gallon
Reference/business as usual,Population Shift,2040,north_central,hydrogen,1.817557158,$/kgH2
Reference/business as usual,Population Shift,2040,north_central,biodiesel,3.358539383,$/gallon
Reference/business as usual,Population Shift,2040,north_central,catenary,0.048332775,$/kWh
Reference/business as usual,Population Shift,2040,north_central,battery,0.048332775,$/kWh
Reference/business as usual,Population Shift,2040,north_east,diesel,2.201017347,$/gallon
Reference/business as usual,Population Shift,2040,north_east,hydrogen,2.045125068,$/kgH2
Reference/business as usual,Population Shift,2040,north_east,biodiesel,5.12432443,$/gallon
Reference/business as usual,Population Shift,2040,north_east,catenary,0.064581559,$/kWh
Reference/business as usual,Population Shift,2040,north_east,battery,0.064581559,$/kWh
Reference/business as usual,Population Shift,2040,north_west,diesel,1.935471648,$/gallon
Reference/business as usual,Population Shift,2040,north_west,hydrogen,1.887079695,$/kgH2
Reference/business as usual,Population Shift,2040,north_west,biodiesel,2.425926947,$/gallon
Reference/business as usual,Population Shift,2040,north_west,catenary,0.052427696,$/kWh
Reference/business as usual,Population Shift,2040,north_west,battery,0.052427696,$/kWh
Reference/business as usual,Population Shift,2040,south_east,diesel,2.074985594,$/gallon
Reference/business as usual,Population Shift,2040,south_east,hydrogen,1.836345505,$/kgH2
Reference/business as usual,Population Shift,2040,south_east,biodiesel,4.933988824,$/gallon
Reference/business as usual,Population Shift,2040,south_east,catenary,0.056360685,$/kWh
Reference/business as usual,Population Shift,2040,south_east,battery,0.056360685,$/kWh
Reference/business as usual,Population Shift,2040,south_west,diesel,1.935471648,$/gallon
Reference/business as usual,Population Shift,2040,south_west,hydrogen,1.951853074,$/kgH2
Reference/business as usual,Population Shift,2040,south_west,biodiesel,2.435752048,$/gallon
Reference/business as usual,Population Shift,2040,south_west,catenary,0.060392032,$/kWh
Reference/business as usual,Population Shift,2040,south_west,battery,0.060392032,$/kWh
Reference/business as usual,Population Shift,2040,texas,diesel,2.01806078,$/gallon
Reference/business as usual,Population Shift,2040,texas,hydrogen,1.696505615,$/kgH2
Reference/business as usual,Population Shift,2040,texas,biodiesel,4.687347297,$/gallon
Reference/business as usual,Population Shift,2040,texas,catenary,0.048341488,$/kWh
Reference/business as usual,Population Shift,2040,texas,battery,0.048341488,$/kWh
Reference/business as usual,Population Shift,2045,california,diesel,3.29679633,$/gallon
Reference/business as usual,Population Shift,2045,california,hydrogen,1.952330656,$/kgH2
Reference/business as usual,Population Shift,2045,california,biodiesel,2.036435258,$/gallon
Reference/business as usual,Population Shift,2045,california,catenary,0.050247821,$/kWh
Reference/business as usual,Population Shift,2045,california,battery,0.050247821,$/kWh
Reference/business as usual,Population Shift,2045,central,diesel,1.951841657,$/gallon
Reference/business as usual,Population Shift,2045,central,hydrogen,1.457344172,$/kgH2
Reference/business as usual,Population Shift,2045,central,biodiesel,2.622322659,$/gallon
Reference/business as usual,Population Shift,2045,central,catenary,0.033994918,$/kWh
Reference/business as usual,Population Shift,2045,central,battery,0.033994918,$/kWh
Reference/business as usual,Population Shift,2045,middle_atlantic,diesel,2.347942876,$/gallon
Reference/business as usual,Population Shift,2045,middle_atlantic,hydrogen,1.512222758,$/kgH2
Reference/business as usual,Population Shift,2045,middle_atlantic,biodiesel,4.295461867,$/gallon
Reference/business as usual,Population Shift,2045,middle_atlantic,catenary,0.03981608,$/kWh
Reference/business as usual,Population Shift,2045,middle_atlantic,battery,0.03981608,$/kWh
Reference/business as usual,Population Shift,2045,north_central,diesel,1.951841657,$/gallon
Reference/business as usual,Population Shift,2045,north_central,hydrogen,1.457218416,$/kgH2
Reference/business as usual,Population Shift,2045,north_central,biodiesel,2.620518289,$/gallon
Reference/business as usual,Population Shift,2045,north_central,catenary,0.036403588,$/kWh
