energy_system_scenario,freight_demand_scenario,year,region,technology,number_of_charging_stations,operational_refueling_energy_use (GJ),energy_refueled_to_tenders&locomotives (GJ),cost_per_station ($),infrastructure_O&M_cost ($/year)
100% CO2 reduction by 2050,business_as_usual,2035,central,biodiesel,0,0,14460597,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2035,central,catenary,0,0,14461141,460833.7237,4550000000
100% CO2 reduction by 2050,business_as_usual,2035,central,battery,42,17353369,14461141,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2035,middle_atlantic,diesel,0,0,12624986,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2035,middle_atlantic,hydrogen,56,13888006,12625460,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2035,middle_atlantic,biodiesel,0,0,12624986,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2035,middle_atlantic,catenary,0,0,12625460,460833.7237,4550000000
100% CO2 reduction by 2050,business_as_usual,2035,middle_atlantic,battery,54,13888006,12625460,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2035,north_central,diesel,0,0,26200014,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2035,north_central,hydrogen,55,28821099,26200999,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2035,north_central,biodiesel,0,0,26200014,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2035,north_central,catenary,0,0,26200999,460833.7237,4550000000
100% CO2 reduction by 2050,business_as_usual,2035,north_central,battery,53,31441199,26200999,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2035,north_east,diesel,0,0,1689943,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2035,north_east,hydrogen,42,2028007,1690006,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2035,north_east,biodiesel,0,0,1689943,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2035,north_east,catenary,0,0,1690006,460833.7237,4550000000
100% CO2 reduction by 2050,business_as_usual,2035,north_east,battery,54,1859007,1690006,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2035,north_west,diesel,0,0,14947379,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2035,north_west,hydrogen,40,17937528,14947940,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2035,north_west,biodiesel,0,0,14947379,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2035,north_west,catenary,0,0,14947940,460833.7237,4550000000
100% CO2 reduction by 2050,business_as_usual,2035,north_west,battery,48,16442734,14947940,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2035,south_east,diesel,0,0,7433172,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2035,south_east,hydrogen,41,8176796,7433451,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2035,south_east,biodiesel,0,0,7433172,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2035,south_east,catenary,0,0,7433451,460833.7237,4550000000
100% CO2 reduction by 2050,business_as_usual,2035,south_east,battery,39,8176796,7433451,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2035,south_west,diesel,0,0,8512490,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2035,south_west,hydrogen,41,10215372,8512810,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2035,south_west,biodiesel,0,0,8512490,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2035,south_west,catenary,0,0,8512810,460833.7237,4550000000
100% CO2 reduction by 2050,business_as_usual,2035,south_west,battery,51,10215372,8512810,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2035,texas,diesel,0,0,12649427,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2035,texas,hydrogen,54,15179882,12649902,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2035,texas,biodiesel,0,0,12649427,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2035,texas,catenary,0,0,12649902,460833.7237,4550000000
100% CO2 reduction by 2050,business_as_usual,2035,texas,battery,53,15179882,12649902,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2040,california,diesel,0,0,5972344,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2040,california,hydrogen,40,6569826,5972569,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2040,california,biodiesel,0,0,5972344,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2040,california,catenary,0,0,5972569,460833.7237,4550000000
100% CO2 reduction by 2050,business_as_usual,2040,california,battery,42,7167083,5972569,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2040,central,diesel,0,0,14460597,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2040,central,hydrogen,51,15907255,14461141,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2040,central,biodiesel,0,0,14460597,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2040,central,catenary,0,0,14461141,460833.7237,4550000000
100% CO2 reduction by 2050,business_as_usual,2040,central,battery,41,17353369,14461141,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2040,middle_atlantic,diesel,0,0,12624986,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2040,middle_atlantic,hydrogen,50,13888006,12625460,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2040,middle_atlantic,biodiesel,0,0,12624986,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2040,middle_atlantic,catenary,0,0,12625460,460833.7237,4550000000
100% CO2 reduction by 2050,business_as_usual,2040,middle_atlantic,battery,38,13888006,12625460,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2040,north_central,diesel,0,0,26200014,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2040,north_central,hydrogen,50,28821099,26200999,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2040,north_central,biodiesel,0,0,26200014,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2040,north_central,catenary,0,0,26200999,460833.7237,4550000000
100% CO2 reduction by 2050,business_as_usual,2040,north_central,battery,45,28821099,26200999,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2040,north_east,diesel,0,0,1689943,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2040,north_east,hydrogen,55,2028007,1690006,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2040,north_east,biodiesel,0,0,1689943,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2040,north_east,catenary,0,0,1690006,460833.7237,4550000000
100% CO2 reduction by 2050,business_as_usual,2040,north_east,battery,54,2028007,1690006,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2040,north_west,diesel,0,0,14947379,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2040,north_west,hydrogen,44,17937528,14947940,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2040,north_west,biodiesel,0,0,14947379,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2040,north_west,catenary,0,0,14947940,460833.7237,4550000000
100% CO2 reduction by 2050,business_as_usual,2040,north_west,battery,56,16442734,14947940,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2040,south_east,diesel,0,0,7433172,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2040,south_east,hydrogen,38,8920141,7433451,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2040,south_east,biodiesel,0,0,7433172,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2040,south_east,catenary,0,0,7433451,460833.7237,4550000000
100% CO2 reduction by 2050,business_as_usual,2040,south_east,battery,46,8176796,7433451,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2040,south_west,diesel,0,0,8512490,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2040,south_west,hydrogen,42,9364091,8512810,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2040,south_west,biodiesel,0,0,8512490,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2040,south_west,catenary,0,0,8512810,460833.7237,4550000000
100% CO2 reduction by 2050,business_as_usual,2040,south_west,battery,54,9364091,8512810,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2040,texas,diesel,0,0,12649427,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2040,texas,hydrogen,47,13914892,12649902,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2040,texas,biodiesel,0,0,12649427,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2040,texas,catenary,0,0,12649902,460833.7237,4550000000
100% CO2 reduction by 2050,business_as_usual,2040,texas,battery,38,13914892,12649902,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2045,california,diesel,0,0,5972344,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2045,california,hydrogen,46,6569826,5972569,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2045,california,biodiesel,0,0,5972344,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2045,california,catenary,0,0,5972569,460833.7237,4550000000
100% CO2 reduction by 2050,business_as_usual,2045,california,battery,40,7167083,5972569,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2045,central,diesel,0,0,14460597,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2045,central,hydrogen,51,17353369,14461141,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2045,central,biodiesel,0,0,14460597,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2045,central,catenary,0,0,14461141,460833.7237,4550000000
100% CO2 reduction by 2050,business_as_usual,2045,central,battery,50,17353369,14461141,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2045,middle_atlantic,diesel,0,0,12624986,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2045,middle_atlantic,hydrogen,38,15150552,12625460,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2045,middle_atlantic,biodiesel,0,0,12624986,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2045,middle_atlantic,catenary,0,0,12625460,460833.7237,4550000000
100% CO2 reduction by 2050,business_as_usual,2045,middle_atlantic,battery,45,15150552,12625460,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2045,north_central,diesel,0,0,26200014,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2045,north_central,hydrogen,38,28821099,26200999,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2045,north_central,biodiesel,0,0,26200014,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2045,north_central,catenary,0,0,26200999,460833.7237,4550000000
100% CO2 reduction by 2050,business_as_usual,2045,north_central,battery,41,31441199,26200999,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2045,north_east,diesel,0,0,1689943,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2045,north_east,hydrogen,56,1859007,1690006,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2045,north_east,biodiesel,0,0,1689943,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2045,north_east,catenary,0,0,1690006,460833.7237,4550000000
100% CO2 reduction by 2050,business_as_usual,2045,north_east,battery,50,2028007,1690006,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2045,north_west,diesel,0,0,14947379,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2045,north_west,hydrogen,54,16442734,14947940,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2045,north_west,biodiesel,0,0,14947379,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2045,north_west,catenary,0,0,14947940,460833.7237,4550000000
100% CO2 reduction by 2050,business_as_usual,2045,north_west,battery,53,17937528,14947940,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2045,south_east,diesel,0,0,7433172,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2045,south_east,hydrogen,39,8920141,7433451,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2045,south_east,biodiesel,0,0,7433172,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2045,south_east,catenary,0,0,7433451,460833.7237,4550000000
100% CO2 reduction by 2050,business_as_usual,2045,south_east,battery,38,8920141,7433451,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2045,south_west,diesel,0,0,8512490,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2045,south_west,hydrogen,42,9364091,8512810,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2045,south_west,biodiesel,0,0,8512490,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2045,south_west,catenary,0,0,8512810,460833.7237,4550000000
100% CO2 reduction by 2050,business_as_usual,2045,south_west,battery,53,10215372,8512810,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2045,texas,diesel,0,0,12649427,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2045,texas,hydrogen,51,15179882,12649902,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2045,texas,biodiesel,0,0,12649427,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2045,texas,catenary,0,0,12649902,460833.7237,4550000000
100% CO2 reduction by 2050,business_as_usual,2045,texas,battery,41,15179882,12649902,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2050,california,diesel,0,0,5972344,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2050,california,hydrogen,54,6569826,5972569,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2050,california,biodiesel,0,0,5972344,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2050,california,catenary,0,0,5972569,460833.7237,4550000000
100% CO2 reduction by 2050,business_as_usual,2050,california,battery,40,6569826,5972569,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2050,central,diesel,0,0,14460597,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2050,central,hydrogen,53,17353369,14461141,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2050,central,biodiesel,0,0,14460597,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2050,central,catenary,0,0,14461141,460833.7237,4550000000
100% CO2 reduction by 2050,business_as_usual,2050,central,battery,42,17353369,14461141,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2050,middle_atlantic,diesel,0,0,12624986,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2050,middle_atlantic,hydrogen,51,13888006,12625460,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2050,middle_atlantic,biodiesel,0,0,12624986,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2050,middle_atlantic,catenary,0,0,12625460,460833.7237,4550000000
100% CO2 reduction by 2050,business_as_usual,2050,middle_atlantic,battery,40,15150552,12625460,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2050,north_central,diesel,0,0,26200014,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2050,north_central,hydrogen,44,31441199,26200999,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2050,north_central,biodiesel,0,0,26200014,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2050,north_central,catenary,0,0,26200999,460833.7237,4550000000
100% CO2 reduction by 2050,business_as_usual,2050,north_central,battery,44,28821099,26200999,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2050,north_east,diesel,0,0,1689943,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2050,north_east,hydrogen,42,2028007,1690006,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2050,north_east,biodiesel,0,0,1689943,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2050,north_east,catenary,0,0,1690006,460833.7237,4550000000
100% CO2 reduction by 2050,business_as_usual,2050,north_east,battery,39,2028007,1690006,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2050,north_west,diesel,0,0,14947379,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2050,north_west,hydrogen,55,16442734,14947940,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2050,north_west,biodiesel,0,0,14947379,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2050,north_west,catenary,0,0,14947940,460833.7237,4550000000
100% CO2 reduction by 2050,business_as_usual,2050,north_west,battery,43,17937528,14947940,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2050,south_east,diesel,0,0,7433172,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2050,south_east,hydrogen,45,8920141,7433451,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2050,south_east,biodiesel,0,0,7433172,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2050,south_east,catenary,0,0,7433451,460833.7237,4550000000
100% CO2 reduction by 2050,business_as_usual,2050,south_east,battery,39,8176796,7433451,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2050,south_west,diesel,0,0,8512490,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2050,south_west,hydrogen,44,10215372,8512810,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2050,south_west,biodiesel,0,0,8512490,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2050,south_west,catenary,0,0,8512810,460833.7237,4550000000
100% CO2 reduction by 2050,business_as_usual,2050,south_west,battery,38,9364091,8512810,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2050,texas,diesel,0,0,12649427,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2050,texas,hydrogen,44,15179882,12649902,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2050,texas,biodiesel,0,0,12649427,460833.7237,455000000
100% CO2 reduction by 2050,business_as_usual,2050,texas,catenary,0,0,12649902,460833.7237,4550000000
100% CO2 reduction by 2050,business_as_usual,2050,texas,battery,48,15179882,12649902,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2025,california,diesel,0,0,5972344,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2025,california,hydrogen,41,7167083,5972569,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2025,california,biodiesel,0,0,5972344,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2025,california,catenary,0,0,5972569,460833.7237,4550000000
100% CO2 reduction by 2050,Agricultural Reduction,2025,california,battery,49,7167083,5972569,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2025,central,diesel,0,0,14460597,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2025,central,hydrogen,45,17353369,14461141,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2025,central,biodiesel,0,0,14460597,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2025,central,catenary,0,0,14461141,460833.7237,4550000000
100% CO2 reduction by 2050,Agricultural Reduction,2025,central,battery,46,17353369,14461141,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2025,middle_atlantic,diesel,0,0,12624986,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2025,middle_atlantic,hydrogen,56,13888006,12625460,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2025,middle_atlantic,biodiesel,0,0,12624986,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2025,middle_atlantic,catenary,0,0,12625460,460833.7237,4550000000
100% CO2 reduction by 2050,Agricultural Reduction,2025,middle_atlantic,battery,43,15150552,12625460,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2025,north_central,diesel,0,0,26200014,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2025,north_central,hydrogen,42,31441199,26200999,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2025,north_central,biodiesel,0,0,26200014,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2025,north_central,catenary,0,0,26200999,460833.7237,4550000000
100% CO2 reduction by 2050,Agricultural Reduction,2025,north_central,battery,55,31441199,26200999,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2025,north_east,diesel,0,0,1689943,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2025,north_east,hydrogen,48,2028007,1690006,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2025,north_east,biodiesel,0,0,1689943,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2025,north_east,catenary,0,0,1690006,460833.7237,4550000000
100% CO2 reduction by 2050,Agricultural Reduction,2025,north_east,battery,48,2028007,1690006,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2025,north_west,diesel,0,0,14947379,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2025,north_west,hydrogen,51,17937528,14947940,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2025,north_west,biodiesel,0,0,14947379,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2025,north_west,catenary,0,0,14947940,460833.7237,4550000000
100% CO2 reduction by 2050,Agricultural Reduction,2025,north_west,battery,48,16442734,14947940,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2025,south_east,diesel,0,0,7433172,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2025,south_east,hydrogen,51,8920141,7433451,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2025,south_east,biodiesel,0,0,7433172,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2025,south_east,catenary,0,0,7433451,460833.7237,4550000000
100% CO2 reduction by 2050,Agricultural Reduction,2025,south_east,battery,39,8920141,7433451,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2025,south_west,diesel,0,0,8512490,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2025,south_west,hydrogen,38,9364091,8512810,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2025,south_west,biodiesel,0,0,8512490,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2025,south_west,catenary,0,0,8512810,460833.7237,4550000000
100% CO2 reduction by 2050,Agricultural Reduction,2025,south_west,battery,47,9364091,8512810,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2025,texas,diesel,0,0,12649427,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2025,texas,hydrogen,51,13914892,12649902,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2025,texas,biodiesel,0,0,12649427,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2025,texas,catenary,0,0,12649902,460833.7237,4550000000
100% CO2 reduction by 2050,Agricultural Reduction,2025,texas,battery,38,15179882,12649902,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2030,california,diesel,0,0,5972344,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2030,california,hydrogen,53,6569826,5972569,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2030,california,biodiesel,0,0,5972344,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2030,california,catenary,0,0,5972569,460833.7237,4550000000
100% CO2 reduction by 2050,Agricultural Reduction,2030,california,battery,56,7167083,5972569,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2030,central,diesel,0,0,14460597,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2030,central,hydrogen,56,17353369,14461141,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2030,central,biodiesel,0,0,14460597,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2030,central,catenary,0,0,14461141,460833.7237,4550000000
100% CO2 reduction by 2050,Agricultural Reduction,2030,central,battery,44,15907255,14461141,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2030,middle_atlantic,diesel,0,0,12624986,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2030,middle_atlantic,hydrogen,49,15150552,12625460,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2030,middle_atlantic,biodiesel,0,0,12624986,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2030,middle_atlantic,catenary,0,0,12625460,460833.7237,4550000000
100% CO2 reduction by 2050,Agricultural Reduction,2030,middle_atlantic,battery,46,13888006,12625460,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2030,north_central,diesel,0,0,26200014,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2030,north_central,hydrogen,41,28821099,26200999,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2030,north_central,biodiesel,0,0,26200014,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2030,north_central,catenary,0,0,26200999,460833.7237,4550000000
100% CO2 reduction by 2050,Agricultural Reduction,2030,north_central,battery,41,28821099,26200999,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2030,north_east,diesel,0,0,1689943,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2030,north_east,hydrogen,44,2028007,1690006,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2030,north_east,biodiesel,0,0,1689943,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2030,north_east,catenary,0,0,1690006,460833.7237,4550000000
100% CO2 reduction by 2050,Agricultural Reduction,2030,north_east,battery,52,1859007,1690006,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2030,north_west,diesel,0,0,14947379,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2030,north_west,hydrogen,49,17937528,14947940,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2030,north_west,biodiesel,0,0,14947379,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2030,north_west,catenary,0,0,14947940,460833.7237,4550000000
100% CO2 reduction by 2050,Agricultural Reduction,2030,north_west,battery,47,17937528,14947940,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2030,south_east,diesel,0,0,7433172,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2030,south_east,hydrogen,43,8176796,7433451,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2030,south_east,biodiesel,0,0,7433172,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2030,south_east,catenary,0,0,7433451,460833.7237,4550000000
100% CO2 reduction by 2050,Agricultural Reduction,2030,south_east,battery,44,8176796,7433451,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2030,south_west,diesel,0,0,8512490,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2030,south_west,hydrogen,49,9364091,8512810,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2030,south_west,biodiesel,0,0,8512490,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2030,south_west,catenary,0,0,8512810,460833.7237,4550000000
100% CO2 reduction by 2050,Agricultural Reduction,2030,south_west,battery,48,9364091,8512810,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2030,texas,diesel,0,0,12649427,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2030,texas,hydrogen,47,15179882,12649902,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2030,texas,biodiesel,0,0,12649427,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2030,texas,catenary,0,0,12649902,460833.7237,4550000000
100% CO2 reduction by 2050,Agricultural Reduction,2030,texas,battery,41,15179882,12649902,460833.7237,455000000
100% CO2 reduction by 2050,Agricultural Reduction,2035,california,diesel,0,0,5972344,460833.7237,455000000
