energy_system_scenario,freight_demand_scenario,year,region,technology,number_of_charging_stations,operational_refueling_energy_use (GJ),energy_refueled_to_tenders&locomotives (GJ),cost_per_station ($),infrastructure_O&M_cost ($/year)
Reference/business as usual,Agricultural Reduction,2030,central,hydrogen,53,17353369,14461141,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2030,central,biodiesel,0,0,14460597,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2030,central,catenary,0,0,14461141,460833.7237,4550000000
Reference/business as usual,Agricultural Reduction,2030,central,battery,51,15907255,14461141,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2030,middle_atlantic,diesel,0,0,12624986,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2030,middle_atlantic,hydrogen,46,13888006,12625460,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2030,middle_atlantic,biodiesel,0,0,12624986,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2030,middle_atlantic,catenary,0,0,12625460,460833.7237,4550000000
Reference/business as usual,Agricultural Reduction,2030,middle_atlantic,battery,47,13888006,12625460,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2030,north_central,diesel,0,0,26200014,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2030,north_central,hydrogen,54,28821099,26200999,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2030,north_central,biodiesel,0,0,26200014,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2030,north_central,catenary,0,0,26200999,460833.7237,4550000000
Reference/business as usual,Agricultural Reduction,2030,north_central,battery,52,28821099,26200999,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2030,north_east,diesel,0,0,1689943,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2030,north_east,hydrogen,48,1859007,1690006,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2030,north_east,biodiesel,0,0,1689943,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2030,north_east,catenary,0,0,1690006,460833.7237,4550000000
Reference/business as usual,Agricultural Reduction,2030,north_east,battery,56,2028007,1690006,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2030,north_west,diesel,0,0,14947379,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2030,north_west,hydrogen,53,17937528,14947940,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2030,north_west,biodiesel,0,0,14947379,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2030,north_west,catenary,0,0,14947940,460833.7237,4550000000
Reference/business as usual,Agricultural Reduction,2030,north_west,battery,48,16442734,14947940,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2030,south_east,diesel,0,0,7433172,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2030,south_east,hydrogen,43,8176796,7433451,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2030,south_east,biodiesel,0,0,7433172,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2030,south_east,catenary,0,0,7433451,460833.7237,4550000000
Reference/business as usual,Agricultural Reduction,2030,south_east,battery,53,8920141,7433451,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2030,south_west,diesel,0,0,8512490,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2030,south_west,hydrogen,49,10215372,8512810,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2030,south_west,biodiesel,0,0,8512490,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2030,south_west,catenary,0,0,8512810,460833.7237,4550000000
Reference/business as usual,Agricultural Reduction,2030,south_west,battery,41,10215372,8512810,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2030,texas,diesel,0,0,12649427,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2030,texas,hydrogen,46,13914892,12649902,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2030,texas,biodiesel,0,0,12649427,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2030,texas,catenary,0,0,12649902,460833.7237,4550000000
Reference/business as usual,Agricultural Reduction,2030,texas,battery,41,13914892,12649902,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2035,california,diesel,0,0,5972344,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2035,california,hydrogen,54,7167083,5972569,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2035,california,biodiesel,0,0,5972344,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2035,california,catenary,0,0,5972569,460833.7237,4550000000
Reference/business as usual,Agricultural Reduction,2035,california,battery,38,6569826,5972569,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2035,central,diesel,0,0,14460597,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2035,central,hydrogen,54,15907255,14461141,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2035,central,biodiesel,0,0,14460597,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2035,central,catenary,0,0,14461141,460833.7237,4550000000
Reference/business as usual,Agricultural Reduction,2035,central,battery,38,17353369,14461141,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2035,middle_atlantic,diesel,0,0,12624986,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2035,middle_atlantic,hydrogen,52,15150552,12625460,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2035,middle_atlantic,biodiesel,0,0,12624986,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2035,middle_atlantic,catenary,0,0,12625460,460833.7237,4550000000
Reference/business as usual,Agricultural Reduction,2035,middle_atlantic,battery,45,13888006,12625460,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2035,north_central,diesel,0,0,26200014,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2035,north_central,hydrogen,42,28821099,26200999,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2035,north_central,biodiesel,0,0,26200014,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2035,north_central,catenary,0,0,26200999,460833.7237,4550000000
Reference/business as usual,Agricultural Reduction,2035,north_central,battery,39,31441199,26200999,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2035,north_east,diesel,0,0,1689943,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2035,north_east,hydrogen,55,2028007,1690006,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2035,north_east,biodiesel,0,0,1689943,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2035,north_east,catenary,0,0,1690006,460833.7237,4550000000
Reference/business as usual,Agricultural Reduction,2035,north_east,battery,44,2028007,1690006,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2035,north_west,diesel,0,0,14947379,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2035,north_west,hydrogen,40,16442734,14947940,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2035,north_west,biodiesel,0,0,14947379,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2035,north_west,catenary,0,0,14947940,460833.7237,4550000000
Reference/business as usual,Agricultural Reduction,2035,north_west,battery,38,17937528,14947940,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2035,south_east,diesel,0,0,7433172,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2035,south_east,hydrogen,48,8176796,7433451,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2035,south_east,biodiesel,0,0,7433172,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2035,south_east,catenary,0,0,7433451,460833.7237,4550000000
Reference/business as usual,Agricultural Reduction,2035,south_east,battery,55,8920141,7433451,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2035,south_west,diesel,0,0,8512490,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2035,south_west,hydrogen,42,9364091,8512810,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2035,south_west,biodiesel,0,0,8512490,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2035,south_west,catenary,0,0,8512810,460833.7237,4550000000
Reference/business as usual,Agricultural Reduction,2035,south_west,battery,56,10215372,8512810,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2035,texas,diesel,0,0,12649427,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2035,texas,hydrogen,54,15179882,12649902,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2035,texas,biodiesel,0,0,12649427,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2035,texas,catenary,0,0,12649902,460833.7237,4550000000
Reference/business as usual,Agricultural Reduction,2035,texas,battery,54,15179882,12649902,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2040,california,diesel,0,0,5972344,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2040,california,hydrogen,39,7167083,5972569,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2040,california,biodiesel,0,0,5972344,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2040,california,catenary,0,0,5972569,460833.7237,4550000000
Reference/business as usual,Agricultural Reduction,2040,california,battery,43,7167083,5972569,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2040,central,diesel,0,0,14460597,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2040,central,hydrogen,51,15907255,14461141,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2040,central,biodiesel,0,0,14460597,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2040,central,catenary,0,0,14461141,460833.7237,4550000000
Reference/business as usual,Agricultural Reduction,2040,central,battery,38,15907255,14461141,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2040,middle_atlantic,diesel,0,0,12624986,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2040,middle_atlantic,hydrogen,40,15150552,12625460,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2040,middle_atlantic,biodiesel,0,0,12624986,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2040,middle_atlantic,catenary,0,0,12625460,460833.7237,4550000000
Reference/business as usual,Agricultural Reduction,2040,middle_atlantic,battery,45,13888006,12625460,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2040,north_central,diesel,0,0,26200014,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2040,north_central,hydrogen,55,28821099,26200999,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2040,north_central,biodiesel,0,0,26200014,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2040,north_central,catenary,0,0,26200999,460833.7237,4550000000
Reference/business as usual,Agricultural Reduction,2040,north_central,battery,45,31441199,26200999,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2040,north_east,diesel,0,0,1689943,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2040,north_east,hydrogen,55,2028007,1690006,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2040,north_east,biodiesel,0,0,1689943,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2040,north_east,catenary,0,0,1690006,460833.7237,4550000000
Reference/business as usual,Agricultural Reduction,2040,north_east,battery,39,2028007,1690006,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2040,north_west,diesel,0,0,14947379,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2040,north_west,hydrogen,46,16442734,14947940,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2040,north_west,biodiesel,0,0,14947379,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2040,north_west,catenary,0,0,14947940,460833.7237,4550000000
Reference/business as usual,Agricultural Reduction,2040,north_west,battery,53,17937528,14947940,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2040,south_east,diesel,0,0,7433172,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2040,south_east,hydrogen,54,8176796,7433451,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2040,south_east,biodiesel,0,0,7433172,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2040,south_east,catenary,0,0,7433451,460833.7237,4550000000
Reference/business as usual,Agricultural Reduction,2040,south_east,battery,38,8920141,7433451,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2040,south_west,diesel,0,0,8512490,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2040,south_west,hydrogen,54,10215372,8512810,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2040,south_west,biodiesel,0,0,8512490,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2040,south_west,catenary,0,0,8512810,460833.7237,4550000000
Reference/business as usual,Agricultural Reduction,2040,south_west,battery,54,9364091,8512810,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2040,texas,diesel,0,0,12649427,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2040,texas,hydrogen,51,13914892,12649902,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2040,texas,biodiesel,0,0,12649427,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2040,texas,catenary,0,0,12649902,460833.7237,4550000000
Reference/business as usual,Agricultural Reduction,2040,texas,battery,39,13914892,12649902,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2045,california,diesel,0,0,5972344,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2045,california,hydrogen,39,7167083,5972569,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2045,california,biodiesel,0,0,5972344,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2045,california,catenary,0,0,5972569,460833.7237,4550000000
Reference/business as usual,Agricultural Reduction,2045,california,battery,55,6569826,5972569,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2045,central,diesel,0,0,14460597,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2045,central,hydrogen,53,17353369,14461141,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2045,central,biodiesel,0,0,14460597,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2045,central,catenary,0,0,14461141,460833.7237,4550000000
Reference/business as usual,Agricultural Reduction,2045,central,battery,55,15907255,14461141,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2045,middle_atlantic,diesel,0,0,12624986,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2045,middle_atlantic,hydrogen,46,13888006,12625460,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2045,middle_atlantic,biodiesel,0,0,12624986,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2045,middle_atlantic,catenary,0,0,12625460,460833.7237,4550000000
Reference/business as usual,Agricultural Reduction,2045,middle_atlantic,battery,47,15150552,12625460,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2045,north_central,diesel,0,0,26200014,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2045,north_central,hydrogen,39,31441199,26200999,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2045,north_central,biodiesel,0,0,26200014,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2045,north_central,catenary,0,0,26200999,460833.7237,4550000000
Reference/business as usual,Agricultural Reduction,2045,north_central,battery,42,31441199,26200999,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2045,north_east,diesel,0,0,1689943,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2045,north_east,hydrogen,39,1859007,1690006,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2045,north_east,biodiesel,0,0,1689943,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2045,north_east,catenary,0,0,1690006,460833.7237,4550000000
Reference/business as usual,Agricultural Reduction,2045,north_east,battery,42,2028007,1690006,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2045,north_west,diesel,0,0,14947379,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2045,north_west,hydrogen,40,17937528,14947940,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2045,north_west,biodiesel,0,0,14947379,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2045,north_west,catenary,0,0,14947940,460833.7237,4550000000
Reference/business as usual,Agricultural Reduction,2045,north_west,battery,53,16442734,14947940,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2045,south_east,diesel,0,0,7433172,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2045,south_east,hydrogen,41,8920141,7433451,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2045,south_east,biodiesel,0,0,7433172,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2045,south_east,catenary,0,0,7433451,460833.7237,4550000000
Reference/business as usual,Agricultural Reduction,2045,south_east,battery,40,8176796,7433451,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2045,south_west,diesel,0,0,8512490,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2045,south_west,hydrogen,46,9364091,8512810,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2045,south_west,biodiesel,0,0,8512490,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2045,south_west,catenary,0,0,8512810,460833.7237,4550000000
Reference/business as usual,Agricultural Reduction,2045,south_west,battery,50,9364091,8512810,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2045,texas,diesel,0,0,12649427,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2045,texas,hydrogen,47,15179882,12649902,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2045,texas,biodiesel,0,0,12649427,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2045,texas,catenary,0,0,12649902,460833.7237,4550000000
Reference/business as usual,Agricultural Reduction,2045,texas,battery,45,15179882,12649902,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2050,california,diesel,0,0,5972344,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2050,california,hydrogen,48,6569826,5972569,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2050,california,biodiesel,0,0,5972344,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2050,california,catenary,0,0,5972569,460833.7237,4550000000
Reference/business as usual,Agricultural Reduction,2050,california,battery,43,6569826,5972569,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2050,central,diesel,0,0,14460597,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2050,central,hydrogen,55,17353369,14461141,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2050,central,biodiesel,0,0,14460597,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2050,central,catenary,0,0,14461141,460833.7237,4550000000
Reference/business as usual,Agricultural Reduction,2050,central,battery,48,15907255,14461141,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2050,middle_atlantic,diesel,0,0,12624986,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2050,middle_atlantic,hydrogen,46,13888006,12625460,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2050,middle_atlantic,biodiesel,0,0,12624986,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2050,middle_atlantic,catenary,0,0,12625460,460833.7237,4550000000
Reference/business as usual,Agricultural Reduction,2050,middle_atlantic,battery,54,13888006,12625460,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2050,north_central,diesel,0,0,26200014,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2050,north_central,hydrogen,44,28821099,26200999,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2050,north_central,biodiesel,0,0,26200014,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2050,north_central,catenary,0,0,26200999,460833.7237,4550000000
Reference/business as usual,Agricultural Reduction,2050,north_central,battery,52,28821099,26200999,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2050,north_east,diesel,0,0,1689943,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2050,north_east,hydrogen,55,1859007,1690006,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2050,north_east,biodiesel,0,0,1689943,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2050,north_east,catenary,0,0,1690006,460833.7237,4550000000
Reference/business as usual,Agricultural Reduction,2050,north_east,battery,55,1859007,1690006,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2050,north_west,diesel,0,0,14947379,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2050,north_west,hydrogen,55,17937528,14947940,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2050,north_west,biodiesel,0,0,14947379,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2050,north_west,catenary,0,0,14947940,460833.7237,4550000000
Reference/business as usual,Agricultural Reduction,2050,north_west,battery,38,16442734,14947940,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2050,south_east,diesel,0,0,7433172,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2050,south_east,hydrogen,39,8176796,7433451,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2050,south_east,biodiesel,0,0,7433172,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2050,south_east,catenary,0,0,7433451,460833.7237,4550000000
Reference/business as usual,Agricultural Reduction,2050,south_east,battery,47,8920141,7433451,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2050,south_west,diesel,0,0,8512490,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2050,south_west,hydrogen,48,9364091,8512810,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2050,south_west,biodiesel,0,0,8512490,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2050,south_west,catenary,0,0,8512810,460833.7237,4550000000
Reference/business as usual,Agricultural Reduction,2050,south_west,battery,50,10215372,8512810,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2050,texas,diesel,0,0,12649427,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2050,texas,hydrogen,51,13914892,12649902,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2050,texas,biodiesel,0,0,12649427,460833.7237,455000000
Reference/business as usual,Agricultural Reduction,2050,texas,catenary,0,0,12649902,460833.7237,4550000000
Reference/business as usual,Agricultural Reduction,2050,texas,battery,55,15179882,12649902,460833.7237,455000000
Reference/business as usual,Maritime Activity Reduction,2025,california,diesel,0,0,5972344,460833.7237,455000000
Reference/business as usual,Maritime Activity Reduction,2025,california,hydrogen,52,7167083,5972569,460833.7237,455000000
Reference/business as usual,Maritime Activity Reduction,2025,california,biodiesel,0,0,5972344,460833.7237,455000000
Reference/business as usual,Maritime Activity Reduction,2025,california,catenary,0,0,5972569,460833.7237,4550000000
Reference/business as usual,Maritime Activity Reduction,2025,california,battery,48,6569826,5972569,460833.7237,455000000
Reference/business as usual,Maritime Activity Reduction,2025,central,diesel,0,0,14460597,460833.7237,455000000
Reference/business as usual,Maritime Activity Reduction,2025,central,hydrogen,56,15907255,14461141,460833.7237,455000000
Reference/business as usual,Maritime Activity Reduction,2025,central,biodiesel,0,0,14460597,460833.7237,455000000
Reference/business as usual,Maritime Activity Reduction,2025,central,catenary,0,0,14461141,460833.7237,4550000000
Reference/business as usual,Maritime Activity Reduction,2025,central,battery,53,17353369,14461141,460833.7237,455000000
Reference/business as usual,Maritime Activity Reduction,2025,middle_atlantic,diesel,0,0,12624986,460833.7237,455000000
Reference/business as usual,Maritime Activity Reduction,2025,middle_atlantic,hydrogen,52,13888006,12625460,460833.7237,455000000
Reference/business as usual,Maritime Activity Reduction,2025,middle_atlantic,biodiesel,0,0,12624986,460833.7237,455000000
Reference/business as usual,Maritime Activity Reduction,2025,middle_atlantic,catenary,0,0,12625460,460833.7237,4550000000
Reference/business as usual,Maritime Activity Reduction,2025,middle_atlantic,battery,47,13888006,12625460,460833.7237,455000000
Reference/business as usual,Maritime Activity Reduction,2025,north_central,diesel,0,0,26200014,460833.7237,455000000
Reference/business as usual,Maritime Activity Reduction,2025,north_central,hydrogen,50,28821099,26200999,460833.7237,455000000
Reference/business as usual,Maritime Activity Reduction,2025,north_central,biodiesel,0,0,26200014,460833.7237,455000000
Reference/business as usual,Maritime Activity Reduction,2025,north_central,catenary,0,0,26200999,460833.7237,4550000000
Reference/business as usual,Maritime Activity Reduction,2025,north_central,battery,48,31441199,26200999,460833.7237,455000000
Reference/business as usual,Maritime Activity Reduction,2025,north_east,diesel,0,0,1689943,460833.7237,455000000
Reference/business as usual,Maritime Activity Reduction,2025,north_east,hydrogen,47,1859007,1690006,460833.7237,455000000
Reference/business as usual,Maritime Activity Reduction,2025,north_east,biodiesel,0,0,1689943,460833.7237,455000000
Reference/business as usual,Maritime Activity Reduction,2025,north_east,catenary,0,0,1690006,460833.7237,4550000000
Reference/business as usual,Maritime Activity Reduction,2025,north_east,battery,40,2028007,1690006,460833.7237,455000000
Reference/business as usual,Maritime Activity Reduction,2025,north_west,diesel,0,0,14947379,460833.7237,455000000
Reference/business as usual,Maritime Activity Reduction,2025,north_west,hydrogen,43,16442734,14947940,460833.7237,455000000
Reference/business as usual,Maritime Activity Reduction,2025,north_west,biodiesel,0,0,14947379,460833.7237,455000000
Reference/business as usual,Maritime Activity Reduction,2025,north_west,catenary,0,0,14947940,460833.7237,4550000000
Reference/business as usual,Maritime Activity Reduction,2025,north_west,battery,56,16442734,14947940,460833.7237,455000000
Reference/business as usual,Maritime Activity Reduction,2025,south_east,diesel,0,0,7433172,460833.7237,455000000
Reference/business as usual,Maritime Activity Reduction,2025,south_east,hydrogen,51,8920141,7433451,460833.7237,455000000
Reference/business as usual,Maritime Activity Reduction,2025,south_east,biodiesel,0,0,7433172,460833.7237,455000000
Reference/business as usual,Maritime Activity Reduction,2025,south_east,catenary,0,0,7433451,460833.7237,4550000000
Reference/business as usual,Maritime Activity Reduction,2025,south_east,battery,56,8176796,7433451,460833.7237,455000000
Reference/business as usual,Maritime Activity Reduction,2025,south_west,diesel,0,0,8512490,460833.7237,455000000
Reference/business as usual,Maritime Activity Reduction,2025,south_west,hydrogen,50,9364091,8512810,460833.7237,455000000
Reference/business as usual,Maritime Activity Reduction,2025,south_west,biodiesel,0,0,8512490,460833.7237,455000000
Reference/business as usual,Maritime Activity Reduction,2025,south_west,catenary,0,0,8512810,460833.7237,4550000000
Reference/business as usual,Maritime Activity Reduction,2025,south_west,battery,48,9364091,8512810,460833.7237,455000000
Reference/business as usual,Maritime Activity Reduction,2025,texas,diesel,0,0,12649427,460833.7237,455000000
Reference/business as usual,Maritime Activity Reduction,2025,texas,hydrogen,45,13914892,12649902,460833.7237,455000000
Reference/business as usual,Maritime Activity Reduction,2025,texas,biodiesel,0,0,12649427,460833.7237,455000000
Reference/business as usual,Maritime Activity Reduction,2025,texas,catenary,0,0,12649902,460833.7237,4550000000
Reference/business as usual,Maritime Activity Reduction,2025,texas,battery,42,13914892,12649902,460833.7237,455000000
Reference/business as usual,Maritime Activity Reduction,2030,california,diesel,0,0,5972344,460833.7237,455000000
Reference/business as usual,Maritime Activity Reduction,2030,california,hydrogen,50,6569826,5972569,460833.7237,455000000
Reference/business as usual,Maritime Activity Reduction,2030,california,biodiesel,0,0,5972344,460833.7237,455000000
Reference/business as usual,Maritime Activity Reduction,2030,california,catenary,0,0,5972569,460833.7237,4550000000
Reference/business as usual,Maritime Activity Reduction,2030,california,battery,45,6569826,5972569,460833.7237,455000000
Reference/business as usual,Maritime Activity Reduction,2030,central,diesel,0,0,14460597,460833.7237,455000000
Reference/business as usual,Maritime Activity Reduction,2030,central,hydrogen,49,15907255,14461141,460833.7237,455000000
Reference/business as usual,Maritime Activity Reduction,2030,central,biodiesel,0,0,14460597,460833.7237,455000000
Reference/business as usual,Maritime Activity Reduction,2030,central,catenary,0,0,14461141,460833.7237,4550000000
Reference/business as usual,Maritime Activity Reduction,2030,central,battery,41,17353369,14461141,460833.7237,455000000
Reference/business as usual,Maritime Activity Reduction,2030,middle_atlantic,diesel,0,0,12624986,460833.7237,455000000
Reference/business as usual,Maritime Activity Reduction,2030,middle_atlantic,hydrogen,41,15150552,12625460,460833.7237,455000000
Reference/business as usual,Maritime Activity Reduction,2030,middle_atlantic,biodiesel,0,0,12624986,460833.7237,455000000
Reference/business as usual,Maritime Activity Reduction,2030,middle_atlantic,catenary,0,0,12625460,460833.7237,4550000000
