Dist(mi),SpdLim(mph),Grade(%),Curve(Doc),Catenary(Y/N),Elev
310.996917,60.0,0.045,1.171,0,4019.061899
311.3076025,60.0,-0.215,0.378,0,4015.5369
311.6182818,60.0,0.865,0.78,0,4029.730122
311.927704,60.0,0.007,1.031,0,4029.845886
312.2383895,60.0,0.36,0.393,0,4035.746626
312.5462223,60.0,2.084,1.289,1,4069.622586
312.8569078,60.0,0.403,0.631,0,4076.237703
313.1675933,60.0,-0.748,0.001,0,4063.968297
313.4782788,60.0,-0.88,0.0,0,4049.532607
313.7889643,60.0,-2.31,0.0,0,4011.638918
314.0996498,60.0,0.022,0.0,0,4011.999812
314.4103353,60.0,-0.388,0.0,0,4005.634985
314.7210208,60.0,-0.832,0.0,0,3991.986695
315.0317063,60.0,0.045,0.078,0,3992.72699
315.3422365,60.0,0.491,0.781,0,4000.785208
315.6525821,60.0,-0.154,0.843,0,3998.253782
315.9632676,60.0,0.176,0.14,0,4001.134089
316.2739531,60.0,0.292,0.0,0,4005.924118
316.5846386,60.0,0.459,0.021,0,4013.451116
316.8952893,60.0,-1.159,0.783,0,3994.443977
317.2054062,60.0,0.863,0.898,0,4008.582264
317.5160917,60.0,-1.422,0.059,0,3985.26157
317.8265405,60.0,0.56,0.582,0,3994.435636
318.1371868,60.0,-1.786,0.514,0,3965.147095
318.4478543,60.0,-0.94,1.047,0,3949.725248
318.7554267,59.6151046,-1.467,1.608,0,3925.900947
319.0661122,60.0,-0.535,0.536,0,3917.132005
319.3767977,60.0,-0.608,0.0,0,3907.158271
319.6874832,60.0,0.594,0.295,0,3916.899289
319.996711,60.0,0.635,1.216,0,3927.273243
320.3073803,60.0,0.545,0.929,0,3936.216086
320.6180658,60.0,0.271,0.014,0,3940.654596
320.9287513,60.0,1.79,0.0,0,3970.018104
321.2394368,60.0,0.912,0.0,0,3984.978728
321.5501223,60.0,0.362,0.546,0,3990.914252
321.8584336,60.0,-0.21,1.09,0,3987.490437
322.1691191,60.0,-0.967,0.536,0,3971.635028
322.4798046,60.0,-1.167,0.275,0,3952.49131
322.7892784,60.0,-0.329,0.855,0,3947.111751
323.0999639,60.0,-1.217,0.569,0,3927.143698
323.4077706,59.72685791,-0.12,1.602,0,3925.199479
323.7184343,53.67658296,0.393,1.983,0,3931.651694
324.0233231,50.0720826,-1.115,2.279,0,3913.696722
324.3340086,60.0,-0.918,0.695,0,3898.634539
324.6446941,60.0,-0.183,0.081,0,3895.636363
324.9552068,60.0,0.626,0.291,0,3905.899412
325.2658923,60.0,0.002,0.048,0,3905.931028
325.5752543,60.0,0.054,1.211,0,3906.82047
325.8858832,60.0,0.733,0.68,0,3918.847898
326.1965246,60.0,0.212,0.909,0,3922.331452
326.5037136,51.35242532,0.566,2.167,0,3931.512892
326.8141071,60.0,1.247,1.54,0,3951.944759
327.1247205,60.0,1.336,0.851,0,3973.861241
327.4343161,60.0,1.501,1.035,0,3998.389812
327.7446959,60.0,0.898,0.616,0,4013.098206
328.054957,60.0,0.86,0.909,0,4027.178382
328.3656425,60.0,1.752,0.2,0,4055.918375
328.6755451,60.0,-0.751,0.733,0,4043.635404
328.9862306,60.0,0.07,0.292,0,4044.778497
329.2965346,60.0,1.777,1.318,0,4073.890487
329.6057692,60.0,-0.494,1.511,0,4065.821912
329.9164547,60.0,-0.795,0.277,0,4052.781746
330.2271402,60.0,-1.684,0.0,0,4025.157085
330.5378257,60.0,0.024,0.0,0,4025.550788
330.8485112,60.0,1.11,0.0,0,4043.759447
331.1591967,60.0,0.27,0.0,0,4048.188581
331.4698822,60.0,-0.224,0.003,0,4044.51625
331.7805677,60.0,-0.048,0.005,0,4043.732408
332.0912532,60.0,0.088,0.002,0,4045.177328
332.4019387,60.0,0.378,0.0,0,4051.378116
332.7126242,60.0,-0.826,0.0,0,4037.828253
333.0233097,60.0,-1.344,0.0,0,4015.781017
333.3339952,60.0,-0.98,0.0,0,3999.704909
333.6446807,60.0,0.014,0.0,0,3999.93457
333.9553662,60.0,-0.023,0.224,0,3999.556727
334.265516,60.0,-0.976,0.594,0,3983.574464
334.5762015,60.0,-2.039,0.369,0,3950.122281
334.886887,60.0,0.198,0.012,0,3953.378355
335.1975663,60.0,-0.14,0.189,0,3951.074554
335.5082375,60.0,0.445,0.185,0,3958.381163
335.818923,60.0,1.206,0.009,0,3978.170218
336.1296085,60.0,-0.29,0.0,0,3973.413002
336.440294,60.0,-0.826,0.0,0,3959.863138
336.7509795,60.0,-0.114,0.0,0,3957.99306
337.061665,60.0,-1.315,0.287,0,3936.429416
337.3708866,60.0,-0.574,1.013,0,3927.051817
337.6815721,60.0,1.324,0.712,0,3948.779138
337.9922514,60.0,0.502,0.954,0,3957.016768
338.2996473,59.73640705,-0.492,1.601,0,3949.034084
338.6103328,60.0,1.442,0.639,0,3972.681894
338.9210183,60.0,0.214,0.001,0,3976.192793
339.2317038,60.0,-0.022,0.001,0,3975.832264
339.5423893,60.0,-1.526,0.0,0,3950.799472
339.8530748,60.0,0.382,0.0,0,3957.065881
340.1637603,60.0,0.006,0.0,0,3957.16431
340.4744458,60.0,-1.07,0.0,0,3939.611828
340.7851313,60.0,-1.21,0.0,0,3919.76276
341.0958168,60.0,-1.076,0.0,0,3902.111854
341.4065023,60.0,-0.406,0.0,0,3895.451757
341.7171878,60.0,-0.322,0.0,0,3890.169612
342.0278733,60.0,-0.09,0.0,0,3888.693242
342.3385588,60.0,-0.164,0.002,0,3886.00429
342.6492443,60.0,-0.088,0.003,0,3884.562876
342.9599298,60.0,-0.296,0.001,0,3879.708047
343.2706153,60.0,-1.221,0.171,0,3859.675661
343.5805819,60.0,0.036,0.698,0,3860.263907
343.8911711,60.0,-0.048,0.394,0,3859.472458
344.2018566,60.0,0.314,0.255,0,3864.62694
344.5112154,60.0,-2.966,0.782,0,3816.18747
344.8219009,60.0,3.006,0.391,1,3865.492419
345.1325864,60.0,-1.544,0.0,0,3840.164352
345.4432719,60.0,1.346,0.0,0,3862.244405
345.7539574,60.0,-0.02,0.0,0,3861.916328
346.0646429,60.0,-0.021,0.377,0,3861.573194
346.3733972,60.0,0.068,1.546,0,3862.679651
346.6839628,60.0,-0.594,1.202,0,3852.936289
346.9946483,60.0,0.059,0.024,0,3853.903287
347.305312,60.0,0.029,1.417,0,3854.374015
347.6093613,38.5857443,-0.141,3.838,0,3852.114205
347.9162583,43.99494996,0.391,2.952,0,3858.456901
348.2269438,60.0,-0.542,0.559,0,3849.571943
348.5376293,60.0,-0.01,0.0,0,3849.407985
348.8483148,60.0,-0.002,0.0,0,3849.375233
349.1590003,60.0,-0.01,0.088,0,3849.203518
349.4695417,60.0,0.037,0.816,0,3849.804241
349.7790814,57.63367929,0.017,1.72,0,3850.075878
350.0889367,60.0,0.103,1.309,0,3851.753041
350.3996222,60.0,0.017,0.319,0,3852.028137
350.7103077,60.0,0.662,0.0,0,3862.887713
351.0209932,60.0,0.074,0.0,0,3864.101624
351.3316787,60.0,-0.138,0.0,0,3861.837854
351.6423642,60.0,0.002,0.0,0,3861.870706
351.9530497,60.0,0.0,0.0,0,3861.870764
352.2637352,60.0,0.35,0.0,0,3867.612261
352.5744207,60.0,0.26,0.0,0,3871.877356
352.8851062,60.0,0.108,0.0,0,3873.64903
353.1957917,60.0,0.922,0.144,0,3888.770044
353.5060398,60.0,0.343,1.017,0,3894.390785
353.8156466,60.0,0.261,1.395,0,3898.649548
354.1263289,60.0,-0.181,0.521,0,3895.677793
354.4370144,60.0,-0.11,0.002,0,3893.874799
354.7476999,60.0,-0.276,0.0,0,3889.347242
355.0583854,60.0,-0.148,0.0,0,3886.919482
355.3690709,60.0,-0.186,0.0,0,3883.86841
355.6797564,60.0,0.0,0.007,0,3883.872769
355.9904419,60.0,0.0,0.007,0,3883.877642
356.3011274,60.0,-0.002,0.001,0,3883.845301
356.6118129,60.0,-0.304,0.0,0,3878.858426
356.9224984,60.0,-0.002,0.0,0,3878.825721
357.2331839,60.0,-0.142,0.0,0,3876.496441
357.5438694,60.0,-0.162,0.0,0,3873.839025
357.8545549,60.0,-0.304,0.003,0,3868.854357
358.1652404,60.0,0.016,0.005,0,3869.120107
358.4759259,60.0,-0.012,0.002,0,3868.924271
358.7866114,60.0,-0.298,0.0,0,3864.035863
359.0952663,60.0,-0.213,0.0,0,3860.558216
359.3407917,60.0,-0.514,0.0,0,3853.898113
359.6514772,60.0,-0.472,0.0,0,3846.155333
359.9621627,60.0,0.068,0.0,0,3847.270892
360.2728482,60.0,-0.146,0.0,0,3844.875938
360.2966945,60.0,0.026,0.0,0,3844.908751
360.6073682,60.0,0.014,0.0,0,3845.138409
360.9170278,59.28854008,0.292,1.626,0,3849.908918
361.2268309,60.0,0.053,1.317,0,3850.770601
361.5375164,60.0,0.013,0.335,0,3850.990201
361.8482019,60.0,0.0,0.0,0,3850.990215
362.1588874,60.0,0.002,0.0,0,3851.023038
362.4695729,60.0,0.0,0.0,0,3851.023056
362.7802584,60.0,-0.242,0.0,0,3847.053265
363.0909439,60.0,-0.064,0.0,0,3846.003409
363.4016294,60.0,-0.002,0.0,0,3845.970601
363.7123149,60.0,0.002,0.0,0,3846.003409
364.0230004,60.0,-0.284,0.0,0,3841.344625
364.3336859,60.0,-0.022,0.0,0,3840.983758
364.6443714,60.0,-0.01,0.0,0,3840.819739
364.9550569,60.0,-0.252,0.0,0,3836.685892
365.2657424,60.0,-0.038,0.0,0,3836.062545
365.5764279,60.0,-0.002,0.0,0,3836.029753
365.8871134,60.0,-0.308,0.0,0,3830.977274
366.1977989,60.0,0.0,0.0,0,3830.977287
366.5084844,60.0,0.03,0.0,0,3831.469431
366.8191699,60.0,-0.03,0.0,0,3830.977316
367.1298554,60.0,0.0,0.0,0,3830.977326
367.4405409,60.0,0.002,0.0,0,3831.010151
367.7512264,60.0,-0.304,0.0,0,3826.02329
368.0619119,60.0,-0.306,0.0,0,3821.003625
368.3725974,60.0,-0.242,0.0,0,3817.033828
368.6832829,60.0,-0.356,0.0,0,3811.19394
368.9939684,60.0,0.294,0.0,0,3816.016774
369.3046539,60.0,0.024,0.0,0,3816.41049
369.6153394,60.0,-0.026,0.003,0,3815.98605
369.9260249,60.0,0.042,0.004,0,3816.67756
370.2367104,60.0,-0.02,0.001,0,3816.349921
370.5473959,60.0,-0.022,0.0,0,3815.989044
370.8580814,60.0,-0.304,0.0,0,3811.002184
371.1687669,60.0,0.0,0.0,0,3811.002193
371.4794524,60.0,0.022,0.0,0,3811.363102
371.7901379,60.0,-0.024,0.0,0,3810.969413
372.1008234,60.0,0.002,0.0,0,3811.002231
372.4115089,60.0,-0.284,0.0,0,3806.343463
372.7221944,60.0,-0.02,0.0,0,3806.015395
373.0328799,60.0,-0.228,0.0,0,3802.275241
373.3435654,60.0,-0.082,0.0,0,3800.930112
373.6542509,60.0,0.004,0.0,0,3800.995746
373.9649364,60.0,0.002,0.0,0,3801.028563
374.2756219,60.0,-0.002,0.0,0,3800.995769
374.5863074,60.0,0.015,0.378,0,3801.243803
374.8961143,60.0,0.05,1.245,0,3802.058646
375.206473,60.0,0.04,1.002,0,3802.715363
375.5171585,60.0,0.003,0.137,0,3802.772454
375.827844,60.0,0.002,0.0,0,3802.805266
376.1385295,60.0,-0.002,0.0,0,3802.772461
376.449215,60.0,0.004,0.0,0,3802.83808
376.7599005,60.0,-0.108,0.0,0,3801.06643
377.070586,60.0,-0.156,0.0,0,3798.50738
377.3812715,60.0,-0.132,0.0,0,3796.342029
377.691957,60.0,-1.35,0.001,0,3774.197155
378.0026425,60.0,1.186,0.002,0,3793.654031
378.313328,60.0,0.254,0.001,0,3797.82141
378.6240135,60.0,0.0,0.0,0,3797.82141
378.934699,60.0,-0.324,0.0,0,3792.506451
379.2453845,60.0,0.032,0.0,0,3793.031387
379.55607,60.0,0.172,0.0,0,3795.852917
379.8667555,60.0,-0.012,0.0,0,3795.656073
380.177441,60.0,-0.048,0.0,0,3794.868672
380.4881265,60.0,-0.062,0.0,0,3793.851612
380.798812,60.0,0.01,0.0,0,3794.015655
381.1094975,60.0,0.11,0.0,0,3795.820121
381.420183,60.0,-0.026,0.0,0,3795.393618
381.7308685,60.0,-0.054,0.0,0,3794.507796
382.041554,60.0,-0.01,0.0,0,3794.343757
382.3522395,60.0,-0.032,0.0,0,3793.818827
382.662925,60.0,-0.048,0.0,0,3793.031429
382.9736105,60.0,-0.014,0.0,0,3792.80177
383.284296,60.0,0.002,0.0,0,3792.834582
383.5949815,60.0,0.002,0.001,0,3792.867909
383.905667,60.0,-0.004,0.008,0,3792.807344
384.2163525,60.0,-0.002,0.007,0,3792.779077
384.527038,60.0,0.0,0.0,0,3792.779082
384.8377235,60.0,-0.01,0.0,0,3792.61504
385.148409,60.0,0.012,0.0,0,3792.811891
385.4590945,60.0,-0.002,0.0,0,3792.779083
385.76978,60.0,0.002,0.003,0,3792.814085
386.0804655,60.0,0.0,0.005,0,3792.817231
386.391151,60.0,0.0,0.001,0,3792.818186
386.7018365,60.0,-0.048,0.0,0,3792.030789
387.012522,60.0,-0.236,0.0,0,3788.159402
387.3232075,60.0,-0.022,0.0,0,3787.798513
387.633893,60.0,0.0,0.009,0,3787.804188
387.9445785,60.0,0.0,0.006,0,3787.807855
388.255264,60.0,0.004,0.009,0,3787.879467
388.5659495,60.0,-0.004,0.006,0,3787.817838
388.876635,60.0,0.0,0.0,0,3787.817843
389.1873205,60.0,0.0,0.0,0,3787.817847
389.498006,60.0,-0.15,0.0,0,3785.357218
389.8086915,60.0,-0.022,0.0,0,3784.996328
390.119377,60.0,-0.026,0.0,0,3784.569997
390.4300618,60.0,-0.071,0.031,0,3783.409104
390.74071,60.0,0.03,0.004,0,3783.904096
391.0513955,60.0,0.029,0.035,0,3784.386311
391.362081,60.0,0.08,0.0,0,3785.698651
391.6727665,60.0,0.004,0.0,0,3785.76427
391.983452,60.0,-0.176,0.004,0,3782.879648
392.2941375,60.0,-0.001,0.037,0,3782.870959
392.5057187,60.0,0.01,0.037,0,3782.98581
392.6055942,60.0,-0.006,0.0,0,3782.953001
392.9162797,60.0,-0.254,0.0,0,3778.786336
393.2269652,60.0,-0.048,0.0,0,3777.998938
393.5376507,60.0,0.059,0.223,0,3778.965537
393.8477278,60.0,-0.006,1.157,0,3778.870158
394.1572992,54.86067499,-0.137,1.899,0,3776.633819
394.4672291,60.0,0.264,1.243,0,3780.958099
394.7779146,60.0,0.007,0.28,0,3781.076204
395.0886001,60.0,-0.002,0.0,0,3781.043467
395.3992856,60.0,0.016,0.4,0,3781.306061
395.7089111,60.0,-0.23,1.273,0,3777.545376
396.0191983,60.0,-0.502,0.875,0,3769.3259
396.3295961,60.0,-2.471,0.273,0,3728.822241
396.6399342,60.0,2.408,0.594,1,3768.286481
396.9506197,60.0,0.013,0.316,0,3768.493907
397.2613052,60.0,0.003,0.071,0,3768.540489
397.5718049,60.0,0.037,0.874,0,3769.146685
397.881431,59.76761517,0.072,1.6,0,3770.323991
398.1919438,60.0,0.045,0.869,0,3771.057791
398.5026293,60.0,0.015,0.077,0,3771.305102
398.8133148,60.0,-0.338,0.0,0,3765.760488
399.1240003,60.0,0.0,0.0,0,3765.760491
399.4346858,60.0,0.0,0.0,0,3765.760494
399.7453713,60.0,0.0,0.0,0,3765.760496
400.0560568,60.0,0.0,0.0,0,3765.760498
400.3667423,60.0,0.002,0.0,0,3765.79331
400.6774278,60.0,0.002,0.0,0,3765.826121
400.9881133,60.0,0.005,0.027,0,3765.909186
401.2987627,60.0,0.008,0.092,0,3766.035372
401.6092755,60.0,0.029,0.775,0,3766.510689
401.9195061,60.0,0.035,0.87,0,3767.080996
402.2301916,60.0,0.002,0.16,0,3767.120691
402.5408771,60.0,0.004,0.143,0,3767.181749
402.8512967,60.0,0.02,0.399,0,3767.50916
403.1619822,60.0,0.072,0.256,0,3768.694175
403.4726677,60.0,-0.086,0.0,0,3767.283452
403.7833532,60.0,0.021,0.033,0,3767.633227
404.0940144,60.0,-0.124,0.443,0,3765.594468
404.403912,60.0,-0.074,0.966,0,3764.389369
404.7145944,60.0,-0.032,0.559,0,3763.870395
405.0252799,60.0,0.144,0.005,0,3766.236204
405.3359654,60.0,-0.09,0.0,0,3764.759832
405.6466509,60.0,0.434,0.0,0,3771.879265
405.9573364,60.0,0.074,0.0,0,3773.093186
406.2680219,60.0,-0.024,0.0,0,3772.699495
406.5787074,60.0,-0.084,0.0,0,3771.321553
406.8893929,60.0,0.08,0.26,0,3772.640641
407.1994067,60.0,-0.011,1.176,0,3772.459242
407.5089129,54.71160248,0.002,1.909,0,3772.493192
407.818726,60.0,-0.02,1.346,0,3772.160048
408.1294115,60.0,0.209,0.32,0,3775.585561
408.4400622,60.0,-0.047,0.188,0,3774.822832
408.7506607,60.0,-0.057,0.032,0,3773.892058
409.0613462,60.0,-0.038,0.04,0,3773.262242
409.3715582,60.0,0.031,1.081,0,3773.773368
409.6810724,56.22085797,-0.006,1.808,0,3773.675634
409.9904449,54.32022573,0.116,1.937,0,3775.564354
410.3006451,60.0,-0.123,1.244,0,3773.557641
410.6113306,60.0,0.085,0.181,0,3774.956014
410.9220161,60.0,-0.172,0.0,0,3772.134518
411.2327016,60.0,-0.15,0.0,0,3769.673901
411.5433871,60.0,-0.204,0.001,0,3766.328028
411.8540726,60.0,-1.352,0.001,0,3744.150199
412.1647581,60.0,1.362,0.0,0,3766.492798
412.4754436,60.0,0.026,0.0,0,3766.919337
412.7861291,60.0,-0.048,0.0,0,3766.131966
413.0968146,60.0,-0.104,0.0,0,3764.425962
413.4075001,60.0,0.032,0.0,0,3764.95093
413.7181856,60.0,-0.12,0.0,0,3762.982625
414.0288711,60.0,0.118,0.0,0,3764.918454
414.3395566,60.0,-0.218,0.0,0,3761.342371
414.6502421,60.0,0.178,0.0,0,3764.262347
414.9609276,60.0,-0.054,0.0,0,3763.376551
415.2716131,60.0,-0.09,0.0,0,3761.9002
415.5822986,60.0,-0.032,0.0,0,3761.375413
415.8929841,60.0,0.019,0.034,0,3761.693321
416.2036317,60.0,-0.096,0.047,0,3760.116537
416.4125323,60.0,0.005,0.047,0,3760.170075
416.4266073,60.0,0.11,0.0,0,3760.252096
416.7372928,60.0,0.129,0.0,0,3762.368237
416.8086026,60.0,0.057,0.0,0,3762.581492
417.1192881,60.0,0.026,0.0,0,3763.008001
417.4299736,60.0,0.0,0.0,0,3763.008037
417.7406591,60.0,0.133,0.001,0,3765.190115
418.0513446,60.0,0.033,0.001,0,3765.731749
418.3620301,60.0,0.085,0.0,0,3767.126168
418.6727156,60.0,0.075,0.0,0,3768.356593
418.9834011,60.0,-0.094,0.0,0,3766.814715
419.2940866,60.0,-0.084,0.0,0,3765.436877
419.4265785,60.0,0.035,0.0,0,3765.682989
419.6241744,60.0,0.0,0.0,0,3765.682989
419.9348599,39.94216721,0.377,3.582,0,3771.861392
420.2455454,60.0,0.383,0.0,0,3778.144233
420.5562309,60.0,0.387,0.0,0,3784.492806
420.8669164,60.0,0.452,0.0,0,3791.907665
421.1776019,60.0,0.461,0.0,0,3799.470025
421.4882874,60.0,0.321,0.002,0,3804.73635
421.7989729,60.0,0.307,0.002,0,3809.773123
422.1096584,60.0,0.545,0.0,0,3818.713466
422.4203439,60.0,0.586,0.0,0,3828.326468
422.7310294,60.0,0.444,0.0,0,3835.609942
423.0417149,60.0,0.273,0.0,0,3840.088418
423.3524004,60.0,0.516,0.0,0,3848.553104
423.6630859,60.0,0.618,0.0,0,3858.690931
423.9737714,60.0,0.408,0.001,0,3865.384008
424.2844569,60.0,0.496,0.0,0,3873.520615
424.5951424,60.0,0.533,0.0,0,3882.264126
424.9058279,60.0,0.531,0.0,0,3890.974889
425.2165134,60.0,0.668,0.001,0,3901.93311
425.5271989,60.0,0.747,0.001,0,3914.187395
425.8378844,60.0,0.718,0.001,0,3925.965892
426.1485699,60.0,0.677,0.0,0,3937.071674
426.4592554,60.0,0.709,0.001,0,3948.702446
426.7699409,60.0,0.597,0.0,0,3958.495884
427.0806264,60.0,0.637,0.0,0,3968.945355
427.3913119,60.0,0.56,0.0,0,3978.131704
427.7019974,60.0,0.47,0.0,0,3985.841803
428.0126829,60.0,0.465,0.001,0,3993.469977
428.3233597,60.0,0.731,0.011,0,4005.465143
428.6205894,60.0,-0.077,1.397,0,4004.263058
428.929839,42.3729765,-0.918,3.183,0,3989.275499
429.2384155,60.0,-0.121,0.456,0,3987.307961
429.5473767,48.52154126,-0.943,2.427,0,3971.925308
429.8580622,60.0,0.502,1.44,0,3980.156973
430.1687477,60.0,0.081,0.417,0,3981.491324
430.4794332,60.0,0.235,0.0,0,3985.346432
430.7901082,60.0,0.573,0.031,0,3994.739735
431.1006371,60.0,0.463,0.102,0,4002.335622
431.4113226,60.0,0.43,0.241,0,4009.386441
431.7220081,60.0,0.499,0.108,0,4017.574717
432.0303131,60.0,0.297,0.379,0,4022.406197
432.3409973,60.0,0.578,1.194,0,4031.885943
432.6481646,56.85514981,0.258,1.768,0,4036.06827
432.9587184,54.26315151,0.643,1.941,0,4046.612836
433.2583609,60.0,0.266,1.085,0,4050.827591
433.5646328,43.07401507,0.736,3.08,0,4062.732479
433.8752934,60.0,0.532,0.377,0,4071.452116
434.1859591,60.0,0.521,1.384,0,4079.993505
434.4966023,60.0,0.411,0.254,0,4086.736984
434.8068696,60.0,0.599,0.261,0,4096.550143
435.1026428,60.0,0.903,1.46,0,4110.654303
435.3498739,60.0,1.053,1.438,0,4124.399132
435.6523536,36.20785496,0.169,4.359,0,4127.103715
435.9502942,39.93834767,1.298,3.582,0,4147.522182
436.249086,57.30797263,0.96,1.74,0,4162.670904
436.5427556,47.79599199,0.05,2.501,0,4163.446619
436.8364252,60.0,1.493,0.169,0,4186.596171
437.1456635,60.0,0.247,0.016,0,4190.636883
437.4398522,60.0,0.776,0.113,0,4202.696414
437.7504644,45.16138489,1.068,2.802,0,4220.216447
437.9902079,60.0,-0.085,0.868,0,4219.140337
438.2858295,22.90975904,0.86,10.887,0,4232.562064
438.5808192,24.64877656,1.011,9.405,0,4248.303567
438.8834809,50.31395737,0.738,2.257,0,4260.097848
439.1360422,57.00735679,0.035,1.758,0,4260.566803
439.3886034,39.2836806,1.181,3.703,0,4276.318148
439.5789135,60.0,0.024,1.224,0,4276.564137
439.7692236,46.15046479,0.054,2.683,0,4277.103319
439.9595337,21.01350973,0.259,12.941,0,4279.704021
440.1498438,20.21826524,0.28,13.979,0,4282.513332
440.3401539,60.0,0.012,0.58,0,4282.629813
440.530464,25.58317029,0.175,8.731,0,4284.384417
440.7207741,32.91532384,0.105,5.274,0,4285.444381
440.9110842,20.42250374,0.274,13.701,0,4288.197784
441.1013943,60.0,0.014,0.678,0,4288.334112
441.2917044,31.27315382,0.117,5.843,0,4289.508318
441.4820145,38.11675412,0.079,3.933,0,4290.298735
441.6723245,37.56415988,0.081,4.05,0,4291.112577
441.8626346,60.0,0.01,0.479,0,4291.208923
442.0529447,22.93971317,0.217,10.859,0,4293.391209
442.2432548,19.4692253,0.302,15.075,0,4296.420845
442.4335649,60.0,0.012,0.619,0,4296.545248
442.623875,19.9042189,0.288,14.424,0,4299.443909
442.8141851,28.01786116,0.146,7.279,0,4300.906819
443.0044952,38.88929776,0.076,3.778,0,4301.666144
443.1948053,60.0,0.018,0.876,0,4301.842282
443.3851154,28.93538797,0.137,6.825,0,4303.213887
443.5754255,29.76661871,0.129,6.449,0,4304.509957
443.7657356,60.0,0.02,1.014,0,4304.713797
443.9560457,26.31677341,0.165,8.251,0,4306.371942
444.1463558,32.14702305,0.111,5.529,0,4307.483177
444.3366659,30.47645533,0.123,6.152,0,4308.719577
444.526976,32.81464884,0.106,5.307,0,4309.786055
444.7172861,39.60585764,0.073,3.643,0,4310.518153
444.9075962,60.0,0.0,0.023,0,4310.522804
445.0979063,60.0,0.017,0.862,0,4310.696076
445.2882164,39.47488507,0.605,3.667,0,4316.774901
445.5884915,44.51068838,1.706,2.884,0,4343.821353
445.8470042,43.0955442,1.247,3.077,0,4360.835818
446.1374901,29.3450975,1.607,6.636,0,4385.476338
446.4343495,32.07196528,1.174,5.555,0,4403.884508
446.7135595,60.0,1.154,1.27,0,4420.892732
447.0171651,60.0,1.039,1.174,0,4437.542178
447.3278506,59.61554002,1.461,1.608,0,4461.511278
447.6270668,60.0,0.746,0.555,0,4473.300889
447.9374491,41.45524131,1.681,3.325,0,4500.850696
448.2412964,41.56966363,0.619,3.307,0,4510.786396
448.4984595,41.65797667,-0.26,3.293,0,4507.251471
448.7550857,20.98481155,0.26,12.976,0,4510.768021
449.0117119,45.01774398,0.056,2.82,0,4511.532137
449.0857417,39.5603186,0.073,3.651,0,4511.817576
449.3102325,60.0,0.002,0.09,0,4511.838868
449.5327623,60.0,0.765,1.409,0,4520.831476
449.6258233,49.8362365,0.046,2.301,0,4521.057578
449.8917527,24.01441354,1.347,9.909,0,4539.965484
450.1483789,25.91382252,0.17,8.509,0,4542.271509
450.520111,60.0,0.006,0.297,0,4542.388271
450.8918431,60.0,2.891,1.087,1,4599.130626
451.1375966,58.17958133,0.034,1.688,0,4599.568737
451.3833501,37.78856962,2.957,4.002,1,4637.943179
451.6906416,60.0,1.143,0.628,0,4656.48695
451.9982799,60.0,0.616,0.87,0,4666.49723
452.2940476,60.0,0.972,0.848,0,4681.673364
452.5855526,60.0,1.021,1.573,0,4697.380573
452.8550443,60.0,1.303,0.494,0,4715.926631
453.1501601,60.0,1.516,0.341,0,4739.556517
453.4561076,60.0,1.279,0.865,0,4760.210051
453.7538363,46.06884982,0.713,2.692,0,4771.424011
454.0533204,60.0,1.056,1.503,0,4788.122941
454.3360401,60.0,0.007,0.329,0,4788.221247
454.6187599,46.58576763,3.454,2.633,1,4839.778326
454.9275241,44.5943029,-0.175,2.873,0,4836.925859
455.2342608,60.0,1.687,1.413,0,4864.253679
455.5407607,58.22060008,1.285,1.686,0,4885.042091
455.8282946,50.076753,1.335,2.279,0,4905.304194
456.1334809,36.96725414,1.144,4.181,0,4923.744952
456.4093902,35.257685,1.274,4.597,0,4942.308676
456.7111366,32.30693353,0.935,5.475,0,4957.209363
457.0128222,60.0,0.661,0.831,0,4967.743117
457.3235077,48.09290683,0.938,2.471,0,4983.137006
457.6341932,60.0,0.923,0.897,0,4998.277197
457.9448787,60.0,0.409,0.005,0,5004.988197
458.2555642,60.0,0.391,0.008,0,5011.404951
458.5662497,60.0,0.508,0.006,0,5019.740132
458.8769352,60.0,0.338,0.001,0,5025.285102
459.1876207,60.0,0.41,0.003,0,5032.011894
459.4983062,60.0,0.319,0.003,0,5037.245838
459.8089917,60.0,0.089,0.001,0,5038.706103
460.1196772,60.0,-0.314,0.001,0,5033.555488
460.4303627,60.0,-0.067,0.003,0,5032.457433
460.7410482,60.0,-0.261,0.003,0,5028.176939
461.0517337,60.0,-0.333,0.001,0,5022.714625
461.3624192,60.0,-0.243,0.0,0,5018.728538
461.6730953,60.0,-0.3,0.026,0,5013.799531
461.9837808,60.0,-0.137,0.007,0,5011.554508
462.2944663,60.0,-0.694,0.025,0,5000.178093
462.6051295,60.0,-0.187,0.038,0,4997.10671
462.9154067,60.0,-0.874,0.192,0,4982.783044
463.225766,60.0,-0.092,0.864,0,4981.278018
463.5355076,60.0,0.035,0.544,0,4981.849734
463.8457308,60.0,0.017,0.958,0,4982.130772
464.1538377,58.41747768,0.083,1.674,0,4983.479383
464.4645232,60.0,0.144,1.508,0,4985.8443
464.7752087,60.0,-0.075,0.709,0,4984.616887
465.0858942,60.0,-0.102,0.0,0,4982.943706
465.3965797,60.0,-0.153,0.0,0,4980.433942
465.7072652,60.0,-0.454,0.0,0,4972.986526
466.0179507,60.0,-0.583,0.0,0,4963.422938
466.3273518,60.0,-0.571,0.215,0,4954.093549
