,Dist(mi)	SpdLim(mph)	Grade(%)	Curve(Doc)	Catenary(Y/N)
435,133.09523720060537	43.27130424706892	0.4308369959477661	3.051841541	0
436,133.3981909854777	49.408457417654894	0.9529041933643019	2.340773334	0
437,133.7034140222751	57.47356482290131	0.3694904086156332	1.72991865	0
438,134.00708734824104	40.402744620870536	0.5183582435951686	3.500581671	0
439,134.30828886235736	55.96669195756635	0.9527059535189274	1.824326959	0
440,134.60506621799837	46.77622013515459	0.21349388874577382	2.61163032	0
441,134.9036132332143	60.0	0.05438264021227568	1.461944001	0
442,135.19940820521896	30.38386279300509	0.7435545830700372	6.18979091	0
443,135.50817056122833	42.951557485969495	0.7954632488832852	3.09744867	0
444,135.80416126665142	34.48910498409281	0.7604903896445658	4.803945843	0
445,136.08839562442816	39.49653781054184	0.15741644111244638	3.663058846	0
446,136.3375557623757	54.95287631383926	0.022707134868	1.892261239	0
447,136.5867159003232	60.0	2.0101470109282396	1.421045436	1
448,136.85472627036197	31.084358926766786	0.7567675684281865	5.913956438	0
449,137.1546502458887	60.0	0.04128824895012169	0.799191268	0
450,137.4647075483205	55.74663025337201	0.6196734265199644	1.838758572	0
451,137.77453928897822	60.0	-0.17666089045228595	0.570281389	0
452,138.08423307570484	60.0	0.680171506134013	1.304195296	0
453,138.39302340173555	60.0	0.9845774379318128	1.255288025	0
454,138.6975685206593	44.12861987873942	0.45694811583405337	2.934413156	0
455,139.00409642139527	31.05908986948912	0.7272640266543567	5.923583307	0
456,139.31353172704434	60.0	0.5988535403913934	0.606087191	0
457,139.6062192183284	47.796894652619606	0.3191658646723975	2.501281599	0
458,139.90859573953765	32.48451141933118	0.9311463555919917	5.415134811	0
459,140.1738136567449	34.43258037037952	0.8689382348112895	4.819731129	0
460,140.45424211714663	54.68463865262021	0.8751238385522367	1.910870509	0
461,140.75676093473822	46.145247118050385	0.5035934692958046	2.683539543	0
462,141.04628005585252	51.204925201803334	0.8992341909764244	2.179407691	0
463,141.33927698107112	47.04071070845249	0.18177291333205528	2.582344636	0
464,141.63213007394043	60.0	0.00626977452	0.52248121	0
465,141.9249831668097	29.646341225738105	1.0188181061354251	6.501592494	0
466,142.13064319592928	44.78961769996648	0.034181292936	2.848441078	0
467,142.33630322504885	28.662595489610972	0.08346649338	6.955541115	0
468,142.54196325416842	46.45491723786697	0.0317745798	2.64788165	0
469,142.747623283288	29.473449165425457	0.07893711905999999	6.578093255	0
470,142.95328331240756	56.36933346469827	0.021580296048	1.798358004	0
471,143.15894334152713	42.11250041424413	0.038665278335999996	3.222106528	0
472,143.3646033706467	60.0	0.0067070831039999996	0.558923592	0
473,143.57026339976628	28.74330081775341	0.08299843761600001	6.916536468	0
474,143.77592342888585	25.45741414769288	0.10580705382	8.817254485	0
475,143.98158345800542	60.0	0.011780870748	0.981739229	0
476,144.187243487125	29.876939624295787	0.076819411968	6.401617664	0
477,144.3929035162446	60.0	0.017684981904	1.473748492	0
478,144.59856354536416	60.0	0.009888347940000002	0.824028995	0
479,144.80422357448373	34.88979421502175	0.056330859984000003	4.694238332	0
480,145.0098836036033	37.40950921609256	0.04899809282400001	4.083174402	0
481,145.21554363272287	54.21247147910112	0.023331614064	1.944301172	0
482,145.42120366184244	28.605042113027736	0.08380270062	6.983558385	0
483,145.626863690962	38.241198429014084	0.046889997468	3.907499789	0
484,145.83252372008158	53.74167709169685	0.023742189504000002	1.978515792	0
485,146.03818374920115	32.415335133889656	0.065259263076	5.438271923	0
486,146.24384377832072	60.0	0.0025502312760000002	0.212519273	0
487,146.4495038074403	60.0	0.008173058652	0.681088221	0
488,146.65516383655986	32.23785751828657	0.3052979170831795	5.498314889	0
489,146.94710755234928	60.0	0.6715685565783587	1.104711242	0
490,147.21572063405185	60.0	1.0168742203562944	1.288782647	0
491,147.49897695064345	57.285017004425576	0.8014038130713127	1.741325094	0
492,147.74698476091817	22.307324709145497	1.1735524102732395	11.48330694	0
493,148.0251700810819	25.638293694319596	-0.1040809651068231	8.69328094	0
494,148.31825400737466	28.08399445102386	1.093782750893277	7.245096831	0
495,148.56611019156787	22.583548458630194	0.7015287246114768	11.20411577	0
496,148.83891970828412	60.0	0.00767706534	0.639755445	0
497,149.11172922500035	35.70035272873249	1.6089974331638408	4.483497554	0
498,149.40869298436064	35.74893266639296	1.034160837668247	4.471320405	0
499,149.71074266380253	53.229237083593866	0.5932179338059266	2.016793663	0
500,150.00518117427714	38.86964941075144	0.1701082291711226	3.782167029	0
501,150.2935681630839	60.0	1.0020535934807302	1.412569789	0
502,150.5998120967758	59.03754753762187	0.7318550714986595	1.639477024	0
503,150.90621884458258	58.03472761224341	0.7662316515445404	1.696625736	0
504,151.21363344291615	60.0	0.5731336442708206	0.159990933	0
505,151.52351425914478	47.876364198638306	0.09187629667393285	2.492984781	0
506,151.83008317626977	60.0	0.9075826148920922	0.384859492	0
507,152.1293230141234	57.4700885716527	0.5502685892824498	1.730127935	0
508,152.43809407398703	60.0	0.03693301962013703	1.518141336	0
509,152.74315058000104	56.4224708756594	0.8110438961294378	1.794972293	0
510,153.04738376185935	42.511882985285	0.39087185746687114	3.161850037	0
511,153.3541055376174	60.0	0.31869488437376553	0.019328969	0
512,153.6569549326588	60.0	0.9213178063944674	0.297533954	0
513,153.9661646765338	60.0	0.6921907235891576	1.113857963	0
514,154.27655005328447	60.0	0.12191677930547509	0.600497356	0
515,154.5866241187524	60.0	0.6419233137749518	0.839985222	0
516,154.89186268603447	60.0	0.6576470805123799	0.705469739	0
517,155.20234871699574	60.0	0.6413818143818931	0.114243413	0
518,155.51169453745365	60.0	0.018424679337217614	0.531059259	0
519,155.81015269332332	53.98974916474979	0.7855133438296293	1.960375796	0
520,156.12025036740957	60.0	0.927409926717313	0.839524106	0
521,156.4303697917799	60.0	0.6902232776632213	1.26611573	0
522,156.74077566724918	60.0	0.6263548849675459	0.249486568	0
523,157.05036754819974	60.0	0.44971196001734604	0.194767009	0
524,157.34332967676661	60.0	-0.2783884198109501	1.13937442	0
525,157.64365941693907	60.0	0.6552670770531327	0.398772228	0
526,157.91669170783476	36.441870155424645	0.10420605486142459	4.302893911	0
527,158.2180516746008	50.01611764156532	0.5630898184228601	2.284241385	0
528,158.5267985001255	60.0	0.41056043848077833	0.452703647	0
529,158.8208529962385	48.467938619678776	0.5718379868302105	2.432500022	0
530,159.1302379747512	60.0	0.6040715500147774	1.283948918	0
531,159.43919854823383	60.0	0.13775837027961396	0.368172053	0
532,159.74760051738954	55.62752775961693	0.8744238345920651	1.846640827	0
533,160.0451353206135	60.0	-0.009375645054085311	1.411513835	0
534,160.3162724185881	37.64756972526637	0.9895908047022315	4.031698608	0
535,160.62449666898917	60.0	0.6293249773258316	1.439694652	0
536,160.88300998782475	30.22262304763258	0.7572230432007149	6.256012999	0
537,161.0225599722402	30.22262304763258	0.668168740060056	6.256012999	0
538,161.3276643212736	60.0	0.8969121379596561	0.0	0
539,161.63313402533248	35.6304389285021	-0.0729176019449825	4.501109792	0
540,161.73941456851261	35.6304389285021	-0.07227144919361067	4.501109792	0
541,162.04937804330203	56.61601493398132	-0.0573904330378604	1.782720904	0
542,162.35913893915296	56.61601493398132	-0.22714701247076022	1.782720904	0
543,162.65835268427128	48.275815343911376	-0.36369259362401707	2.45189979	0
544,162.96295558262022	54.57692320122172	-0.022265573081815135	1.918420711	0
545,163.27123078587826	51.12273854281195	-0.6969736167101702	2.186420704	0
546,163.58054988788027	55.253074475912136	0.39429639828668345	1.871755224	0
547,163.88183032493706	52.61014012380036	-0.37987507503284845	2.064538729	0
548,164.19064238230004	60.0	0.10382133505638041	1.055975008	0
549,164.49695405089898	60.0	-0.9214715685008649	0.346622334	0
550,164.79760752293905	60.0	0.04385534117141319	0.141162567	0
551,165.09871272529602	47.43690720281169	0.12085984587871892	2.539388913	0
552,165.40426258490902	33.099343823002535	-0.2998004040314642	5.215827057	0
553,165.71225505373658	46.51184052619159	-0.17166589529902054	2.641404422	0
554,166.0222533251777	60.0	-0.23731731909862322	1.320222038	0
555,166.33150220815568	52.195189157585276	-0.31600765741955805	2.097495316	0
556,166.64097105889098	60.0	-0.29981218080230343	0.063739302	0
557,166.9480147081824	60.0	-0.2754343777767266	1.129428461	0
558,167.25176633130607	48.384253482313916	-0.025941621323476317	2.440921776	0
559,167.5519724154805	60.0	-0.7302330788591709	0.568997489	0
560,167.85933979663957	60.0	-0.4752168803551598	1.386340642	0
561,168.164749862939	60.0	-0.15026182548563055	1.058780011	0
562,168.47534153529662	60.0	-0.07852222629579325	0.258535376	0
563,168.76910212789758	32.547377794910965	-0.49940083013390946	5.394235977	0
564,169.07780422030265	39.794538678906804	-0.29546182466315773	3.608402727	0
565,169.38413452928594	60.0	-0.1895579828959521	0.025290855	0
566,169.6939407840393	60.0	-0.24029811202556633	0.082061211	0
567,170.00358486941232	60.0	0.04958537554306973	1.322697491	0
568,170.31275856513227	43.44853437099199	-0.19701147181867812	3.026994898	0
569,170.5990906757546	60.0	-0.434964249553612	0.699031453	0
570,170.8975009886049	60.0	-0.060893941356047934	1.068202427	0
571,171.20454276054812	60.0	-0.14065085334285604	1.433368731	0
572,171.50676270645585	60.0	0.09126635149146395	1.129058507	0
573,171.78576262790708	27.921035015201394	-0.6349696170114637	7.329914769	0
574,172.07014984431683	29.690137022853023	0.10597492487570664	6.482425697	0
575,172.37666221456817	60.0	0.04662234015189494	0.489585158	0
576,172.67546958820986	45.56879411812997	-0.0025371496938237812	2.751863445	0
577,172.9858431511444	50.77140120015894	0.00978454018223219	2.216785401	0
578,173.29309432859432	48.38456002445964	-0.1339133762298232	2.440890847	0
579,173.60043250711834	41.45511101140333	-0.22879360453383216	3.325108234	0
580,173.90404494375937	42.6165611272508	-0.49763263565056365	3.146336345	0
581,174.21461363328143	60.0	-0.10871814322839432	1.394084664	0
582,174.5221891683817	60.0	0.19924088599437198	0.037583105	0
583,174.82189131775468	59.062978675378204	-0.35602428763363436	1.638065487	0
584,175.12359676667245	60.0	-0.3393748082944763	0.037284188	0
585,175.4299513100568	29.477910330854804	0.25111370333127286	6.576102358	0
586,175.7181257834572	32.39170930670513	-0.7826915021130048	5.446207937	0
587,176.01724135848193	35.51810153389746	0.13786543488553857	4.529627227	0
588,176.29376138994988	23.469235319920152	0.07460726277251493	10.37442588	0
589,176.6020428130073	50.715137664148614	-0.2647948050442046	2.221706747	0
590,176.8949987407887	30.351409204910016	-0.049644371922742625	6.203034995	0
591,177.2006213034806	30.922680427017376	-0.09175229488013435	5.975960069	0
592,177.4916789284412	38.812427380493034	-0.14469723420630115	3.793327517	0
593,177.7784901136812	37.87613840797116	-0.4812564646076688	3.983185768	0
594,178.07223703413175	32.457273739074694	0.2783157597611234	5.424227232	0
595,178.3823341013871	60.0	-0.37315881992756195	0.663585833	0
596,178.6919719670228	60.0	-0.23019868225051723	1.335968383	0
597,179.00264690477212	60.0	-0.48952016185545194	0.558061486	0
598,179.31333240477213	60.0	-0.088740629844	0.054947513	0
599,179.62388306074072	60.0	-0.026190032704416798	0.818799903	0
600,179.93338484973137	60.0	0.10848197858947205	1.461289385	0
601,180.24405233512974	60.0	-0.12565430370073807	0.329434782	0
602,180.55295387762175	60.0	-0.18818699731081015	0.963328709	0
603,180.86363937762172	60.0	-0.38457752274	0.601874105	0
604,181.17432487762173	60.0	-0.09599897760000001	8.52e-05	0
605,181.48501037762173	60.0	-0.5933997155999999	2.52e-05	0
606,181.79569587762174	60.0	-0.23823332352	0.89722354	0
607,182.10568544514646	60.0	-0.41038587875665616	1.130314693	0
608,182.41587323014446	60.0	-0.5290050581995996	0.137085986	0
609,182.71937568287575	60.0	-0.5683579709273362	1.056293384	0
610,183.02585822470934	43.193950541171155	-0.4632101472559119	3.062782084	0
611,183.33401225608634	60.0	-0.3094808167968715	0.322698018	0
612,183.63999894131433	46.60073421094185	-0.5008767757416108	2.63133676	0
613,183.95062355198942	60.0	-0.4866717990303987	0.151996352	0
614,184.25931134652348	60.0	-0.7493968702140298	1.058618586	0
615,184.55626765353284	60.0	-0.5796504920897576	1.182615145	0
616,184.8618175131458	60.0	-0.36088481589544275	0.328820466	0
617,185.17057179102147	60.0	-0.2969586176924728	1.5166999859999999	0
618,185.48125729102148	60.0	-0.5104728215279999	0.210599206	0
619,185.78912860691986	54.98562918071213	-0.38783839023565037	1.890007613	0
620,186.0996618740696	60.0	-0.5514462976006145	1.569427811	0
621,186.41034737406957	60.0	0.0304903851	0.040865425	0
622,186.72103287406958	60.0	-0.5340730500239999	0.143913998	0
623,187.03027244636235	29.90417535543815	0.2044743022636433	6.389962212	0
624,187.25278540525272	20.027324244244816	-0.8335068778255942	14.2467595	0
625,187.56347090525273	37.46940061441301	-0.09455842589999998	4.070131675	0
626,187.87382148535167	60.0	-0.479964120780593	0.646803588	0
627,188.18438643925342	60.0	-0.7597688008226928	0.260600261	0
628,188.48177149374405	50.071386523371956	-0.28857431961516034	2.279201469	0
629,188.79149947029148	55.57943741762613	-0.6615090930087435	1.849837837	0
630,189.09453526905216	58.6779297284443	-0.5423279738475061	1.659634239	0
631,189.32480728730883	24.820408113420992	0.021450297979899502	9.275644917	0
632,189.63230826093383	31.42886619473459	-0.5343686501405365	5.785015452	0
633,189.9400621405715	54.21748787844596	-0.9070517175638723	1.943941401	0
634,190.24436554145385	56.23321991641762	-0.12288485106921462	1.807074458	0
635,190.55090152032352	60.0	-0.563942751174574	1.046413278	0
636,190.85495760920986	60.0	-0.6396497138207208	1.566690719	0
637,191.1451533966945	60.0	-0.6819673009512967	1.35685501	0
638,191.45108167665242	39.841397618461166	-0.27243392646009357	3.599919767	0
639,191.75509365820184	60.0	-0.6674993282153335	0.684586085	0
640,192.05797225581614	56.402237211269565	-0.7077714099358002	1.796260376	0
641,192.3365925243088	39.35483132079563	-0.13369386816507778	3.689485779	0
642,192.64722272893843	43.227620677677756	-0.9342766777449898	3.05801272	0
643,192.95790822893844	60.0	0.0005308646999999999	0.044238725	0
644,193.26859372893844	60.0	4.6671e-06	0.000388925	0
645,193.57927922893845	60.0	4.937472e-06	0.000411456	0
646,193.88996472893845	60.0	6.0368640000000004e-06	0.000503072	0
647,194.20065022893843	60.0	4.9753559999999995e-06	0.000414613	0
648,194.51133572893843	60.0	-0.03569978291999999	0.02801816	0
649,194.8172093393709	60.0	0.013656695784000002	1.138057982	0
650,195.12308294980332	60.0	1.4017668035935773	0.969708233	0
651,195.43212493034343	60.0	-0.061913420025640785	1.123786523	0
652,195.73639539297042	60.0	0.0719084878033922	0.376415618	0
653,196.04354529048913	60.0	0.6577086428989356	0.592063973	0
654,196.35412765216154	60.0	0.5857495116269648	0.596453025	0
655,196.66417748322843	60.0	0.4840735317398225	1.560117643	0
656,196.9697609068795	46.945434117349286	0.7710655262131465	2.592837101	0
657,197.28042031414418	60.0	0.5491081122478038	1.405284333	0
658,197.58630634516155	60.0	0.23457962637720492	0.250184921	0
659,197.89518116913547	46.33543470909505	0.5298404346829061	2.661555138	0
660,198.2042281179095	60.0	0.4608145683230408	0.752656029	0
661,198.5146973858346	60.0	0.5939234193519861	1.360118143	0
662,198.8144393000933	60.0	0.21555677220609246	1.586205905	0
663,199.1180473753313	50.42072939039937	0.10740498174039506	2.24772773	0
664,199.4261877345579	49.89883464607322	0.8968613981710092	2.294991837	0
665,199.73598839529456	60.0	0.48856960389816956	0.0483165	0
666,200.04580460546765	60.0	0.1984953290914436	0.797225984	0
667,200.35560962760735	60.0	0.8202547500487261	0.8632933	0
668,200.64787333958193	60.0	0.4492345286284303	0.921082471	0
669,200.94513909947764	54.29126354600134	0.025145200634437814	1.938661799	0
670,201.24582239987336	60.0	0.06272381995793709	0.783945931	0
671,201.5297759005057	29.547386636303322	0.9871182188847866	6.545213254	0
672,201.84036694708064	47.40334590071357	0.7351300453198476	2.542985932	0
673,202.1468619285131	46.371952676209766	0.23381191785545938	2.657364833	0
674,202.41252349796565	34.255222879156	0.6373290965315179	4.869768949	0
675,202.7221141463647	60.0	0.7389711402861358	1.569448695	0
676,203.03075284637606	47.49064329679257	0.20253776687189476	2.533645481	0
677,203.33956863935936	60.0	0.6972463900818054	0.959973588	0
678,203.6463320383373	60.0	0.47898156078727333	0.21394133	0
679,203.9519459161267	60.0	0.712017732126869	1.388903488	0
680,204.2608499427357	60.0	0.25665500671723845	1.272575681	0
681,204.55891477349638	34.29864907699515	0.6768151030836062	4.857445334	0
682,204.86311812699907	48.29784457290471	0.13050551446415867	2.449663618	0
683,205.1521177828894	44.52538166227733	0.9382648115858702	2.882349563	0
684,205.46028362802042	47.003159188172205	0.6970389296710287	2.586472431	0
685,205.76993268162738	60.0	0.1730807023477952	0.376531556	0
686,206.0755738847036	46.60571680730764	0.46094057193025806	2.63077416	0
687,206.34547880292888	28.385528559820997	0.7805938815586256	7.091987807	0
688,206.43474993132193	60.0	0.6932650310805852	0.0	0
689,206.74080124155725	60.0	-0.70449071768462	0.373698666	0
690,207.04924360131926	60.0	-0.3103889925926385	0.373698666	0
691,207.30010847041888	60.0	-0.6665378946541267	0.0	0
692,207.60335678458597	60.0	-0.33379026748431434	0.0	0
693,207.90159248858131	60.0	0.07887946145927843	1.104128146	0
694,208.21226369064817	58.05984678274809	-0.2562708340277969	1.695157988	0
695,208.52291750389617	60.0	-0.04905589923483914	0.362462298	0
696,208.83346444319628	60.0	-0.260249880494964	0.272303671	0
697,209.14369136729724	60.0	0.11189935294254551	0.96260315	0
698,209.45426936750448	60.0	-0.032800619882448374	0.967895684	0
699,209.76495052505325	60.0	-0.16537462978526138	0.918986316	0
700,210.06843993141686	40.69860500099323	-0.16621017181596512	3.449871385	0
701,210.37634293406725	43.10970219630735	-0.19800661885766702	3.074764837	0
702,210.68581426891953	49.51956424809268	-0.4003103283696468	2.330281152	0
703,210.99456606267822	60.0	-1.0026510997728053	1.474963477	0
704,211.30368012057662	60.0	-0.20692500530316532	0.495976804	0
705,211.61436065234264	60.0	-0.22427874312813284	1.010419771	0
706,211.92109484868556	42.044192388556205	0.06917747266753953	3.232584766	0
707,212.23030584412604	60.0	-0.09460248794398027	0.757469326	0
708,212.53802242410535	49.40009290519689	0.06868665187248904	2.341566089	0
709,212.84857929987336	60.0	-0.8471432553565913	0.984362789	0
710,213.15913120740746	60.0	0.23497278537578836	1.023085654	0
711,213.46046508143817	39.255883109401175	-0.04334680194204828	3.708108624	0
712,213.76822703920953	43.94505006425535	-0.6755835910074408	2.958979962	0
713,214.07861118334654	60.0	-0.38363512677297035	1.012397671	0
714,214.1728911862289	60.0	-0.16975448500879453	1.012397671	0
715,214.47691869826295	60.0	-0.2618105992035333	0.0	0
716,214.78759737169472	60.0	0.0049207093785553786	1.260077792	0
717,215.09040700185048	60.0	-0.5455897166179674	0.909811139	0
718,215.38172375262317	60.0	0.5827449560125872	1.476683331	0
719,215.69236078388317	58.564974612401585	-0.08262350068452888	1.666042334	0
720,216.00303945731494	60.0	-0.45749964473950466	0.625881062	0
721,216.31152655019662	52.48592635692794	-0.2168184731122518	2.074322212	0
722,216.62138375780694	60.0	-0.11216489354732585	0.629523303	0
723,216.92719708568328	60.0	-0.31179628416515137	1.396339682	0
724,217.234808043218	60.0	-0.30782604754418796	0.153199208	0
725,217.54549354321802	60.0	-0.15708305742	0.459745215	0
726,217.85617779165256	60.0	0.011099236263149211	0.774935751	0
727,218.16262802101352	42.66932715959807	-0.00552603623065949	3.138559469	0
728,218.47047447679026	60.0	-0.3227263179508538	0.40560267	0
729,218.7777523727582	50.47690118291457	0.11548418773419343	2.242727873	0
730,219.08843353030696	60.0	-0.37849300121606627	0.309361739	0
731,219.39909728002286	60.0	-0.1932202126510539	0.449474316	0
732,219.70931053197344	60.0	0.04732473211349811	0.688780092	0
733,220.01999292207373	60.0	-0.1902164648327181	0.24878909	0
734,220.33067779629098	60.0	-0.2165168285565987	0.00696731	0
735,220.6413620447255	60.0	-0.21598754752190524	0.001110218	0
736,220.95204320227427	60.0	-0.3887193833295557	0.007170917	0
737,221.2627274507088	60.0	0.08940701180041079	0.000554305	0
738,221.30604645567718	60.0	0.09898076020963553	0.000554305	0
739,221.61659214341182	60.0	-0.09484268036324414	0.0	0
740,221.92722669055487	60.0	-0.0582064796879354	0.450329376	0
741,222.23762448789049	60.0	-0.09683411157929876	0.888786311	0
742,222.5479607701184	60.0	-0.24282718067603215	0.838088928	0
743,222.85862451983434	60.0	-0.3674293705361131	0.38305617	0
744,223.16927647474807	60.0	-0.14315973866598616	0.021312173	0
745,223.47996134896533	60.0	-0.17436700296802832	0.019445726	0
746,223.7906468489653	60.0	-0.05039658076799999	0.000284936	0
747,224.10133234896531	60.0	-0.173991380424	0.000718298	0
748,224.41201784896532	60.0	-0.029878081835999996	0.010159847	0
749,224.72270334896533	60.0	-0.160795695528	0.000358706	0
750,225.03338759739987	60.0	-0.0010382915860994739	0.013476104	0
751,225.34407309739987	60.0	3.377556e-05	0.00281463	0
752,225.65475859739985	60.0	7.435988400000002e-05	0.006196657	0
753,225.9654335351492	60.0	0.000447793932	0.037316161	0
754,226.27606434660976	60.0	0.000447793932	0.037316161	0
755,226.58674302004152	60.0	-1.2420272905688448	0.0	0
756,226.89742852004153	60.0	1.7434078534000004	0.035196335	0
757,227.20811402004153	60.0	-0.045996368	9.08e-05	0
758,227.51879952004154	60.0	0.194003768	9.42e-05	0
759,227.82948502004155	60.0	0.074003248	8.12e-05	0
760,228.14017052004152	60.0	0.8500038560000001	9.64e-05	0
761,228.45085602004153	60.0	0.05400384	9.6e-05	0
762,228.76154152004153	60.0	0.332003596	8.99e-05	0
763,229.07222702004154	60.0	0.68471767748	0.417942437	0
764,229.3811310466505	60.0	0.5672709147860084	1.106801368	0
765,229.69181343675078	60.0	-0.47911551617149584	0.172233716	0
766,230.0004950114854	55.360604740644874	-0.8071072496848514	1.864491038	0
767,230.30998623822538	59.217540403396825	-0.844315068684576	1.629525726	0
768,230.62067173822538	60.0	-1.03475552908	0.281111773	0
769,230.9313572382254	60.0	-0.13915414556	0.221146361	0
770,231.2411566663484	60.0	0.7791086244102233	1.526519482	0
771,231.54975374313977	55.73088704040827	-0.32106094778208283	1.839797567	0
772,231.86043924313978	60.0	-0.4374725534	0.563186165	0
773,232.1710787585168	60.0	0.644169819479009	0.00186217	0
774,232.48176425851682	60.0	0.7233957515599999	0.034894289	0
775,232.7924497585168	60.0	0.72200398648	0.000100162	0
776,233.1031352585168	60.0	0.8787814509200002	0.519536273	0
777,233.41180875511776	59.330116161418765	0.8842397842656483	1.623347715	0
778,233.72228113288045	60.0	-0.11131195507304427	1.119878259	0
779,234.03296663288046	60.0	-0.51896561008	0.025859748	0
780,234.34365213288046	60.0	-1.419997832	5.42e-05	0
781,234.65433763288047	60.0	-0.6039979600000001	5.1e-05	0
782,234.96502313288045	60.0	-0.131997644	5.89e-05	0
783,235.27570863288045	60.0	-0.47999739199999997	6.52e-05	0
784,235.58639413288046	60.0	-0.27399758	6.05e-05	0
785,235.89707963288046	60.0	-0.15320046727999997	0.369988318	0
786,236.20623345566455	60.0	-0.041800614597270656	1.316627517	0
787,236.51683195465253	60.0	-0.8650172220250392	0.980899882	0
788,236.82751745465254	60.0	0.5776203306400001	0.040507766	0
789,237.13820295465254	60.0	0.11000013520000002	3.38e-06	0
790,237.44888845465252	60.0	0.3280001064	2.66e-06	0
791,237.75957395465252	60.0	-0.1699998892	2.77e-06	0
792,238.07025945465253	60.0	-0.2519998916	2.71e-06	0
793,238.38094495465253	60.0	-0.0619999136	2.16e-06	0
794,238.69163045465254	60.0	-0.056670574599999995	0.033235635	0
795,239.0022811580008	60.0	-0.2458425693877476	0.00462464	0
796,239.31296231554958	60.0	-0.8427520319928833	0.031494119	0
797,239.6236478155496	60.0	-0.88588478624	0.002880344	0
798,239.93433331554957	60.0	0.156000116	2.9e-06	0
799,240.24501881554957	60.0	-0.12186401708	0.003399573	0
800,240.55570431554958	60.0	-0.4313869822	0.015325445	0
801,240.86636620693127	60.0	-0.6721947487508209	0.196423189	0
802,241.17690506809768	60.0	-1.0015713421822927	0.32268691	0
803,241.4875905680977	60.0	0.24952231624	0.138057906	0
804,241.7982760680977	60.0	0.5620004200000001	1.1e-05	0
805,242.1089615680977	60.0	0.636000484	1.16e-05	0
806,242.41964706809767	60.0	-0.5899995400000001	1.15e-05	0
807,242.73033256809768	60.0	-0.60199956	1.1e-05	0
808,243.04101806809769	60.0	0.8940003032	8.58e-06	0
809,243.3517035680977	60.0	-0.061999536	1.16e-05	0
810,243.6623890680977	60.0	-0.23199782	5.45e-05	0
811,243.9730745680977	60.0	-0.60799532832	0.000116792	0
812,244.28376006809768	60.0	0.65218997352	0.304749338	0
813,244.59318852816457	60.0	0.610379375176312	1.202609976	0
814,244.90378082630497	60.0	-1.1645092773879826	0.846255396	0
815,245.2142948272876	60.0	-0.9619973190595034	0.763764234	0
816,245.52463795503562	60.0	-0.5343470728560595	0.856988697	0
817,245.8353234550356	60.0	-1.45641469008	0.139632748	0
818,246.1460089550356	60.0	-0.21999917600000002	2.06e-05	0
819,246.4566944550356	60.0	-0.11199898800000002	2.53e-05	0
820,246.7673799550356	60.0	-0.20363396144000004	0.059150964	0
821,247.07795484540526	60.0	0.5099243055369861	0.593779979	0
822,247.3884558000202	60.0	-0.6600880077913479	0.607963143	0
823,247.69914130002022	60.0	-0.49707223776000004	0.073194056	0
824,248.00982680002022	60.0	-0.6259999356	1.61e-06	0
825,248.32051230002023	60.0	-1.2159999352000002	1.62e-06	0
826,248.63119780002023	60.0	-0.0359998828	2.93e-06	0
827,248.842923141702	60.0	1.1944627517556627	2.93e-06	0
828,249.15309040902955	60.0	1.0517543576107746	0.0	0
829,249.4635248803029	60.0	-1.9922314622989972	0.785090031	0
830,249.7739481635429	60.0	1.453241120636236	0.901125884	0
831,249.92677125867394	60.0	0.16615542203260641	0.901125884	0
832,250.23745613289117	60.0	0.6000012085224342	0.0	0
833,250.54813230325414	60.0	-0.06042962740895664	0.689325381	0
834,250.85781304361313	60.0	-0.2398169163037556	0.876801928	0
835,251.16849854361314	60.0	-0.27598379195999995	0.200405201	0
836,251.47918404361315	60.0	-0.62969465968	0.007633508	0
837,251.78986954361312	60.0	0.91200068	1.75e-05	0
838,252.10055504361313	60.0	0.30600068	1.7e-05	0
839,252.41124054361313	60.0	-0.34999928799999996	1.78e-05	0
840,252.72192604361314	60.0	-0.841999152	2.12e-05	0
841,253.03261154361314	60.0	-0.027999436000000003	1.41e-05	0
842,253.34329704361312	60.0	0.098000456	1.14e-05	0
843,253.65398254361313	60.0	0.27564470007999997	0.291117002	0
844,253.9626647441305	50.49497202329192	0.10373577510306141	2.241122932	0
845,254.2717732080122	51.12246247458612	0.32265161402428955	2.186444318	0
846,254.5824587080122	60.0	0.00543996324	0.235999081	0
847,254.89313986556098	60.0	-0.5969744227403877	0.225851186	0
848,255.20369548976353	60.0	0.009040096541512022	0.326044234	0
849,255.51437973819807	60.0	-1.7637001040398912	0.107675455	0
850,255.82506523819808	60.0	-0.6538474881599999	0.003812796	0
851,256.13575073819806	60.0	0.60155480396	0.088870099	0
852,256.446167175918	60.0	1.260576141031933	1.038009121	0
853,256.7561822103953	60.0	1.4540256811801282	1.124622575	0
854,257.0668677103953	60.0	-1.3710392882399998	0.174017794	0
855,257.37755321039526	60.0	0.070003972	9.93e-05	0
856,257.6882387103953	60.0	0.47800130399999996	3.21e-05	0
857,257.9989242103953	60.0	0.09510267516	0.127566879	0
858,258.30916854226695	60.0	-0.3194623875855178	0.87602503	0
859,258.61975462060786	60.0	-0.8934178330308403	0.621900695	0
860,258.9298193753906	60.0	0.0545156417203471	1.012190348	0
861,259.2403035480176	60.0	-0.725714520556804	0.919489585	0
862,259.5509032985089	60.0	-0.3025483760303636	1.088678667	0
