Reg, Tech, trnLen, Hours, Miles, netTon, eTrk, eBus, ebtCur, eDie, eBio, eHyd, eBat, eCat, eRcv
CA,           Diesel,       90, 28.741667, 694.9397, 8536.6, 33.28099, 72.782524, 0, 170.16434, 0, 0, 0, 0,  0 
