Reg,Tech,trnLen,Hours,Miles,netTon,eTrk,eBus,ebtCur,eDie,eBio,eHyd,eBat,eCat,eRcv,TrnLen
NE,HydHyb,150,18.669445,694.9397,14525.599,29.824417,37.7395,-10.962082,0,0,0,38.476337,11.787185,5.3536572,100
